"name","firstReleaseDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl"
"In The Dark","1533009600000","false","1","1.99","1","1.6468619512809803","50","Hobbyist","Team Firestorm","Team Firestorm","644330","https://store.steampowered.com/app/644330"
"War Ender","1532577600000","false","1","1.99","1","0","0","Hobbyist","Infinite Level","Infinite Level","884070","https://store.steampowered.com/app/884070"
"Space Hamster in Turmoil","1532404800000","false","1","1.99","1","0","100","Hobbyist","SypherZent","SypherZent","888150","https://store.steampowered.com/app/888150"
"World of Virtual Reality VR","1530849600000","false","1","1.99","1","1.2005299579892998","0","Hobbyist","Shadowless Gaming,Tamer Gölgesiz","Shadowless Gaming,Tamer Gölgesiz","850550","https://store.steampowered.com/app/850550"
"Defrain","1530849600000","true","1","1.99","1","5.108888863379147","0","Hobbyist","Roushi Studios","Roushi Studios","745270","https://store.steampowered.com/app/745270"
"TrapLand","1530158400000","false","1","1.99","1","1.354844590026628","20","Hobbyist","Versus Studio","Tandem","871670","https://store.steampowered.com/app/871670"
"Slabs","1529553600000","false","1","1.99","1","1.1125547720268765","25","Hobbyist","PotatoIndustries","PotatoIndustries","880590","https://store.steampowered.com/app/880590"
"Skelli Tower Defense","1527825600000","false","1","1.99","1","0","0","Hobbyist","SDGaming","Seth Durham","858500","https://store.steampowered.com/app/858500"
"Squares","1527134400000","false","1","1.99","1","0","0","Hobbyist","Advanced Gaming","Advanced Gaming","855180","https://store.steampowered.com/app/855180"
"Entropy 2120","1526616000000","false","1","1.99","1","1.6154802341340648","67","Hobbyist","Filippo donelli","Filippo Donelli","777730","https://store.steampowered.com/app/777730"
"Trapped","1526011200000","true","1","1.99","1","1.1899203052579168","100","Hobbyist","Elite World Industries","Elite World Industries","847460","https://store.steampowered.com/app/847460"
"Paper Shakespeare: Stick Merchant of Venice","1526011200000","false","1","1.99","1","0.5211754146984606","50","Indie","Stegalosaurus Game Development","Stegalosaurus Game Development","852750","https://store.steampowered.com/app/852750"
"OboStar","1525147200000","false","1","1.99","1","106.65071937352394","30","Indie","OtakuMaker SARL","Josh Tam Universe","846370","https://store.steampowered.com/app/846370"
"CONTAINMENT","1524542400000","false","1","1.99","1","1.28548260436084","100","Hobbyist","Planet X Game Studios","Planet X Game Studios","783250","https://store.steampowered.com/app/783250"
"Champ Against Chumps Upgrade Edition","1524196800000","false","1","1.99","1","0.6261252666909094","100","Hobbyist","MisterTtocS","MisterTtocS","777580","https://store.steampowered.com/app/777580"
"Ladybird Reflect","1524024000000","false","1","1.99","1","8.565510580426167","40","Hobbyist","Displacement Studios","Displacement Studios","778770","https://store.steampowered.com/app/778770"
"ZYTERNION","1522987200000","false","1","1.99","1","0.5136008298280186","80","Hobbyist","Pigeonaut","Pigeonaut","820690","https://store.steampowered.com/app/820690"
"Space Fighters","1522641600000","false","1","1.99","1","0","100","Hobbyist","ZeroByter Games","ZeroByter Games","800720","https://store.steampowered.com/app/800720"
"Spadyssey","1522209600000","false","1","1.99","1","0","0","Hobbyist","MOGO","MOGO","818370","https://store.steampowered.com/app/818370"
"Planet Assault","1521777600000","false","1","1.99","1","0","0","Indie","Diggidy.net","Diggidy.net","816200","https://store.steampowered.com/app/816200"
"Lost In 80s II","1521518400000","false","1","1.99","1","0","100","Hobbyist","Second Sky Entertainment","Second Sky Entertainment","792820","https://store.steampowered.com/app/792820"
"Splash Adventure: The Maze of Morla","1521086400000","false","1","1.99","1","0","100","Hobbyist","Morla Games","Morla Games","789610","https://store.steampowered.com/app/789610"
"Trick Shot","1520913600000","false","1","1.99","1","0.37374999999999986","100","Hobbyist","Neobite Games","Neobite Games","793480","https://store.steampowered.com/app/793480"
"Brick Breaker Bunch","1520485200000","false","1","1.99","1","0","100","Hobbyist","Funky Monk Games","Tapio Holopainen","761150","https://store.steampowered.com/app/761150"
"Volatile Triangle","1519966800000","false","1","1.99","1","4.961100913273394","100","Hobbyist","TraxxGames","TraxxGames","608440","https://store.steampowered.com/app/608440"
"Aurora","1519966800000","false","1","1.99","1","2.9631273042497654","100","Hobbyist","Nicholas Turner","Nicholas Turner","789720","https://store.steampowered.com/app/789720"
"Sorcerer's Path","1520226000000","false","1","1.99","1","0","100","Hobbyist","Gwendolyn Brown","Gwendolyn Brown,Lisa Shackleford,Julian Beutel,Matt Dulemba,Justin Greenly","776410","https://store.steampowered.com/app/776410"
