"name","firstReleaseDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl","earlyAccessExitDate"
"Hospital 666","1709614800000","false","106197","7.99","619199","2.5138747125458227","71","Indie","Lokin","Lokin","2774380","https://store.steampowered.com/app/2774380",""
"Garden Story","1628654400000","false","60922","19.99","618351","8.312805498995777","90","Indie","Rose City Games","Picogram","1062140","https://store.steampowered.com/app/1062140",""
"Space Hulk: Tactics","1539057600000","false","41074","14.99","618321","5.717137572982306","65","AA","Focus Entertainment","Cyanide Studio","492230","https://store.steampowered.com/app/492230",""
"DK Online","1548306000000","false","46263","0","617800.1387529013","30.40726278543137","43","Indie","Masangsoft","Masangsoft","781030","https://store.steampowered.com/app/781030","1551762000000"
"Boomerang Fu","1597291200000","false","62568","14.99","616713","5.647357901618488","96","Indie","Cranky Watermelon","Cranky Watermelon","965680","https://store.steampowered.com/app/965680",""
"战姬军团","1702875600000","false","61230","0","616465","54.5995575773473","88","Indie","Fcgame","Fcgame","2389120","https://store.steampowered.com/app/2389120",""
"Neverending Nightmares","1406851200000","false","106873","14.99","616204","2.8070983513766707","76","Indie","Infinitap Games","Infinitap Games","253330","https://store.steampowered.com/app/253330","1411704000000"
"NASCAR Heat 3","1536292800000","false","26526","9.99","615680","11.650127970716564","75","Indie","704 Games Company","Monster Games","905450","https://store.steampowered.com/app/905450",""
"Kalpa of Sword","1706677200000","false","223364","0","615374","41.254524555795356","63","Indie","Orienjoy","孤帆工作室","2739600","https://store.steampowered.com/app/2739600",""
"Star Fetchers","1579237200000","false","221076","0","615134.2527502386","1.3096245778469153","97","Indie","Svavelstickan","Svavelstickan","1178030","https://store.steampowered.com/app/1178030",""
"Pro Cycling Manager 2016","1466049600000","false","26540","9.99","614849","106.3994347834386","66","AA","Nacon","Cyanide Studio","408760","https://store.steampowered.com/app/408760",""
"Tabletopia","1456790400000","false","588910","0","614386.6000776653","3.729039765453381","63","Indie","Tabletopia","Tabletopia","402560","https://store.steampowered.com/app/402560","1480482000000"
"Swag and Sorcery","1557374400000","false","75601","12.99","614116","10.7380494186418","54","AA","tinyBuild","Lazy Bear Games,Uroboros Games","929010","https://store.steampowered.com/app/929010",""
"Gun Club VR","1506816000000","false","57704","19.99","614022","4.31135700447659","80","Indie","The Binary Mill","The Binary Mill","691320","https://store.steampowered.com/app/691320","1535342400000"
"CHANGE: A Homeless Survival Experience","1535760000000","false","82584","18.99","613959","9.671856934470282","92","Indie","Delve Interactive","Delve Interactive","926140","https://store.steampowered.com/app/926140","1588305600000"
"FRONT MISSION 1st: Remake","1688097600000","false","24882","34.99","613483","15.895062133838538","81","Indie","Forever Entertainment S. A.","Forever Entertainment S. A.","2399730","https://store.steampowered.com/app/2399730",""
"Immortal: Unchained","1536292800000","false","21160","10.99","613476","12.717632774200093","68","Indie","Game Odyssey Limited","Toadman Interactive","369440","https://store.steampowered.com/app/369440",""
"Astebreed: Definitive Edition","1401422400000","false","115164","19.99","613402","2.341927183736843","88","AA","PLAYISM","Edelweiss","283680","https://store.steampowered.com/app/283680",""
"Conan Unconquered","1559102400000","false","37089","19.99","612741","11.596458139094786","68","AA","Funcom","Petroglyph","989690","https://store.steampowered.com/app/989690",""
"I Expect You To Die 3: Cog in the Machine","1695873600000","false","31135","24.99","612507","4.717433044499775","96","Indie","Schell Games","Schell Games","2296380","https://store.steampowered.com/app/2296380",""
"Guts and Glory","1485907200000","false","113390","14.99","612180","8.474582032219715","80","AA","tinyBuild","HakJak","537340","https://store.steampowered.com/app/537340","1531972800000"
"Utawarerumono: Mask of Truth","1579755600000","false","32464","39.99","611750","37.88149360579035","97","Indie","DMM GAMES,Shiravune","AQUAPLUS","1151440","https://store.steampowered.com/app/1151440",""
"Dungeon Warfare 2","1530849600000","false","60128","14.99","611167","13.12844666718279","90","Indie","Valsar","Valsar","698540","https://store.steampowered.com/app/698540",""
"TRAIL OUT","1662523200000","false","42358","19.99","611086","13.275518098124444","80","Indie","Crytivo","GOOD BOYS","1664220","https://store.steampowered.com/app/1664220",""
"Amnesia™: Memories","1440475200000","false","120080","9.99","610669","12.149298612215162","92","Indie","Idea Factory International","Idea Factory,Design Factory","359390","https://store.steampowered.com/app/359390",""
"Slain: Back from Hell","1458792000000","false","109223","12.99","610628","4.088836286780818","72","Indie","Digerati","Steel Mantis","369070","https://store.steampowered.com/app/369070",""
"Laysara: Summit Kingdom","1712721600000","true","38241","19.99","610220","8.593478985391453","84","Indie","Future Friends Games,Quite OK Games","Quite OK Games","1823950","https://store.steampowered.com/app/1823950",""
"Flinthook","1492488000000","false","57679","14.99","610005","5.825309648416567","74","Indie","Tribute Games Inc.","Tribute Games Inc.","401710","https://store.steampowered.com/app/401710",""
"Operation Flashpoint: Dragon Rising","1254801600000","false","135436","9.99","609878","6.2596283550099585","68","Indie","Codemasters,Electronic Arts","Codemasters","12830","https://store.steampowered.com/app/12830",""
"No More Heroes 3","1665460800000","false","27419","39.99","609877","10.192112683481145","86","AA","XSEED Games,Marvelous USA, Inc.,Marvelous","GRASSHOPPER MANUFACTURE INC.","1744330","https://store.steampowered.com/app/1744330",""
"BAD END THEATER","1635220800000","false","95479","9.99","607991","1.7780918442170028","98","Indie","NomnomNami","NomnomNami","1764390","https://store.steampowered.com/app/1764390",""
"LOST EPIC","1622865600000","false","39063","17.99","607967","12.287870332487024","73","Indie","oneoreight","oneoreight,Team EARTHWARS","1426490","https://store.steampowered.com/app/1426490","1658894400000"
"Gal*Gun 2","1532059200000","false","97082","29.99","607791","5.683619639319483","85","Indie","PQube","INTI CREATES CO., LTD.","851890","https://store.steampowered.com/app/851890",""
"GENSOU Skydrift","1576040400000","false","35922","23.99","607663","3.363865239636046","88","Indie","Phoenixx Inc.","illuCalab","1065260","https://store.steampowered.com/app/1065260",""
"Shelter","1377662400000","false","211310","14.99","607369","2.304035439224514","85","Indie","Might and Delight","Might and Delight","244710","https://store.steampowered.com/app/244710",""
"Nameless ~The one thing you must recall~","1419397200000","false","24543","29.99","607223","21.003633327803485","93","Indie","Cheritz","Sujin Ri,Yunjeong Yun,Hyein Go,Minsu Ock,Marcos Arroyo,Seona Lee,Sohyeon Jeon","337930","https://store.steampowered.com/app/337930",""
"泡沫冬景","1577941200000","false","82804","14.99","607071","11.792989255152333","96","Indie","Nekoday,mirai works,MangaGamer","Nekoday","1049100","https://store.steampowered.com/app/1049100",""
"失业了，我获得了亿万游戏财产！","1723075200000","false","55790","12.99","606733","4.8178090438237655","88","Indie","Bolingogames","Bolingogames","2875140","https://store.steampowered.com/app/2875140",""
"Tales of Monkey Island: Complete Season","1246939200000","false","43928","14.99","605782","2.7426111264573367","89","Indie","Telltale","Telltale","31170","https://store.steampowered.com/app/31170",""
"Latex Dungeon","1647230400000","false","82897","9.99","605653","7.480610346484435","86","Indie","Mango Party,Mango Party News","GODNASK,ZXC","1622780","https://store.steampowered.com/app/1622780",""
"The Gunk","1651204800000","false","48148","24.99","605492","3.7733349638424616","86","Indie","Thunderful Publishing","Image & Form Games","1087760","https://store.steampowered.com/app/1087760",""
