"name","firstReleaseDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl","earlyAccessExitDate"
"AO Tennis 2","1578546000000","false","59862","49.99","1396589","11.634932260014569","70","AA","Nacon","Big Ant Studios","1072500","https://store.steampowered.com/app/1072500",""
"Hammerwatch II","1692072000000","false","68978","24.99","1393969","13.320234253262678","64","Indie","Maximum Entertainment","Crackshell","1538970","https://store.steampowered.com/app/1538970",""
"Definitely Not Fried Chicken","1674018000000","false","74462","24.99","1392902","14.592352845511517","75","Indie","Merge Games","Dope Games","1036240","https://store.steampowered.com/app/1036240","1695960000000"
"100% Orange Juice","1400212800000","false","632958","6.99","1392608","23.99560164562332","93","Indie","Fruitbat Factory","Orange_Juice","282800","https://store.steampowered.com/app/282800",""
"Blitzkrieg 3","1430438400000","false","117086","9.99","1388732","11.527945936459334","55","Indie","Nival","Nival","235380","https://store.steampowered.com/app/235380","1496376000000"
"Roadwarden","1662955200000","false","196827","10.99","1387210","6.78655919886376","96","Indie","Assemble Entertainment","Moral Anxiety Studio","1155970","https://store.steampowered.com/app/1155970",""
"Mortal Sin","1678852800000","true","89780","19.99","1386941","6.768896606686669","97","Indie","Nikola Todorovic","Nikola Todorovic","1494810","https://store.steampowered.com/app/1494810",""
"Scarlet Maiden","1674795600000","false","149124","10.99","1385221","5.663237527691611","95","Indie","Critical Bliss","Otterside Games","1968840","https://store.steampowered.com/app/1968840","1694750400000"
"Blood™ Fresh Supply","1557374400000","false","226083","9.99","1384327","6.96877082013383","96","Indie","Atari","Nightdive Studios,Monolith Productions","1010750","https://store.steampowered.com/app/1010750",""
"Before Your Eyes","1617854400000","false","269480","9.99","1383834","2.2192980935823985","98","AA","Skybound Games","GoodbyeWorld Games","1082430","https://store.steampowered.com/app/1082430",""
"My Dream Setup","1676869200000","false","304566","5.99","1379432","2.643402178267616","89","Indie","Campfire Studio","Campfire Studio","2200780","https://store.steampowered.com/app/2200780",""
"Milk outside a bag of milk outside a bag of milk","1639630800000","false","308121","8.99","1378799","2.7512369965927492","97","Indie","Nikita Kryukov","Nikita Kryukov","1604000","https://store.steampowered.com/app/1604000",""
"FATAL FRAME / PROJECT ZERO: Mask of the Lunar Eclipse","1678251600000","false","37696","49.99","1378632","10.695048943818174","91","AA","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.","2130460","https://store.steampowered.com/app/2130460",""
"Do Not Feed the Monkeys","1540267200000","false","287339","15.99","1378378","6.261256602339753","94","Indie","Alawar","Fictiorama Studios,BadLand Games Publishing S.L.","658850","https://store.steampowered.com/app/658850",""
"OrbusVR: Reborn","1512086400000","false","40774","19.99","1378171","19.57668331257134","77","Indie","Orbus Online, LLC","Orbus Online, LLC","746930","https://store.steampowered.com/app/746930","1555992000000"
"Lust Epidemic","1578546000000","false","170561","9.99","1377315","7.993162880770884","88","Indie","NLT Media","NLT Media","1008020","https://store.steampowered.com/app/1008020",""
"The Cave","1358917200000","false","221836","14.99","1376152","5.435490646581558","87","Indie","Double Fine Productions","Double Fine Productions","221810","https://store.steampowered.com/app/221810",""
"Card Shark","1654142400000","false","126410","19.99","1373855","5.044092848658091","92","AA","Devolver Digital","Nerial","1371720","https://store.steampowered.com/app/1371720",""
"This Bed We Made","1698811200000","false","69137","24.99","1373256","3.8753813477950705","92","Indie","Lowbirth Games","Lowbirth Games","1243850","https://store.steampowered.com/app/1243850",""
"Weird RPG","1664510400000","false","199250","10.99","1372699","4.694968592940608","94","Indie","INDIECN","yuzhen","1902710","https://store.steampowered.com/app/1902710",""
"Grow: Song of the Evertree","1637038800000","false","96588","24.99","1372517","10.215023330936377","82","AA","505 Games","Prideful Sloth","1380420","https://store.steampowered.com/app/1380420",""
"Shelter 2","1425873600000","false","274616","24.99","1372459","6.237777056112348","85","Indie","Might and Delight","Might and Delight","275100","https://store.steampowered.com/app/275100",""
"CardLife: Creative Survival","1538352000000","false","112570","14.99","1372236","7.354852103605111","63","Indie","Freejam","Freejam","920690","https://store.steampowered.com/app/920690","1551330000000"
"The Sexy Brutale","1491883200000","false","119194","19.99","1371532","4.591512261313632","93","Indie","Tequila Works","Cavalier Game Studios,Tequila Works","552590","https://store.steampowered.com/app/552590",""
"Ancient Dungeon","1635912000000","true","89011","19.99","1369897","3.681499012223635","95","Indie","Eric Thullen","Eric Thullen","1125240","https://store.steampowered.com/app/1125240",""
"I Am Future: Cozy Apocalypse Survival","1691467200000","true","115976","19.99","1368599","11.561923315800076","90","AA","tinyBuild","Mandragora","1658040","https://store.steampowered.com/app/1658040",""
"RAID: Shadow Legends","1704776400000","false","68940","0","1368196","67.85935461356756","0","Indie","Plarium Global Ltd","Plarium Global Ltd","2333480","https://store.steampowered.com/app/2333480",""
"CastleMiner Z","1391403600000","false","513093","5.99","1367515","5.2482148382569145","80","Indie","DigitalDNA Games LLC","DigitalDNA Games LLC","253430","https://store.steampowered.com/app/253430",""
"Urbek City Builder","1657684800000","false","119234","18.99","1367123","9.593764881046916","92","Indie","RockGame S.A.","Fridus","1411740","https://store.steampowered.com/app/1411740",""
"DEEEER Simulator: Your Average Everyday Deer Game","1579496400000","false","160486","14.99","1362737","5.02360970538624","92","AA","PLAYISM","Gibier Games","1018800","https://store.steampowered.com/app/1018800","1637643600000"
"Trainz Railroad Simulator 2019","1546837200000","false","63564","39.99","1360167","135.74381132200133","75","Indie","N3V Games","N3V Games","553520","https://store.steampowered.com/app/553520",""
"Neon Echo","1681963200000","true","122211","14.99","1359303","3.975674112537163","58","Indie","Xinyuan Studio","Xinyuan Studio","2321210","https://store.steampowered.com/app/2321210",""
"Spectre Divide","1725321600000","false","929472","0","1358904","7.3422147799216875","60","Indie","Mountaintop Studios","Mountaintop Studios","2641470","https://store.steampowered.com/app/2641470",""
