"name","firstReleaseDate","earlyAccessExitDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl"
"Undercroft warriors","1694145600000","1723161600000","false","173","2.99","248","1.7832655770558028","100","Hobbyist","Fuzzy","Fuzzy","2547140","https://store.steampowered.com/app/2547140"
"Tower of Fire: The Sword of Unspoken Misc","1711857600000","","false","59","4.99","248","1.7792899000229807","75","Hobbyist","Dale Blackwood","Completely Cooked Games,Dale Blackwood","2333130","https://store.steampowered.com/app/2333130"
"Paradise Architect: Idle Tycoon","1700197200000","","false","153","1.99","248","11.35817339350217","75","Hobbyist","zzeerr","zzeerr","2661940","https://store.steampowered.com/app/2661940"
"Call of Farming : Together","1704344400000","","false","94","6.99","248","1.354509535886342","50","Hobbyist","Mavi Game Studio","Mavi Game Studio","2715390","https://store.steampowered.com/app/2715390"
"이별 끝에 만난다면","1715745600000","","false","33","9.99","248","2.7780661841580128","89","Hobbyist","Project IVY","Project IVY","2172610","https://store.steampowered.com/app/2172610"
"Knights Vault","1715745600000","","false","61","4.99","248","0.5360913062218524","100","Hobbyist","Mirror Image Games","Mirror Image Games","2947060","https://store.steampowered.com/app/2947060"
"Intense! Miyu-chan and Teacher's Rock-Paper-Scissors battle!","1726185600000","","false","77","3.99","248","0.4841285422000772","95","Indie","072 Project","ぽんこん堂","2799950","https://store.steampowered.com/app/2799950"
"仙游物语-0.1GM版","1726617600000","","true","1503","0","248","1.2301330482110977","87","Hobbyist","XYGAME","XYGAME","3168870","https://store.steampowered.com/app/3168870"
"Couroland","1667797200000","","false","3349","0","247.22142073769888","13.886920139395484","58","Hobbyist","FYF","FYF","2172760","https://store.steampowered.com/app/2172760"
"Blockpop Heroes","1665374400000","","false","138","1.99","247","0.5919241751215792","83","Hobbyist","Deus Marmota","Deus Marmota","2118690","https://store.steampowered.com/app/2118690"
"Zannon","1662177600000","","false","69","3.99","247","0.451917506276378","80","Hobbyist","JimJams Games","JimJams Games","1654360","https://store.steampowered.com/app/1654360"
"Salaryman Shi","1656561600000","","false","115","4.99","247","6.488965309254735","83","Indie","Cliax Games","Cliax Games","1834950","https://store.steampowered.com/app/1834950"
"Aspect","1653019200000","","true","90","4.99","247","4.37369268387207","100","Hobbyist","LlamaMoon Games","LlamaMoon Games","1707410","https://store.steampowered.com/app/1707410"
