"name","firstReleaseDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl","earlyAccessExitDate"
"Magic Exposure – Yuri Visual Novel","1670562000000","false","336","2.99","680","1.4706047907516846","100","Hobbyist","Witz Games","Witz Games","1599700","https://store.steampowered.com/app/1599700",""
"Medieval Shop Simulator","1629864000000","false","144","0.99","680","2.19026072717457","25","Hobbyist","Igor Borisov","Igor Borisov","1544040","https://store.steampowered.com/app/1544040",""
"Hecaton","1586059200000","false","168","1.99","680","6.327310921339198","71","Hobbyist","NWatch Games","NWatch Games","1263120","https://store.steampowered.com/app/1263120",""
"Rento Fortune VR","1542171600000","false","138","9.99","680","2.2346336635082813","83","Indie","LAN - GAMES LTD","LAN - GAMES LTD","931150","https://store.steampowered.com/app/931150","1542690000000"
"Chopper Battle New Horizon","1511586000000","false","60","9.99","680","0.3647222222222224","0","Indie","magnussoft","magnussoft","751870","https://store.steampowered.com/app/751870",""
"Santa's vacation","1511326800000","false","607","4.99","680","0.4809635506365134","60","Indie","Volens Nolens Games","ElZzap Software","741770","https://store.steampowered.com/app/741770",""
"Siege of Turtle Enclave","1423803600000","false","175","4.99","680","2.522975232966874","29","Hobbyist","The Conjurer's Tower","The Conjurer's Tower","340920","https://store.steampowered.com/app/340920",""
"The Future Project","1690430400000","false","96","9.99","680","2.6455755866500406","67","Hobbyist","Infinite Level","Infinite Level","1839320","https://store.steampowered.com/app/1839320",""
"Sex on Beach","1687492800000","false","1008","1.99","680","0.5670935755355426","74","Indie","LTZinc","LTZinc","2448130","https://store.steampowered.com/app/2448130",""
"Erotic Jigsaw Puzzle 3","1622779200000","false","286","2.99","680","0.4528578758723245","56","Indie","DIG Publishing","Lolita LineArt","1655970","https://store.steampowered.com/app/1655970",""
"Medieval Delivery","1694232000000","false","87","12.99","680","5.6253526471122735","100","Hobbyist","Mega Game Studios","Mega Game Studios","2338200","https://store.steampowered.com/app/2338200","1726531200000"
"Candy Maid","1668142800000","false","231","49.99","679","0.9567209434553647","93","Indie","Blessing Company","Blessing Company","2196380","https://store.steampowered.com/app/2196380",""
"Who is There?","1666238400000","true","126","7.99","679","1.0666911713394298","38","Hobbyist","Bootur Games","Bootur Games","2164220","https://store.steampowered.com/app/2164220",""
"Memory Illusions","1621915200000","false","63","14.99","679","0.7110456117091732","60","Hobbyist","Tybug Studios","Tybug Studios","1315220","https://store.steampowered.com/app/1315220","1660708800000"
"WeeRPG","1651809600000","false","108","6.99","679","1.6389024845919966","33","Hobbyist","Narfox LLC","Narfox LLC","1586330","https://store.steampowered.com/app/1586330",""
"Monster Master","1649390400000","true","54","13.99","679","0.6960578765325197","45","Hobbyist","Flatfish Games","Flatfish Games","1638760","https://store.steampowered.com/app/1638760",""
"Zombie Crush VR","1639026000000","true","108","6.99","679","0.3892248788566585","43","Hobbyist","RaveGameDev","RaveGameDev","1794860","https://store.steampowered.com/app/1794860",""
"Project Unirah","1638507600000","false","84","8.99","679","0.86131428213176","60","Hobbyist","Piotr Kowalski","Piotr Kowalski","1821460","https://store.steampowered.com/app/1821460",""
"Slimefrog","1632196800000","false","126","5.99","679","1.942911112521934","92","Hobbyist","Jordan Pefianco","Jordan Pefianco,Filip Budd","1714680","https://store.steampowered.com/app/1714680",""
"UnScared","1628827200000","false","108","6.99","679","0.4304554255827787","25","Hobbyist","Prestige Games","Devil Devs Studio","1711230","https://store.steampowered.com/app/1711230",""
"Gustavo : Kingdom Rebirth","1616644800000","false","126","5.99","679","1.5446654767673036","40","Hobbyist","SharkLord Entertainment","Roy","1572790","https://store.steampowered.com/app/1572790",""
"Tales of Lagoona","1611705600000","false","396","7.99","679","7.0098646392409805","95","Indie","GC Games","Playcademy","1471470","https://store.steampowered.com/app/1471470","1608094800000"
