"name","firstReleaseDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl"
"dWARf","1716436800000","false","120","0","0","1.7976064293112282","100","Indie","Unexpected","Unexpected","2709390","https://store.steampowered.com/app/2709390"
"Reality patrol: Prologue","1715572800000","false","537","0","0","1.5858785029855096","87","Hobbyist","Mad Knight","Mad Knight","2944990","https://store.steampowered.com/app/2944990"
"Rune Seeker","1722556800000","true","664","0","0","13.994659701555413","73","Hobbyist","Monster Box Studios","Monster Box Studios","2469990","https://store.steampowered.com/app/2469990"
"Turmoil","1718251200000","false","61","0","0","2.9281926861664105","75","Hobbyist","KiwiClockWork Studios","KiwiClockWork Studios","2888420","https://store.steampowered.com/app/2888420"
"World Heritage VR: Swedish Farmhouse","1724976000000","false","81","0","0","0","50","Hobbyist","Region Gävleborg","Pusselbit Games","2924090","https://store.steampowered.com/app/2924090"
"电码无声","1717646400000","false","124","0","0","1.4771597123702562","89","Hobbyist","zhangzhaogong","zhangzhaogong","2936060","https://store.steampowered.com/app/2936060"
"Atlas Online","1719374400000","false","630","0","0","53.02478013637151","75","Hobbyist","Noble Legacyent Ertainment","Noble Legacyent Ertainment","2916620","https://store.steampowered.com/app/2916620"
"ChronoClone","1715832000000","false","215","0","0","2.083355296663959","83","Hobbyist","DRSS","DRSS","2937280","https://store.steampowered.com/app/2937280"
"Cube Hero Odyssey","1716004800000","true","267","0","0","1.3165549895857231","71","Hobbyist","Paraverse Studio","Paraverse Studio","2954730","https://store.steampowered.com/app/2954730"
"EOEOnline","1715054400000","true","262","0","0","1.0494618773334823","67","Hobbyist","samuel verheyden","samuel verheyden","2918450","https://store.steampowered.com/app/2918450"
"Galaxy Rush","1724457600000","true","149","0","0","0.3615164822053673","100","Hobbyist","Zero Down Studios","Zero Down Studios","2830540","https://store.steampowered.com/app/2830540"
"Gardener Plant Creator","1714363200000","false","462","0","0","2.2537229067725866","80","Indie","Koksny.com,FreeMind S.A.","Koksny.com","2813710","https://store.steampowered.com/app/2813710"
"Hamstörm","1717473600000","false","361","0","0","1.8906074239543134","100","Hobbyist","Wrestling Rodent Studio","Wrestling Rodent Studio","2944680","https://store.steampowered.com/app/2944680"
"Siren's Call: Escape Velocity - Prologue","1716350400000","false","808","0","0","0.4069741850404104","93","Hobbyist","ThePenSword","ThePenSword","2952590","https://store.steampowered.com/app/2952590"
"Type Galaxy","1715054400000","false","1","0.99","0","0","0","Hobbyist","Lim Games Studio","Lim Games Studio","2947690","https://store.steampowered.com/app/2947690"
"9SHOT","1715140800000","false","594","0","0","1.9483644371892728","64","Hobbyist","Kaulunkay","klk西文","2941480","https://store.steampowered.com/app/2941480"
"Fighting Frontier 場次保衛戰","1715140800000","false","46","0","0","1.9177345915757036","100","Hobbyist","RokuAce","RokuAce,金小哲","2938210","https://store.steampowered.com/app/2938210"
"Find the Orange Narwhal","1715140800000","false","223","0","0","1.2144779440601763","100","Hobbyist","ohnomer","mcteamster","2946010","https://store.steampowered.com/app/2946010"
"No Way Out","1715400000000","false","11972","0","0","1.827044693833029","53","Hobbyist","JKDL","JKDL","2930010","https://store.steampowered.com/app/2930010"
"OG Memory: Spring 2K24","1715140800000","false","1","0.99","0","0","0","Hobbyist","OG Games","Schwan OG","2912980","https://store.steampowered.com/app/2912980"
"OG Puzzlers: Spring 2K24","1715140800000","false","1","0.99","0","0","0","Hobbyist","OG Games","Schwan OG","2912970","https://store.steampowered.com/app/2912970"
"Oopz-Oofs","1725235200000","false","256","0","0","0.33119047619047626","100","Hobbyist","Zoomies Games","Zoomies Games","2923210","https://store.steampowered.com/app/2923210"
"Pixel Paint Together 🖌️","1715140800000","false","2401","0","0","5.210405126212018","93","Hobbyist","Jofer's Games","Jofer's Games","2953230","https://store.steampowered.com/app/2953230"
"Quackdzilla: Pool Cleaning Simulator","1716955200000","false","8919","0","0","1.2882905978600419","69","Indie","FreeMind S.A.,PlayWay S.A.","Rubens Games,FreeMind S.A.","2922800","https://store.steampowered.com/app/2922800"
"Super Hangman","1715140800000","false","248","0","0","1.5208322182743799","100","Hobbyist","Robby Klein,Ryan Flores","Robby Klein,Ryan Flores","2910810","https://store.steampowered.com/app/2910810"
"Towerful Defense: Prologue","1715140800000","false","7398","0","0","1.304888502139038","88","Indie","Mini Fun Games","Mini Fun Games","2949250","https://store.steampowered.com/app/2949250"
