"name","firstReleaseDate","earlyAccessExitDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl"
"异界大陆","1595635200000","1587787200000","false","15","24.99","337","1.2038420152509834","0","Hobbyist","del","del","1277360","https://store.steampowered.com/app/1277360"
"Dish Life: The Game","1582520400000","","false","114","3.99","337","1.9045584536901983","56","Hobbyist","Pocket Sized Hands,University of Cambridge,ReproSoc","Pocket Sized Hands","1223270","https://store.steampowered.com/app/1223270"
"Neighbourhood Loot","1575522000000","","false","45","2.99","337","6.11849662244698","100","Hobbyist","Arzifact Studios","Arzifact Studios","1159610","https://store.steampowered.com/app/1159610"
"Nebulas Lasso","1564718400000","","false","15","8.99","337","0","100","Hobbyist","STON Games","STON Games","1086980","https://store.steampowered.com/app/1086980"
"PrimeOrbial","1563249600000","","true","30","4.99","337","2.3423965862685745","100","Indie","Self","RainbowVerse, LLC","1095140","https://store.steampowered.com/app/1095140"
"Yet Another Level","1562990400000","","false","75","4.99","337","0.29029037081173714","100","Hobbyist","Weichu Gu","Weichu Gu,Weiyang Gu","1081630","https://store.steampowered.com/app/1081630"
"Crystallo","1561939200000","1555732800000","false","25","4.99","337","0.37194444444444463","67","Hobbyist","Renecade","Remaster Development Team,Tommy Yoder,Sam Robinson,Kit Gardner,Holly Gardner,Jennifer Greenwood,Jason Runkel,Rebecca Narcho,Tony Gonzales,Abinadi Cordova,School Project Development Team,Lauren Vandervennet,Caresa Batten,Dalton Harvey,Sam Robinson,Tommy Yoder","1062680","https://store.steampowered.com/app/1062680"
"Super Grower","1545973200000","","false","314","1.99","337","0.7523405816916565","76","Hobbyist","NanningsGames","NanningsGames","991750","https://store.steampowered.com/app/991750"
"Vegetaball","1535688000000","","false","45","4.99","337","1.1055539806139305","100","Hobbyist","Gamma Games Interactive Inc.","Gamma Games Interactive Inc.","850880","https://store.steampowered.com/app/850880"
"The Witch's Apprentice: A Magical Mishap","1534118400000","1528603200000","false","45","9.99","337","13.872736799407718","100","Hobbyist","gamigo AG","Whalebox Studio","824640","https://store.steampowered.com/app/824640"
"Pine Seekers","1627689600000","1502683200000","false","15","24.99","337","1.084807077697114","0","Indie","Nifty Productions","Nifty Productions","658710","https://store.steampowered.com/app/658710"
"Hell Slayer","1674709200000","","true","118","2.99","337","10.046634675772651","47","Hobbyist","Neolithic Games","Neolithic Games","1622610","https://store.steampowered.com/app/1622610"
"Cat Pipes","1681099200000","","false","266","1.99","337","1.0326733985633598","100","Hobbyist","Tribus Games Indie","Tribus Games Indie","2363390","https://store.steampowered.com/app/2363390"
"Inkubus Sukkubus - She of a Thousand Names","1683691200000","","false","15","24.99","337","1.6280124109298282","100","Hobbyist","Inkubus Sukkubus","Tony McKormack","2368460","https://store.steampowered.com/app/2368460"
"CREATURES","1687492800000","","false","15","24.99","337","0","0","Hobbyist","RaxPlay,CREATURES","RaxPlay,CREATURES","2354710","https://store.steampowered.com/app/2354710"
"City Car Parking Simulator","1689048000000","","false","624","0.99","337","0.2794999999999999","60","Hobbyist","UPCELL TELEKOMUNIKASYON LIMITED SIRKETI","Samet Acar","2478500","https://store.steampowered.com/app/2478500"
"Cartoon Rage","1689307200000","","false","154","2.99","337","1.2263682740911641","86","Indie","BarCoffee Studio","BarCoffee Studio","2297240","https://store.steampowered.com/app/2297240"
"Command Heroes","1692936000000","","true","25","14.99","337","0.9298184449320589","75","Hobbyist","VCIOUS Labs","VCIOUS Labs","1571700","https://store.steampowered.com/app/1571700"
"Jaki's Wacky Adventure","1706072400000","","false","15","24.99","337","2.8745319166492145","100","Hobbyist","Zoozle Zone, LLC","Karen R Clark","1808870","https://store.steampowered.com/app/1808870"
"DeadBlitZ","1713844800000","","false","15","24.99","337","2.0071258142218644","100","Hobbyist","Mewzur","Mewzur","1539710","https://store.steampowered.com/app/1539710"
"BadDool","1706850000000","1719201600000","false","140","2.99","337","1.0634586390903173","89","Hobbyist","StudioStudioStudioStudio","andiegoesindie,robinz,StudioStudioStudioStudio","2719400","https://store.steampowered.com/app/2719400"
"EXPHYSIA","1707627600000","","true","15","24.99","337","0.8798904189946314","100","Hobbyist","GRAFAITH","GRAFAITH","2676790","https://store.steampowered.com/app/2676790"
"Flappy Box","1709096400000","","false","15","24.99","337","0","0","Hobbyist","Atelier 58l0","Atelier 58l0","2697710","https://store.steampowered.com/app/2697710"
"EOPN – Test RS","1715313600000","","false","15","24.99","337","3.3416332450128654","100","Hobbyist","cockpitseeker","Lazy Devs","2659750","https://store.steampowered.com/app/2659750"
"World in fire","1707541200000","","false","15","24.99","337","0","0","Hobbyist","World in fire","World in fire","2798660","https://store.steampowered.com/app/2798660"
"Cats Hidden Timeline","1726704000000","","false","222","1.99","337","0.9492889819589111","100","Hobbyist","To-Fu Cat","To-Fu Cat","3116220","https://store.steampowered.com/app/3116220"
"Stars And Empires: Colony Defense","1726617600000","","false","15","24.99","337","3.22761874815734","100","Hobbyist","Elemental Legion","Elemental Legion","2829300","https://store.steampowered.com/app/2829300"
"Princess Dating Sim","1670216400000","","false","184","2.99","336","0.7241039361057455","63","Indie","Cute Pen Games","Cute Pen Games","2183080","https://store.steampowered.com/app/2183080"
"Death Bowl","1666929600000","","false","75","4.99","336","3.7053740827363915","100","Hobbyist","Hard Six Studios","Hard Six Studios","2002250","https://store.steampowered.com/app/2002250"
"青鳥樂園 Blue Bird Land EP.2 下篇","1671235200000","1666670400000","false","63","6.99","336","1.4872476833564523","86","Hobbyist","Dark Light Studio,Light of Creators","Dark Light Studio","1803570","https://store.steampowered.com/app/1803570"
"Exhale XR | VR Wellness","1665720000000","","false","75","3.99","336","0.4806673088394482","67","Hobbyist","Artist Life Vision VR","Dynamic Augmented Solutions","2014990","https://store.steampowered.com/app/2014990"
"Roadkill","1660104000000","","false","30","12.99","336","0.3141666666666669","100","Hobbyist","Scary Monster Studios","Scary Monster Studios","1376150","https://store.steampowered.com/app/1376150"
"Al Andalus 711: Epic history battle game","1660104000000","","false","75","4.99","336","1.5147082851595814","67","Hobbyist","Dnc Games","Dnc Games","2016840","https://store.steampowered.com/app/2016840"
"THROWDOWN BOXING 2","1656820800000","","false","120","3.99","336","1.737374308913382","71","Hobbyist","BIGGETY BOSS GAMES","BIGGETY BOSS GAMES","2050200","https://store.steampowered.com/app/2050200"
