"name","firstReleaseDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl","earlyAccessExitDate"
"Rhythm Any Music","1664769600000","false","378","3.99","601","1.3109437733395644","56","Hobbyist","Lucas Games","Lucas Games","2153280","https://store.steampowered.com/app/2153280",""
"Space Ballers","1659326400000","false","336","1.99","601","0.7557051939204329","100","Hobbyist","Rackaway Studios","Rackaway Studios","1746660","https://store.steampowered.com/app/1746660",""
"Super Ember Kaboom","1655265600000","false","168","6.99","601","1.5349878914007908","97","Hobbyist","Josh Koenig","Josh Koenig","1614360","https://store.steampowered.com/app/1614360",""
"Deus Lo Veult","1628568000000","false","75","9.99","601","0","0","Hobbyist","PageBoyGame","PageBoyGame","1462330","https://store.steampowered.com/app/1462330",""
"DarkFighter","1628481600000","true","648","1.99","601","2.287444994429801","74","Hobbyist","清泉工作室","清泉工作室","1680050","https://store.steampowered.com/app/1680050",""
"Mini Transport","1582174800000","false","740","0.99","601","0.8753678477570728","76","Indie","JinDing Chen","JinDing Chen","1089760","https://store.steampowered.com/app/1089760",""
"Market Dominion","1565150400000","false","120","4.99","601","1.6972484862915787","71","Hobbyist","Iguana Mercenary","Iguana Mercenary","981500","https://store.steampowered.com/app/981500",""
"Curfew","1542949200000","false","168","0.99","601","2.4470889425079094","60","Hobbyist","Nuke Game","Lucas Liles","967100","https://store.steampowered.com/app/967100",""
"Beyond","1540958400000","false","144","2.99","601","0.8920291423913956","50","Hobbyist","Tired Dad Games","Tired Dad Games","947830","https://store.steampowered.com/app/947830",""
"Running Man 3D","1534824000000","false","1020","0.99","601","2.48848535348579","54","Hobbyist","GGaming","GGaming","911230","https://store.steampowered.com/app/911230",""
"Double Clue: Solitaire Stories","1522540800000","false","147","6.99","601","3.4934079729801564","60","Indie","Big Fish Games","Playtinum","631250","https://store.steampowered.com/app/631250","1493784000000"
"Sex with Maids","1686888000000","false","1230","1.99","601","0.7178773083083904","80","Indie","LTZinc","LTZinc","2412140","https://store.steampowered.com/app/2412140",""
"You are a slave!","1632024000000","false","777","0.99","601","0.880063603018279","60","Hobbyist","Uintani","Uintani","1746080","https://store.steampowered.com/app/1746080",""
"Try to Fly","1669352400000","false","144","9.99","600","0.9983151867099215","71","Hobbyist","BoomBit","BoomBit","2058800","https://store.steampowered.com/app/2058800",""
"Sam & MaRU","1628136000000","false","75","9.99","600","10.288753755947582","100","Hobbyist","Space Cadet Interactive","Space Cadet Interactive","1595540","https://store.steampowered.com/app/1595540",""
"My Jigsaw Adventures - The Source of Power","1600228800000","false","176","4.99","600","12.871369800312218","100","Hobbyist","CCS","CCS","1393970","https://store.steampowered.com/app/1393970",""
"Power Stealers","1580101200000","false","161","4.99","600","0.46578533375845727","63","Hobbyist","Intertum","Intertum","1128170","https://store.steampowered.com/app/1128170",""
"Super Indie Square","1570420800000","false","504","16.99","600","0.8269836278046446","91","Hobbyist","Eternal One Games","Eternal One Games","1076140","https://store.steampowered.com/app/1076140",""
"The Promethium Effect - The Idle Clicker MMO","1511758800000","false","552","1.29","600","9.909827132015156","29","Hobbyist","Zendo Games","Zendo Games","708510","https://store.steampowered.com/app/708510",""
"Birth of Shadows®","1446699600000","false","168","4.99","600","1.951257941189206","78","Hobbyist","Precision Games, LLC","Precision Games, LLC","401170","https://store.steampowered.com/app/401170",""
"The Legend of Santa","1689048000000","false","325","4.99","600","1.282045509758277","88","Hobbyist","Bringle Family Entertainment, LLC.","Bringle Family Entertainment, LLC.","2462660","https://store.steampowered.com/app/2462660","1700456400000"
"Don't Flee","1691899200000","false","78","4.99","600","1.1226781888494681","75","Hobbyist","Rehoboam","Rehoboam","2304540","https://store.steampowered.com/app/2304540","1714104000000"
