"name","firstReleaseDate","earlyAccessExitDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl"
"DG2: Defense Grid 2","1404172800000","1411444800000","false","160470","14.99","1262979","15.376144206425018","86","Indie","Hidden Path Entertainment,505 Games","Hidden Path Entertainment","221540","https://store.steampowered.com/app/221540"
"Edge of Space","1370044800000","1442462400000","false","201734","14.99","1262630","5.662795435520004","34","Indie","Reverb Triple XP","Handyman Studios","238240","https://store.steampowered.com/app/238240"
"The House of Da Vinci","1511499600000","","false","177447","19.99","1262614","6.252527650572979","88","Indie","Blue Brain Games","Blue Brain Games","522470","https://store.steampowered.com/app/522470"
"Halcyon 6: Starbase Commander","1459468800000","1502251200000","false","94586","14.99","1261633","8.437874374378382","84","Indie","Massive Damage, Inc.","Massive Damage, Inc.","371200","https://store.steampowered.com/app/371200"
"Sakura Dungeon","1464926400000","","false","110716","19.99","1261198","16.73590834592111","91","Indie","Winged Cloud","Winged Cloud","407330","https://store.steampowered.com/app/407330"
"Grocery Store Simulator","1717992000000","","true","184665","7.99","1261073","11.206350632449888","95","Indie","EXPERIMENT ONE","FEKK Games","2961880","https://store.steampowered.com/app/2961880"
"Between the Stars","1559016000000","1709787600000","false","77970","29.99","1260546","7.078321232477147","76","Indie","Isolated Games","Isolated Games","727130","https://store.steampowered.com/app/727130"
"PAC-MAN™ Championship Edition DX+","1379995200000","","false","357893","14.99","1260528","3.8112802901654064","96","AA","BANDAI NAMCO Entertainment","Mine Loader Software Co., Ltd.","236450","https://store.steampowered.com/app/236450"
"Ara: History Untold","1727136000000","","false","23339","59.99","1260095","4.788739126700684","65","AAA","Xbox Game Studios","Oxide Games","2021880","https://store.steampowered.com/app/2021880"
"Dungeon Munchies","1559707200000","1658894400000","false","104934","19.99","1259747","6.977571957571787","97","Indie","maJAJa","maJAJa","799640","https://store.steampowered.com/app/799640"
"Manhunt","1199422800000","","false","284219","9.99","1258926","3.058268189296136","69","AAA","Rockstar Games","Rockstar North","12130","https://store.steampowered.com/app/12130"
"Monster Prom 3: Monster Roadtrip","1666324800000","","false","138540","11.99","1258492","7.555546741820612","99","Indie","Beautiful Glitch","Beautiful Glitch","1665190","https://store.steampowered.com/app/1665190"
"Gigantic: Rampage Edition","1712635200000","","false","79315","19.99","1257479","19.309219042440333","72","AA","Arc Games","Abstraction Games","1924490","https://store.steampowered.com/app/1924490"
"River City Ransom: Underground","1488171600000","","false","105042","19.99","1254301","10.947811898134528","76","Indie","Conatus Creative Inc.","Conatus Creative Inc.","422810","https://store.steampowered.com/app/422810"
"Last Day of June","1501560000000","","false","123477","19.99","1254108","4.1777007853249986","87","AA","505 Games","Ovosonico","635320","https://store.steampowered.com/app/635320"
"Teenage Mutant Ninja Turtles: The Cowabunga Collection","1661832000000","","false","51927","39.99","1254022","4.108831974106585","87","AA","KONAMI","Digital Eclipse","1659600","https://store.steampowered.com/app/1659600"
"Sam & Max Save the World","1606885200000","","false","76375","19.99","1253607","6.093988559427984","93","Indie","Skunkape Games","Skunkape Games","1440440","https://store.steampowered.com/app/1440440"
"Sundered®: Eldritch Edition","1501214400000","","false","168002","19.99","1252573","9.703899721682049","83","Indie","Thunder Lotus Games","Thunder Lotus Games","535480","https://store.steampowered.com/app/535480"
"Made in Abyss: Binary Star Falling into Darkness","1662091200000","","false","39987","59.99","1251787","16.209505639097852","77","AA","Spike Chunsoft Co., Ltd.","Chime Corporation","1324340","https://store.steampowered.com/app/1324340"
"Hover","1427846400000","1496203200000","false","108304","19.99","1251424","7.097241921940228","80","AA","Nacon","Midgar Studio,Fusty Game","280180","https://store.steampowered.com/app/280180"
"Of Orcs And Men","1349928000000","","false","133802","14.99","1251386","4.6050614745878935","74","Indie","Cyanide Studio,Nacon","Cyanide Studio,Spiders","216910","https://store.steampowered.com/app/216910"
"Half-Life: Blue Shift","991368000000","","false","607818","4.99","1251197","4.429499509575784","92","AAA","Valve","Gearbox Software","130","https://store.steampowered.com/app/130"
"Slapshot: Rebound","1607317200000","1712808000000","false","958100","0","1249955.5350765844","11.19549776765125","84","Indie","Oddshot Games","Oddshot Games","1173370","https://store.steampowered.com/app/1173370"
"RollerCoaster Tycoon World™","1443657600000","1479272400000","false","95083","14.99","1249315","11.662060903487442","25","Indie","Atari,RCTO Productions","Nvizzio Creations","282560","https://store.steampowered.com/app/282560"
"Treasure Hunter Claire","1531972800000","","false","146127","19.99","1248948","6.574644621356147","90","Indie","Kagura Games","Acerola","828070","https://store.steampowered.com/app/828070"
"Eastern Exorcist","1597377600000","1625630400000","false","132507","17.99","1248903","5.86841435194914","85","Indie","Wildfire Game（无锡野火数字科技有限公司）","Wildfire Game（无锡野火数字科技有限公司）","1120810","https://store.steampowered.com/app/1120810"
"ORION: Prelude","1335830400000","1366084800000","false","2051385","0.99","1248089","9.587276293557643","75","Indie","DANKIE","DANKIE","104900","https://store.steampowered.com/app/104900"
"Kindergarten","1491004800000","1497499200000","false","365404","4.99","1247976","4.963781623163808","96","Indie","SmashGames","Con Man Games,Sean Young","589590","https://store.steampowered.com/app/589590"
"MEGA MAN X DiVE Offline","1693540867000","","false","66721","29.99","1247491","14.971105001408649","83","AAA","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.","2183650","https://store.steampowered.com/app/2183650"
"VR Dungeon Knight","1493006400000","","true","95163","19.99","1246828","2.9215987198358926","77","Indie","Wolfdog Interactive","Blackjard Softworks","566860","https://store.steampowered.com/app/566860"
"Accel World VS. Sword Art Online Deluxe Edition","1505188800000","","false","49312","49.99","1246527","15.964159100135923","75","AA","BANDAI NAMCO Entertainment","ARTDINK CORPORATION","607880","https://store.steampowered.com/app/607880"
"Castlevania Advance Collection","1632369600000","","false","97921","19.99","1246301","12.964982579089176","92","Indie","Konami Digital Entertainment","Konami Digital Entertainment","1552550","https://store.steampowered.com/app/1552550"
"STRIDER™ / ストライダー飛竜®","1392786000000","","false","197800","14.99","1246107","3.5280249211224772","80","AA","Capcom","Double Helix Games,Capcom","235210","https://store.steampowered.com/app/235210"
"Drift Streets Japan","1450674000000","","false","297221","4.99","1245291","7.075558516395171","64","Indie","SA Industry","JDM4iK Games","412880","https://store.steampowered.com/app/412880"
"Flatout 3: Chaos & Destruction","1323752400000","","false","183585","9.99","1245135","1.2962293394281468","17","Indie","Strategy First","Team 6 Studios","201510","https://store.steampowered.com/app/201510"
"Enforcer: Police Crime Action","1414123200000","","false","142270","19.99","1244140","7.016800764366306","47","Indie","Excalibur Publishing","Odin Game Studio","318220","https://store.steampowered.com/app/318220"
"Animal Revolt Battle Simulator","1591934400000","1649995200000","false","127148","14.99","1243501","29.320511385623604","96","Indie","VDimension,Yodo1 Ltd.","","1215390","https://store.steampowered.com/app/1215390"
"Legends of Eisenwald","1380585600000","1435809600000","false","121533","19.99","1242710","11.295774405993264","76","Indie","Aterdux Entertainment","Aterdux Entertainment","246760","https://store.steampowered.com/app/246760"
