"name","firstReleaseDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl"
"Building Blocks / Master Builder of Egypt","1512104400000","false","1","4.99","4","0.9479033840439249","100","Hobbyist","Gunia Studios","Gunia Studios","625220","https://store.steampowered.com/app/625220"
"Haunted Dream House","1511758800000","false","1","4.99","4","0","0","Hobbyist","Must Imagine Entertainment","Must Imagine Entertainment","747130","https://store.steampowered.com/app/747130"
"Deathlands","1511499600000","true","1","4.99","4","0.8481142925718529","100","Hobbyist","Frost Studios","Frost Studios","688210","https://store.steampowered.com/app/688210"
"Seek Not a Lighthouse","1511154000000","false","1","4.99","4","2.8855999923348326","70","Hobbyist","MidnightCoffee, Inc.","MidnightCoffee, Inc.","748730","https://store.steampowered.com/app/748730"
"Echo Nine","1510030800000","true","1","4.99","4","0","0","Hobbyist","Devil Dog Games","EchoNineGames","652140","https://store.steampowered.com/app/652140"
"Mulletman and the Molemen","1509508800000","false","1","4.99","4","1.1730692826965132","100","Hobbyist","Stevemata","Stevemata","717170","https://store.steampowered.com/app/717170"
"OneHit","1509422400000","false","1","4.99","4","0","0","Hobbyist","Felix Schröder","Felix Schröder","697270","https://store.steampowered.com/app/697270"
"Blindsight","1508212800000","false","1","4.99","4","0","0","Hobbyist","Goddard Games","Goddard Games","722380","https://store.steampowered.com/app/722380"
"Building Block Heroes","1507003200000","false","1","4.99","4","0.7371254619612893","100","Indie","Aggroblakh","Aggroblakh","695560","https://store.steampowered.com/app/695560"
"Eveslan","1506484800000","false","1","4.99","4","0","0","Hobbyist","Khan","Khan","711630","https://store.steampowered.com/app/711630"
"Guardians of Life VR","1506312000000","true","1","4.99","4","35.80075114784572","50","Hobbyist","Yeronimo Apps","Yeronimo Apps","694160","https://store.steampowered.com/app/694160"
"Booty Diver","1505880000000","false","1","4.99","4","0","100","Hobbyist","Xavier Orion Games","Xavier Orion Games","651610","https://store.steampowered.com/app/651610"
"SuperLuminauts","1504152000000","false","1","4.99","4","0.4272273809301561","27","Hobbyist","LampFire","LampFire","670080","https://store.steampowered.com/app/670080"
"Protagon VR","1503547200000","false","1","4.99","4","0.23291666666666663","67","Indie","Digital Eel","Digital Eel","698100","https://store.steampowered.com/app/698100"
"Little Earth","1503374400000","true","1","4.99","4","12.017663930106949","100","Hobbyist","Red Rabbit Company Limited","RedRabbit Animation","689600","https://store.steampowered.com/app/689600"
"Lumak's Wraptiles","1503028800000","false","1","4.99","4","0","0","Hobbyist","Lumak Software","Lumak Software","694610","https://store.steampowered.com/app/694610"
"Hero of the Galactic Core","1502337600000","false","1","4.99","4","3.036410141075069","50","Hobbyist","Deekmare Games","David Krinkel","659790","https://store.steampowered.com/app/659790"
"The Gamer Challenge","1502164800000","false","1","4.99","4","0","0","Hobbyist","Babalus123","Babalus123","671460","https://store.steampowered.com/app/671460"
"Clothesline Carnage","1501646400000","true","1","4.99","4","0","0","Hobbyist","DWI Videogames","Derrick Wierzbicki,Ryan Rothweiler","548790","https://store.steampowered.com/app/548790"
"HOCKEY SPACE","1500523200000","false","1","4.99","4","0","0","Hobbyist","tjerb","tjerb","655640","https://store.steampowered.com/app/655640"
"Crystal Control II","1499832000000","false","1","4.99","4","2.303417191071462","100","Hobbyist","Virtually Competent, LLC","Virtually Competent, LLC","499580","https://store.steampowered.com/app/499580"
"M.A.C.S.","1497412800000","false","1","4.99","4","0","0","Hobbyist","House Izezweth","House Izezweth","583700","https://store.steampowered.com/app/583700"
"Elite Encounter","1493870400000","false","1","4.99","4","0","0","Hobbyist","BubbleFish Entertainment","Hin Lam","623850","https://store.steampowered.com/app/623850"
"The Crane Trials: Red Edition","1492574400000","false","1","4.99","4","0","0","Hobbyist","Liam Swetnam","Liam Swetnam","624260","https://store.steampowered.com/app/624260"
"994 W 24th","1491883200000","true","1","4.99","4","0","0","Hobbyist","Fat Finger Foundry","Fat Finger Foundry","536050","https://store.steampowered.com/app/536050"
"Dodge Master","1487739600000","false","1","4.99","4","2.220947575524188","100","Hobbyist","Downpour Studios","Downpour Studios","567430","https://store.steampowered.com/app/567430"
"Fast and Curious","1485925200000","false","1","4.99","4","1.7762525807107241","75","Hobbyist","Groupees Interactive","Dosane Games","502070","https://store.steampowered.com/app/502070"
"Home Tech VR","1484802000000","true","1","4.99","4","1.5625525903810251","0","Hobbyist","360 Evolve VR Pty Ltd","360 Evolve VR Pty Ltd","576230","https://store.steampowered.com/app/576230"
"Rogue Fighter","1469160000000","true","1","4.99","4","0","0","Hobbyist","Zane Gittins","Zane Gittins","500800","https://store.steampowered.com/app/500800"
