"name","firstReleaseDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl"
"Banana Gine","1721174400000","false","8632","0","0","5.339572346407057","25","Hobbyist","Banagine Studios","Banagine Studios","3077790","https://store.steampowered.com/app/3077790"
"Car Clicker","1721174400000","false","2077","0","0","4.466835055107023","30","Hobbyist","online99","cem99,slh99","3059840","https://store.steampowered.com/app/3059840"
"Caïssa Board Dedicated Server","1717372800000","false","1","0","0","0","0","Hobbyist","","","2998560","https://store.steampowered.com/app/2998560"
"Clothing","1721174400000","false","1827","0","0","5.788428806931469","38","Hobbyist","online99","cem99,slh99","3070890","https://store.steampowered.com/app/3070890"
"Dog","1720569600000","false","3766","0","0","9.845216886568544","38","Hobbyist","Dog","Dog","3069620","https://store.steampowered.com/app/3069620"
"Idle Game Simulator","1721174400000","false","1004","0","0","1.9534758801848862","91","Hobbyist","Dogloaf","Dogloaf","3073860","https://store.steampowered.com/app/3073860"
"JAZZ OUT","1722211200000","false","951","0","0","1.5240456646275704","100","Hobbyist","Team Sax Appeal,SkyBrave","Team Sax Appeal,SkyBrave","3062440","https://store.steampowered.com/app/3062440"
"Lemon","1721174400000","false","1354","0","0","25.158920639791702","44","Hobbyist","DZ Interactive","DZ Interactive","3072100","https://store.steampowered.com/app/3072100"
"Mushroom","1721433600000","false","368","0","0","0.38802294626403994","45","Hobbyist","Way4Fun","Way4Fun","3055020","https://store.steampowered.com/app/3055020"
"Pickle","1721952000000","false","1505","0","0","10.692389220213347","53","Hobbyist","Lepick","Lepick","3064010","https://store.steampowered.com/app/3064010"
"Pizza Clicker","1721260800000","false","866","0","0","10.298690470010573","39","Indie","ArtDock","ArtDock","3068320","https://store.steampowered.com/app/3068320"
"Pupa","1722902400000","false","611","0","0","4.95270129653894","37","Hobbyist","Pupa Games","Zordchan, Wolf","3077780","https://store.steampowered.com/app/3077780"
"RapidFire","1721260800000","false","68","0","0","0","100","Hobbyist","Deng wenqing","Deng wenqing","3056610","https://store.steampowered.com/app/3056610"
"How We Die: Prologue","1721174400000","false","395","0","0","1.4602603092430646","80","Indie","PsychoFlux Entertainment","Doublsb Soft","3071180","https://store.steampowered.com/app/3071180"
"Stinkytown","1724976000000","false","211","0","0","1.1465385415510234","64","Hobbyist","Midnight Snack Games","Midnight Snack Games","3042810","https://store.steampowered.com/app/3042810"
"Strike Protocol","1721779200000","true","149","0","0","7.229394818856083","86","Hobbyist","GLOBAL DODO ENTERTAINMENT","GLOBAL DODO ENTERTAINMENT","2938200","https://store.steampowered.com/app/2938200"
"The Adventures of Penny & Lou","1721174400000","false","1","0.99","0","8.125153136019737","100","Hobbyist","Wanech","Wanech","3058000","https://store.steampowered.com/app/3058000"
"(Neg)Entropic Wandering","1721347200000","false","338","0","0","1.1863349741627636","88","Hobbyist","Ryan Nein","Ryan Nein","3084790","https://store.steampowered.com/app/3084790"
"Burning Sky","1721174400000","false","87","0","0","2.1917388511983047","83","Hobbyist","House Raven Studios","House Raven Studios","3031080","https://store.steampowered.com/app/3031080"
"Carpe Noctem - Yuri Visual Novel","1721520000000","false","547","0","0","1.404733960337757","100","Indie","Independent","Just River Games","3056940","https://store.steampowered.com/app/3056940"
"CORN","1726012800000","false","3244","0","0","22.86904546437834","77","Indie","Team SNEED","Team SNEED","3078390","https://store.steampowered.com/app/3078390"
"Dogs","1721260800000","false","1203","0","0","8.987876192443785","38","Hobbyist","BlueScreen","BlueScreen","3083270","https://store.steampowered.com/app/3083270"
"Eggz - Collectible Eggs Clicker","1721260800000","false","1743","0","0","4.492822823800343","29","Hobbyist","Cervinz","Cervinz","3077360","https://store.steampowered.com/app/3077360"
"Just Pizza","1721433600000","false","1729","0","0","22.595327053866935","58","Hobbyist","N3mE,gRaff","N3mE,MaoKep","3077280","https://store.steampowered.com/app/3077280"
"Yokai Rescue","1721347200000","false","254","0","0","1.346557239142234","100","Hobbyist","Yokai Rescue Team","Yokai Rescue Team","2898970","https://store.steampowered.com/app/2898970"
"Bass Defense: First Memorythms","1721606400000","false","225","0","0","1.2639833649023136","89","Hobbyist","WOMBEX Games","WOMBEX Games","3086940","https://store.steampowered.com/app/3086940"
"Carl und Cari: Trubel in Tierstadt","1721347200000","true","145","0","0","2.1914444336382872","90","Hobbyist","Deus Draconis Interactive","Deus Draconis Interactive","3081940","https://store.steampowered.com/app/3081940"
"Cat","1721347200000","false","2419","0","0","11.11669319777588","62","Hobbyist","Szanny","Szanny","2408310","https://store.steampowered.com/app/2408310"
"Coin","1721347200000","false","7873","0","0","26.739072448717465","56","Hobbyist","BlueScreen","BlueScreen","3070500","https://store.steampowered.com/app/3070500"
"Crypto Rush","1721347200000","false","344","0","0","1.2562374724610914","24","Hobbyist","Shurmash","Shurmash","3084990","https://store.steampowered.com/app/3084990"
"Fish","1721347200000","false","1205","0","0","28.213669439437933","55","Hobbyist","cooldev","cooldev","3073680","https://store.steampowered.com/app/3073680"
"Lusófona Games Collection 2024","1721347200000","false","87","0","0","4.097366514594621","100","Hobbyist","Universidade Lusófona","Universidade Lusófona","3004070","https://store.steampowered.com/app/3004070"
"Melody's Melon Mania","1723766400000","false","2111","0","0","2.495362355937838","98","Hobbyist","Swaps4 Productions","Big Bang Studio","3078530","https://store.steampowered.com/app/3078530"
"Memoirs of an Angel (2010)","1722211200000","false","69","0","0","1.4950733525501883","100","Hobbyist","Anigrams Productions","Anigrams Productions","3072350","https://store.steampowered.com/app/3072350"
"Missilesaber","1721865600000","false","1","0.99","0","0","0","Hobbyist","YuriNekoMaid","YuriNekoMaid","3064130","https://store.steampowered.com/app/3064130"
"Ocean Playground","1721347200000","false","130","0","0","0.3941539717750064","75","Hobbyist","All In Game Co., Limited","All In Game Co., Limited","3054340","https://store.steampowered.com/app/3054340"
"Potato","1721347200000","false","1374","0","0","23.329414477456915","46","Hobbyist","Alchemist Game Studios LLC","Alchemist Game Studios LLC","3080810","https://store.steampowered.com/app/3080810"
"Simulation: Catalyst","1721433600000","false","58","0","0","0.6435652437938677","67","Hobbyist","Rredbird Studios","Rredbird Studios","2769670","https://store.steampowered.com/app/2769670"
"Slack off master","1721347200000","false","1","0.99","0","0","100","Hobbyist","zhangjianfeng","zhangjianfeng","3061250","https://store.steampowered.com/app/3061250"
"WANTED: Yokai Uprising","1721347200000","true","592","0","0","0.3489819843151896","67","Hobbyist","ESAT","Happy Mochi Studio,ESAT","2875960","https://store.steampowered.com/app/2875960"
"Ashes Of Idunn: Tales Of Fimbulwinter","1721347200000","false","623","0","0","0.9586241708148827","52","Hobbyist","Mad Viking Games","Mad Viking Games","2997410","https://store.steampowered.com/app/2997410"
"Dog","1721520000000","false","1267111","0","0","5.473601961894219","39","Hobbyist","Dog Inc.","Dog Inc.","3076520","https://store.steampowered.com/app/3076520"
"FireStarter 2","1723075200000","false","329","0","0","0.9719115643535968","100","Hobbyist","Arthur Giraud","Arthur Giraud","3059480","https://store.steampowered.com/app/3059480"
"Pixel Collector","1722384000000","false","2368","0","0","90.56565174163153","70","Hobbyist","PixelPulseGames","PixelPulseGames","3076350","https://store.steampowered.com/app/3076350"
"狗胆枪手","1721433600000","false","43","0","0","4.770741900392646","100","Hobbyist","goushen","goushen","2896990","https://store.steampowered.com/app/2896990"
"Lord","1721692800000","false","1","0.99","0","0","0","Hobbyist","香港美心","香港美心","3071360","https://store.steampowered.com/app/3071360"
"Make Your Country Great Again","1724457600000","false","539","0","0","5.788454256836461","54","Hobbyist","A&A Infinite Games","A&A Infinite Games","3001280","https://store.steampowered.com/app/3001280"
"Splash Dino 2","1721606400000","false","1","0.99","0","0.4395852221110728","100","Hobbyist","Catlands Games","Catlands Games","3086010","https://store.steampowered.com/app/3086010"
"Gavin Tyler's Game Collection","1721606400000","false","83","0","0","0.8040770802471886","100","Hobbyist","Gavin Tyler","Gavin Tyler","3093860","https://store.steampowered.com/app/3093860"
