"name","firstReleaseDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl"
"HexenHold","1726185600000","false","287","0","0","0.6553532965874437","92","Hobbyist","DigiPen Institute of Technology","Hazard Stripes Productions","3162350","https://store.steampowered.com/app/3162350"
"Nocturnal Nemesis","1726012800000","false","44","0","0","0.466852857519268","100","Hobbyist","Marko Matic,Dusan Gluscevic","Mighty Mouseworks","3144120","https://store.steampowered.com/app/3144120"
"Ocero 3D","1724803200000","false","40","0","0","2.2058507975405366","100","Hobbyist","Ocero Games","PIOPYDUDE","3149050","https://store.steampowered.com/app/3149050"
"Scorpion Solitaire Classic Card Game","1724803200000","false","134","0","0","0.20041666666666672","100","Indie","Classic Card Games Limited","Classic Card Games Limited","3136310","https://store.steampowered.com/app/3136310"
"Virtuále: Heist Simulations","1724889600000","false","41","0","0","0.6835069895159621","100","Hobbyist","Neumont College of Computer Science","Ethan Barlevy,Christian Colby,Zacharias Lovato,Christian Dahl","3138980","https://store.steampowered.com/app/3138980"
"Cactiverse","1725840000000","true","702","0","0","1.73268722048567","80","Hobbyist","MythrilCodeLabs","MythrilCodeLabs","3114760","https://store.steampowered.com/app/3114760"
"Cats of the Song Dynasty","1726099200000","false","1164","0","0","0.4920841626012923","100","Hobbyist","Catnip Studio","Catnip Studio","3157910","https://store.steampowered.com/app/3157910"
"Dragon Assault","1725494400000","false","1","0.99","0","0","0","Hobbyist","Lodi Game","Lodis","3162840","https://store.steampowered.com/app/3162840"
"E-Trading Simulator: Prologue","1724889600000","false","3363","0","0","2.0395985328324624","78","Hobbyist","JoyJutsu Games","JoyJutsu Games","3130730","https://store.steampowered.com/app/3130730"
"Ephemeral Night","1724803200000","false","64","0","0","0.17550000000000002","80","Hobbyist","Ethan Pessino","Ethan Pessino","3084500","https://store.steampowered.com/app/3084500"
"Grimstone Valley","1724889600000","false","279","0","0","1.0222921147576431","94","Hobbyist","Cut The Mines","Cut The Mines","3115360","https://store.steampowered.com/app/3115360"
"Halberta","1724976000000","false","1","0.99","0","0","0","Hobbyist","NEETNectar","NEETNectar","2862070","https://store.steampowered.com/app/2862070"
"Hide and Seek with Noah","1725408000000","false","608","0","0","0.5044472900823846","88","Hobbyist","Waddle Games","Waddle Games","3152370","https://store.steampowered.com/app/3152370"
"Mini Mania","1724889600000","false","311","0","0","0.6898588844754614","100","Hobbyist","Pixel Playground Studio","Pixel Playground Studio","3137690","https://store.steampowered.com/app/3137690"
"Unstable Star","1724976000000","false","239","0","0","0.7337364960612087","100","Hobbyist","Heatwave Studios","Heatwave Studios","3090070","https://store.steampowered.com/app/3090070"
"Void Stealer Bodycam Horror","1727308800000","false","0","8.99","0","0","0","Hobbyist","Maksim Lakomskii IE","Maksim Lakomskii IE","3162140","https://store.steampowered.com/app/3162140"
"FATE'S TIES","1724976000000","false","1","0.99","0","0","0","Hobbyist","北京悠玩坊科技有限公司","北京悠玩坊科技有限公司","3114160","https://store.steampowered.com/app/3114160"
"Arthur and his companions","1725753600000","false","1","0.99","0","2.8827960250739504","100","Hobbyist","LuoYou","LuoYou","3128840","https://store.steampowered.com/app/3128840"
"Back 4 More","1724976000000","false","120","0","0","1.7233216915687026","83","Indie","Bold Statement Games","Bold Statement Games","2250370","https://store.steampowered.com/app/2250370"
"Dino Clicker","1724976000000","false","432","0","0","0.804024085088436","53","Hobbyist","Polygon Pie","Polygon Pie","3152020","https://store.steampowered.com/app/3152020"
"Educational Virtual Reality Campus","1724976000000","false","34","0","0","0","100","Hobbyist","XRLab","Ali Geris,Furkan Özkaya","3119660","https://store.steampowered.com/app/3119660"
"Forgotten Lands: Online","1725494400000","false","743","0","0","12.407829925978717","81","Hobbyist","IZAKTLY","IZAKTLY","2116380","https://store.steampowered.com/app/2116380"
"King Of The Pirates","1724976000000","false","1269","0","0","17.029253967615908","65","Hobbyist","Dark Shine Game Studio","Dark Shine Game Studio","3136420","https://store.steampowered.com/app/3136420"
"Mind Weaver","1725148800000","false","77","0","0","0.3820448523593224","33","Hobbyist","Mambo","Mambo","3158220","https://store.steampowered.com/app/3158220"
"THE REDSTONE JOB","1727308800000","false","0","10.99","0","0","0","Hobbyist","光光","光光","3155710","https://store.steampowered.com/app/3155710"
"Alaska Solitaire Classic Card Game","1725062400000","false","123","0","0","0.4261111111111111","100","Indie","Classic Card Games Limited","Classic Card Games Limited","3136270","https://store.steampowered.com/app/3136270"
"Blockhead","1725321600000","false","36","0","0","0.30333333333333334","100","Hobbyist","Loony Code","Loony Code","2948170","https://store.steampowered.com/app/2948170"
"BlockUrbs","1727049600000","false","101","0","0","0","100","Hobbyist","HidingDev Games","HidingDev Games","2106290","https://store.steampowered.com/app/2106290"
"Canfield Solitaire Classic Card Game","1725062400000","false","171","0","0","0.3358333333333333","75","Indie","Classic Card Games Limited","Classic Card Games Limited","3136300","https://store.steampowered.com/app/3136300"
"Escape Game: Galleria","1724976000000","false","1","0.99","0","0","0","Hobbyist","SATZKI SOFT","SATZKI SOFT","3141520","https://store.steampowered.com/app/3141520"
"Hydrangea","1726185600000","false","1009","0","0","1.3087871050758124","93","Hobbyist","Meiri Games","Meiri Games","3121650","https://store.steampowered.com/app/3121650"
"Dine 'n Bash","1725580800000","false","331","0","0","0.7552390348862322","94","Hobbyist","DigiPen Institute of Technology","Shatterlight Productions","3123460","https://store.steampowered.com/app/3123460"
"JustMatching","1725062400000","false","1","0.99","0","0","0","Hobbyist","LXHX","LXHX","3137290","https://store.steampowered.com/app/3137290"
"Just War Trains","1725408000000","false","3575","0","0","0.5748818796919928","94","Hobbyist","The Reef Production Co.","DrElliot,JustJeff","3154950","https://store.steampowered.com/app/3154950"
"Winner In Life","1726099200000","false","239","0","0","2.34772419344774","67","Hobbyist","NoOne","NoOne","3144410","https://store.steampowered.com/app/3144410"
"Agents of SPLEEF","1725321600000","false","68","0","0","0.45500000000000007","100","Hobbyist","HAJ","HAJ","3132240","https://store.steampowered.com/app/3132240"
"Apartment Escape","1725580800000","false","82","0","0","0.622545195115378","67","Hobbyist","C3","C3","3150540","https://store.steampowered.com/app/3150540"
"Idle Saga","1727222400000","false","34","0","0","0","100","Indie","Game Hollywood Games","Game Hollywood Games","3123450","https://store.steampowered.com/app/3123450"
"IMPACT","1725235200000","true","1950","0","0","1.9499037785996425","73","Hobbyist","Hochschule Darmstadt","Hochschule Darmstadt","3088540","https://store.steampowered.com/app/3088540"
"Muhaboy","1725235200000","false","68","0","0","0","100","Hobbyist","Yadrёna Games","Yadrёna Games","3125070","https://store.steampowered.com/app/3125070"
"NOBK Overlay","1725321600000","false","573","0","0","9.124007194608781","81","Hobbyist","NOBK Studios","NOBK Studios","3172790","https://store.steampowered.com/app/3172790"
"Whoopi","1725235200000","false","206","0","0","0.29696552579365076","11","Hobbyist","VortexStudio","VortexStudio","3116880","https://store.steampowered.com/app/3116880"
"Anime","1725321600000","false","2223","0","0","1.5092372286391857","53","Hobbyist","Mr.CringeClickerDad","Mr.CringeClickerDad","2839990","https://store.steampowered.com/app/2839990"
"Bleeding Roots","1725667200000","false","2996","0","0","0.31271180638010165","96","Hobbyist","Mechanikoi","Mechanikoi,Luka Rizzi","3091770","https://store.steampowered.com/app/3091770"
"Duels of the Planeswalkers Gold Game Bundle","1276560000000","false","1","0","0","0","0","Indie","Wizards of the Coast LLC","Stainless Games Ltd","901667","https://store.steampowered.com/app/901667"
"Final Knight: Prologue","1725235200000","false","1758","0","0","0.9101736518947157","81","Hobbyist","2OClocksoft","2OClocksoft","3164240","https://store.steampowered.com/app/3164240"
