"name","firstReleaseDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl"
"Permanent mark","1709442000000","false","1","0.99","0","0","0","Hobbyist","挥挥手","挥挥手","2829150","https://store.steampowered.com/app/2829150"
"Pogo Pogo","1708578000000","false","1026","0","0","0.9676885069438559","82","Hobbyist","Retro Gears","Retro Gears","2825400","https://store.steampowered.com/app/2825400"
"Sex of Thrones 👑 Prologue","1714104000000","false","104428","0","0","1.2885912783666904","83","Indie","Taboo Tales 💘","Taboo Tales 💘","2756820","https://store.steampowered.com/app/2756820"
"Starecrown","1708578000000","false","1266","0","0","0.8109804823344757","85","Hobbyist","Jofini","Jofini","2814080","https://store.steampowered.com/app/2814080"
"Swing Into Zero-G","1721692800000","true","1710","0","0","1.5268881304750186","89","Hobbyist","Divinus Games","Divinus Games","2747470","https://store.steampowered.com/app/2747470"
"The Crack (壳中之物）","1709096400000","false","237","0","0","3.1973938842451686","100","Hobbyist","Riyuekong Studio","Riyuekong Studio","2809370","https://store.steampowered.com/app/2809370"
"我愛師大附中HSNU","1708664400000","false","626","0","0","2.26202090638709","97","Hobbyist","師大附中小員工,雲科兔包人","師大附中小員工,雲科兔包人","2797170","https://store.steampowered.com/app/2797170"
"退婚后，宗主马甲藏不住","1710388800000","false","1427","0","0","1.2248428182577002","37","Hobbyist","LoongCharm","LoongCharm","2816920","https://store.steampowered.com/app/2816920"
"Aeris (BETA)","1719288000000","false","1651","0","0","4.6272424049046395","80","Hobbyist","Aerial Game Studios","Oliver Zhang","2814340","https://store.steampowered.com/app/2814340"
"Banana Step","1714536000000","false","244","0","0","2.151691666691223","92","Hobbyist","GuragaGuraga","GuragaGuraga,Numakeis,Vis.Dev,OFJ","2824080","https://store.steampowered.com/app/2824080"
"Garm Ruins","1714449600000","false","783","0","0","3.6596154186388867","97","Hobbyist","kiukiu","kiukiu","2806660","https://store.steampowered.com/app/2806660"
"Judge Of Hasoon","1708664400000","false","190","0","0","1.4362787839612592","89","Hobbyist","XOOWAAN","XOOWAAN","2764250","https://store.steampowered.com/app/2764250"
"Over the Net","1709096400000","false","48","0","0","1.8141213877287763","100","Hobbyist","Michał Milewski","Michał Milewski","2824810","https://store.steampowered.com/app/2824810"
"Stacking Fairy","1714449600000","false","118","0","0","2.133497651873168","100","Hobbyist","daruma","daruma","2762530","https://store.steampowered.com/app/2762530"
"TILE PERFECT","1711944000000","false","599","0","0","1.3439191706502185","83","Hobbyist","Shinogame","Shinogame","1937120","https://store.steampowered.com/app/1937120"
"All City King","1709182800000","false","504","0","0","1.62538165174262","68","Hobbyist","Høyskolen Kristiania","Late Game Studio","2793820","https://store.steampowered.com/app/2793820"
"Conversation With A Rock","1708923600000","false","1597","0","0","1.52916777791796","90","Hobbyist","Samuel Leigh","Samuel Leigh","2810090","https://store.steampowered.com/app/2810090"
"Resurrection : Nuke Island","1726531200000","false","71","0","0","0.5542768946481256","80","Hobbyist","ACS Game Studios","ACS Game Studios","2825030","https://store.steampowered.com/app/2825030"
"Blood Kiss","1708923600000","false","1295","0","0","2.6999310103230423","71","Hobbyist","Storytaco","Storytaco","2597450","https://store.steampowered.com/app/2597450"
"Bunker's Shadow","1708923600000","false","1","0.99","0","0","0","Hobbyist","Hovhannes Harutyunyan","Hovhannes Harutyunyan","2767450","https://store.steampowered.com/app/2767450"
"Endersite","1527220800000","false","3773","0","0","1.9191874438212686","67","Hobbyist","Lilkkgoog","Lilkkgoog","838220","https://store.steampowered.com/app/838220"
"Heróis de Noname - Acesso Antecipado","1722297600000","true","116","0","0","7.465053926237774","100","Hobbyist","KotaRRH","KotaRRH","2427310","https://store.steampowered.com/app/2427310"
"La Bestia: The Migrant's Long Journey","1709182800000","false","49","0","0","2.962730536873038","100","Hobbyist","LaViRIA","Angel Daniela Hernández Torres,Martín St. John Clarke Bideau,Uriel Haile Hernández Belmonte","2741300","https://store.steampowered.com/app/2741300"
"The Red Button","1709528400000","false","4105","0","0","1.0211765554386512","71","Hobbyist","Instant Death","Instant Death","2828820","https://store.steampowered.com/app/2828820"
"This is Normal","1708923600000","false","128","0","0","2.1141086640016264","78","Hobbyist","slothysunday","slothysunday","2825000","https://store.steampowered.com/app/2825000"
"幽都酒馆","1709010000000","false","1398","0","0","0.7727192097247197","100","Hobbyist","七月柒月七","七月柒月七","2811000","https://store.steampowered.com/app/2811000"
"陌界·启示录","1709010000000","false","57","0","0","3.915831843645048","100","Hobbyist","Fredrchopin","Fredrchopin","2825150","https://store.steampowered.com/app/2825150"
"Aqua Fry","1709010000000","false","89","0","0","3.512708168234501","86","Hobbyist","Poccade LLC","Poccade LLC","2772870","https://store.steampowered.com/app/2772870"
"Crowborne","1709010000000","false","1","0.99","0","0.7011079163299504","55","Hobbyist","StarSystemStudios","StarSystemStudios","2837460","https://store.steampowered.com/app/2837460"
"Desktop Cube-Man","1709960400000","false","377","0","0","8.090852538583588","100","Hobbyist","刘俊亨(Junheng Liu)","刘俊亨(Junheng Liu)","791410","https://store.steampowered.com/app/791410"
"Gumbowl's Adventure","1711771200000","false","155","0","0","1.4980483352145817","91","Hobbyist","Hoodee","Hoodee","2520570","https://store.steampowered.com/app/2520570"
"In a Detective's Mind","1709269200000","false","249","0","0","3.0136271490516733","92","Hobbyist","Justo Dias","Justo Dias","2814270","https://store.steampowered.com/app/2814270"
"Let Them Breathe: Hello Mother","1709269200000","false","288","0","0","1.5371448665876661","89","Hobbyist","Mutts Presents","Mutts Presents","2787890","https://store.steampowered.com/app/2787890"
"Parts Unknown 2024","1709269200000","false","229","0","0","1.5036515257626004","67","Hobbyist","Parts Unknown Productions","Parts Unknown Productions","2822630","https://store.steampowered.com/app/2822630"
"Pixel Fixel","1709269200000","false","3850","0","0","5.26234297456777","100","Hobbyist","Blue Pin Publishing","Blue Pin Studio","1578290","https://store.steampowered.com/app/1578290"
"TRAUMA Pro Wrestling","1714968000000","false","101","0","0","0","100","Hobbyist","Nuskadamo","Nuskadamo","2836630","https://store.steampowered.com/app/2836630"
"Abyss Seeker","1707886800000","false","1246","0","0","4.934041503066244","87","Indie","Gotcha Gotcha Games","Gotcha Gotcha Games,竜灯くぃん","2804390","https://store.steampowered.com/app/2804390"
"Dino Cats","1724976000000","false","1960","0","0","0.30480344060861364","92","Hobbyist","Faithy Games","Faithy Games","2835030","https://store.steampowered.com/app/2835030"
"Peaches and Dreams","1718769600000","false","198","0","0","1.2004631580489917","92","Hobbyist","Mad Space Studios","Mad Space Studios","2839010","https://store.steampowered.com/app/2839010"
"Red Planet Rampage","1717560000000","true","1427","0","0","1.1273519651809119","95","Hobbyist","Hackerspace NTNU","Hackerspace NTNU","2717710","https://store.steampowered.com/app/2717710"
"Seraphim Slum","1719878400000","false","1966","0","0","4.620790005712746","97","Hobbyist","angelrot games","rosesrot","2791180","https://store.steampowered.com/app/2791180"
"Shy Cats Hidden Tracks - Paris","1717732800000","false","6546","0","0","0.6923308249594279","89","Indie","Enchant Games","Enchant Games","2834400","https://store.steampowered.com/app/2834400"
"The Aquarium does not dance","1707886800000","false","29787","0","0","7.449284367433972","98","Indie","Gotcha Gotcha Games","橙々,Gotcha Gotcha Games","2814910","https://store.steampowered.com/app/2814910"
"箱庭小駅伝","1709096400000","false","813","0","0","4.982034753845043","100","Hobbyist","Shin Tomura","Shin Tomura","2835070","https://store.steampowered.com/app/2835070"
"모험가 길드의 해결사: 카를로스","1709182800000","false","89","0","0","1.737592037676555","100","Hobbyist","Lord_Mhin","Lord_Mhin","2796090","https://store.steampowered.com/app/2796090"
"Batteri Fjell 1945","1709787600000","false","86","0","0","4.10227820762657","86","Hobbyist","Høgskulen på Vestlandet","HVL Medielab","2825380","https://store.steampowered.com/app/2825380"
"Pipe Escape","1709701200000","false","599","0","0","1.8139677937153516","93","Hobbyist","Illegal Crayon Games","Illegal Crayon Games","2835410","https://store.steampowered.com/app/2835410"
"Simploe Tasks","1709355600000","false","1","0.99","0","0","0","Hobbyist","LN","LN","2831610","https://store.steampowered.com/app/2831610"
"the jester's revenge","1709182800000","false","86","0","0","1.870124505902585","100","Hobbyist","WelesGames","WelesGames","1072090","https://store.steampowered.com/app/1072090"
"The Monster War","1709787600000","false","95","0","0","1.1475801896612796","88","Hobbyist","Creative Media Studio","Creative Media Studio","2382780","https://store.steampowered.com/app/2382780"
