"name","firstReleaseDate","earlyAccessExitDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl"
"Executive Assault","1425168000000","1437105600000","false","61746","12.99","557352","8.999437962285588","85","Indie","Hesketh Studios Ltd","Hesketh Studios Ltd","331500","https://store.steampowered.com/app/331500"
"Desktop Dungeons","1681790400000","","false","92441","14.99","557209","11.850300475237326","85","Indie","QCF Design","QCF Design","226620","https://store.steampowered.com/app/226620"
"Gato Roboto","1559188800000","","false","158002","7.99","556985","3.4871746202394442","95","AA","Devolver Digital","doinksoft","916730","https://store.steampowered.com/app/916730"
"The Jackbox Party Starter","1656475200000","","false","35101","19.99","556826","6.753176511663457","93","Indie","Jackbox Games, Inc.","Jackbox Games, Inc.","1755580","https://store.steampowered.com/app/1755580"
"Sonic the Hedgehog 4 - Episode I","1326949200000","","false","129441","9.99","556663","4.097371149184635","41","AA","SEGA","","202530","https://store.steampowered.com/app/202530"
"Bejeweled® 3","1291698000000","","false","240550","4.99","556067","22.804399293501277","96","Indie","PopCap Games, Inc.,Electronic Arts","PopCap Games, Inc.","78000","https://store.steampowered.com/app/78000"
"7 Days to End with You","1644123600000","","false","93761","7.99","556040","5.007645109276599","92","AA","PLAYISM","Lizardry","1859280","https://store.steampowered.com/app/1859280"
"ScooterFlow","1638162000000","","true","52749","13.99","556012","27.863837271813896","96","Indie","UncannyKiwi","Dillon Earle","1648390","https://store.steampowered.com/app/1648390"
"Nightshade／百花百狼","1491883200000","","false","21005","34.99","555832","15.175833213063806","97","Indie","D3PUBLISHER","Red Entertainment,LANTERN ROOMS","512180","https://store.steampowered.com/app/512180"
"DLC Quest","1363579200000","","false","470622","2.99","555689","3.539066107159325","88","Indie","Going Loud Studios","Going Loud Studios","230050","https://store.steampowered.com/app/230050"
"Distrust: Polar Survival","1503460800000","","false","104907","12.99","555276","4.908678043588485","72","Indie","Alawar","Cheerdealers","635200","https://store.steampowered.com/app/635200"
