"name","firstReleaseDate","earlyAccessExitDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl"
"Impossamole","1572566400000","1567483200000","false","224","8.99","734","0.6868963157742967","75","Indie","Piko Interactive LLC,Bleem!","Gremlin Interactive","1137660","https://store.steampowered.com/app/1137660"
"Christmas SQUIRT!","1706677200000","","false","494","1.99","734","0.26405042901570275","48","Hobbyist","Hentai Puzzle","Hentai Puzzle","2283060","https://store.steampowered.com/app/2283060"
"CAN BULLET","1715227200000","","false","244","3.99","734","2.047102295124477","100","Hobbyist","ChronoJuvenile","ChronoJuvenile","2925270","https://store.steampowered.com/app/2925270"
"This Is Not Your House","1724371200000","","false","420","1.99","734","0.6078242805136472","92","Hobbyist","Trash Eyes","Cody Tierson (Trash Eyes)","3139140","https://store.steampowered.com/app/3139140"
"Jasper Vice: Legends Untold","1659585600000","","false","90","9.99","733","1.2471419364127625","100","Hobbyist","Soltorch Games","Soltorch Games","1919310","https://store.steampowered.com/app/1919310"
"Snake Deluxe","1625371200000","","false","459","2.99","733","1.6643329891990044","92","Indie","RetroBug","RetroBug","1663390","https://store.steampowered.com/app/1663390"
"The Legend of Eratus: Dragonlord","1605589200000","","false","144","6.99","733","2.714439315713398","78","Indie","HH-Games","e-FunSoft Games","1463040","https://store.steampowered.com/app/1463040"
"Sorgina: A Tale of Witches","1496116800000","","false","125","9.99","733","3.2858994974429296","67","Hobbyist","Binary Soul","Binary Soul","627420","https://store.steampowered.com/app/627420"
"Akuya","1481778000000","","false","437","1.99","733","0.18942038873791453","10","Hobbyist","Indie Dynamics","Indie Dynamics","545490","https://store.steampowered.com/app/545490"
"Emergency Parking Only","1687752000000","","true","196","9.99","733","1.3065711900888706","100","Hobbyist","Geoff Benson","Geoff Benson","2310990","https://store.steampowered.com/app/2310990"
"Dungeon and Craft","1693195200000","","false","259","6.99","733","2.3462621455573998","93","Indie","Musa GUNGOR","Musa GUNGOR","2360290","https://store.steampowered.com/app/2360290"
"Classic Racers Elite","1726099200000","","false","140","6.99","733","1.3064766397642722","80","Hobbyist","Vision Reelle","Vision Reelle","1577080","https://store.steampowered.com/app/1577080"
"Puke","1721260800000","","true","68","7.99","733","0.23616666666666664","20","Hobbyist","Skyfect","Skyfect Studio","2640130","https://store.steampowered.com/app/2640130"
"Sheepy: A Short Adventure","1707195600000","","false","425655","0","732.0825634084334","1.6591196351630848","99","Hobbyist","MrSuicideSheep","MrSuicideSheep","1568400","https://store.steampowered.com/app/1568400"
"Dark Frame","1619150400000","","false","1332","0.99","732","2.3143655888556003","59","Hobbyist","Nimos Games","Nimos Games","1584800","https://store.steampowered.com/app/1584800"
"JORRY","1580619600000","","false","108","9.99","732","2.817351774256971","100","Hobbyist","Korozif","Korozif","1206350","https://store.steampowered.com/app/1206350"
"Rabbit Island","1468382400000","","false","1302","1.99","732","5.0727804845813065","69","Hobbyist","Serhii Vitukhin","Serhii Vitukhin","490300","https://store.steampowered.com/app/490300"
"Gem Worlds","1673845200000","","false","176","4.99","732","1.3698167584427892","100","Hobbyist","Deen Games","Deen Games","1858760","https://store.steampowered.com/app/1858760"
"Cavemen Tales Collector's Edition","1692072000000","","false","79","14.99","732","11.226199541055465","100","Indie","Cateia Games","Cateia Games","1753510","https://store.steampowered.com/app/1753510"
