"name","firstReleaseDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl"
"Metal War","1679716800000","false","136","0.99","121","0.6035885046018238","88","Hobbyist","ZihanSong","ZihanSong","2214260","https://store.steampowered.com/app/2214260"
"Anyaroth: The Queen's Tyranny","1680148800000","false","10","14.99","121","1.7458387958106278","86","Hobbyist","Firenut Games","Yggdraseed","1820270","https://store.steampowered.com/app/1820270"
"Floor Chess","1681790400000","false","15","8.99","121","0","100","Hobbyist","Random Theory Games","Random Theory Games","1346480","https://store.steampowered.com/app/1346480"
"Screws Loose","1684382400000","false","15","1.99","121","0","0","Hobbyist","Cody Cornell","Cody Cornell","2327510","https://store.steampowered.com/app/2327510"
"Magic Potion Stories","1687752000000","false","15","8.99","121","0","100","Hobbyist","ARTIFACTS","ARTIFACTS","2426660","https://store.steampowered.com/app/2426660"
"Gascraft","1688356800000","false","15","8.99","121","0","0","Hobbyist","随便填一个游戏工作室,HELLO","随便填一个游戏工作室","2474670","https://store.steampowered.com/app/2474670"
"Blood 'N Bullets","1688270400000","false","27","1.99","121","1.8928505602474108","100","Hobbyist","PurpleBoy","PurpleBoy","2310200","https://store.steampowered.com/app/2310200"
"An Eye for Optical Theory 1666","1688875200000","false","68","1.99","121","0.4181295790509729","100","Hobbyist","Perfect Crime Games","Perfect Crime Games","2356070","https://store.steampowered.com/app/2356070"
"GLASS","1689134400000","false","15","5.99","121","0","100","Hobbyist","Dani Tonnessen","DaniTonnGames","2484410","https://store.steampowered.com/app/2484410"
"Irang : the last hope","1689825600000","true","45","2.99","121","0","0","Hobbyist","DCD","SnoozyMonday","2428480","https://store.steampowered.com/app/2428480"
"Octavio Camacho","1690516800000","false","15","8.99","121","0","0","Hobbyist","The Octo Mind","The Octo Mind","2395300","https://store.steampowered.com/app/2395300"
"Faster Racer Boom Boom","1690516800000","true","18","9.99","121","2.9849595150866413","50","Hobbyist","Johnny Wants A Game","The Guidance Division","2293780","https://store.steampowered.com/app/2293780"
"旅者","1692244800000","false","15","8.99","121","0","100","Hobbyist","北京好心情互联网医院有限公司","北京好心情互联网医院有限公司","2522200","https://store.steampowered.com/app/2522200"
"Sex Story - Ruby and Hunter - Episode 4","1689307200000","false","94","1.99","121","0.23020833333333338","25","Indie","EroticGamesClub","EroticGamesClub","2512290","https://store.steampowered.com/app/2512290"
"OSAWARI HOCKEY えんこちゃん","1673413200000","false","45","2.99","121","0","100","Hobbyist","OSARUMODE","OSARUMODE","2183190","https://store.steampowered.com/app/2183190"
"Memory Puzzle - Mile High Fun","1664424000000","false","70","1.99","121","0.4910596805261201","50","Indie","EroticGamesClub","EroticGamesClub","2145230","https://store.steampowered.com/app/2145230"
"Enter the Cum™: an Erotic Porn Sexual Pleasure!","1654833600000","false","72","1.99","121","0.27281402587033265","75","Hobbyist","9 Lust Puzzles","the NineLust Studios","1997740","https://store.steampowered.com/app/1997740"
"Star Lodge","1654142400000","false","72","1.99","121","1.275954651540783","40","Hobbyist","SunshineOvercast","SunshineOvercast","1971350","https://store.steampowered.com/app/1971350"
