"name","firstReleaseDate","earlyAccessExitDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl"
"Last Evil","1581051600000","1592971200000","false","149060","9.99","1188559","12.0551132150453","94","Indie","Critical Bliss","Flametorch","823910","https://store.steampowered.com/app/823910"
"Farmer Against Potatoes Idle","1661400000000","1725494400000","false","234570","0","1186780.0741166845","272.22445220215036","96","Indie","Oni Gaming","Oni Gaming","1535560","https://store.steampowered.com/app/1535560"
"KeeperRL","1427774400000","1709182800000","false","86767","19.99","1186744","17.705758502148733","86","Indie","Electric Succubi","Electric Succubi","329970","https://store.steampowered.com/app/329970"
"Supremacy 1914: World War 1","1563249600000","","false","311147","0","1184801.3854634333","23.861304440355497","75","Indie","Bytro Labs GmbH","Bytro Labs GmbH","979920","https://store.steampowered.com/app/979920"
"KILL la KILL -IF","1564027200000","","false","81267","19.99","1184619","3.8990116402063646","70","AA","Arc System Works","Arc System Works,APLUS Co., Ltd.","922500","https://store.steampowered.com/app/922500"
"Atelier Sophie: The Alchemist of the Mysterious Book DX","1618977600000","","false","46085","39.99","1183659","26.69431588419345","90","AA","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.","1502970","https://store.steampowered.com/app/1502970"
"Tokyo Xanadu eX+","1512709200000","","false","46659","59.99","1183038","16.16596213839587","86","Indie","Aksys Games","Nihon Falcom","587260","https://store.steampowered.com/app/587260"
"Idle Skilling","1663214400000","","false","237497","0","1182899.6779109668","89.94650482803924","72","Indie","Lavaflame2","Lavaflame2","1048370","https://store.steampowered.com/app/1048370"
"Hard West 2","1659585600000","","false","87934","29.99","1181902","11.912968418025931","81","AA","Good Shepherd Entertainment","Ice Code Games","1282410","https://store.steampowered.com/app/1282410"
"Romance of the Three Kingdoms X with Power Up Kit","1512450000000","","false","67827","29.99","1181572","27.65469956936008","82","AA","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.","628060","https://store.steampowered.com/app/628060"
"Dread Delusion","1655265600000","1715659200000","false","75483","19.99","1181484","8.867278858336707","92","Indie","DreadXP","Lovely Hellplace","1574240","https://store.steampowered.com/app/1574240"
"Wars and Roses","1642741200000","","false","88380","19.99","1180659","5.555788702292791","42","Indie","Blaze Worlds","Blaze Worlds","1786200","https://store.steampowered.com/app/1786200"
"Monster Rancher 1 & 2 DX","1638939600000","","false","52914","29.99","1179422","15.345207412418684","89","AA","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.","1716120","https://store.steampowered.com/app/1716120"
