Label,releaseYear,releaseMonth,sommeCopiesSold
Racing,2010,Nov,289117
Racing,2010,Oct,13454
Racing,2010,NULL,2084666
Racing,2011,Mar,407975
Racing,2011,Nov,80211
Racing,2011,Oct,25232
Racing,2011,Sep,507414
Racing,2011,NULL,1020832
Racing,2012,Apr,11022
Racing,2012,Aug,86701
Racing,2012,Dec,30281
Racing,2012,Feb,17505
Racing,2012,Jan,17106
Racing,2012,Jun,32879
Racing,2012,Mar,119447
Racing,2012,Oct,219607
Racing,2012,Sep,6815
Racing,2012,NULL,541363
Racing,2013,Apr,21229
Racing,2013,Feb,184495
Racing,2013,Jan,859956
Racing,2013,Jun,636199
Racing,2013,Mar,306751
Racing,2013,May,40651
Racing,2013,Nov,5165
Racing,2013,Oct,597469
Racing,2013,Sep,180900
Racing,2013,NULL,2832815
Racing,2014,Apr,462915
Racing,2014,Aug,110474
Racing,2014,Dec,6440424
Racing,2014,Feb,86015
Racing,2014,Jan,3748
Racing,2014,Jul,1010194
Racing,2014,Jun,82573
Racing,2014,Mar,238269
Racing,2014,May,24316
Racing,2014,Nov,398202
Racing,2014,Oct,3613977
Racing,2014,Sep,16940
Racing,2014,NULL,12488047
Racing,2015,Apr,1762406
Racing,2015,Aug,5650
Racing,2015,Dec,219940
Racing,2015,Feb,217210
Racing,2015,Jan,225758
Racing,2015,Jul,113975
Racing,2015,Jun,29029
Racing,2015,Mar,484780
Racing,2015,May,232861
Racing,2015,Nov,256957
Racing,2015,Oct,388152
Racing,2015,Sep,42499
Racing,2015,NULL,3979217
Racing,2016,Apr,2846223
Racing,2016,Aug,316419
Racing,2016,Dec,115472
Racing,2016,Feb,652701
Racing,2016,Jan,112676
Racing,2016,Jul,184525
Racing,2016,Jun,120861
Racing,2016,Mar,192038
Racing,2016,May,152330
Racing,2016,Nov,650495
Racing,2016,Oct,3310057
Racing,2016,Sep,314915
Racing,2016,NULL,8968712
Racing,2017,Apr,153146
Racing,2017,Aug,332000
Racing,2017,Dec,78992
Racing,2017,Feb,504087
Racing,2017,Jan,62912
Racing,2017,Jul,8422714
Racing,2017,Jun,284101
Racing,2017,Mar,54648
Racing,2017,May,124295
Racing,2017,Nov,2903573
Racing,2017,Oct,740630
Racing,2017,Sep,565869
Racing,2017,NULL,14226967
Racing,2018,Apr,76540
Racing,2018,Aug,28126
Racing,2018,Dec,320547
Racing,2018,Feb,253214
Racing,2018,Jan,34751
Racing,2018,Jul,610539
