"name","firstReleaseDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl","earlyAccessExitDate"
"Alice Running Adventures","1675659600000","false","1","4.99","4","0","0","Hobbyist","QvQ Studio","QvQ Studio","2262570","https://store.steampowered.com/app/2262570",""
"3D Whac-A-Mole","1675659600000","true","1","4.99","4","200","50","Hobbyist","wxm","wxm","2290280","https://store.steampowered.com/app/2290280",""
"Alchemy Shop","1675573200000","false","1","4.99","4","0","0","Hobbyist","Feral Code Monkey","Feral Code Monkey","2275720","https://store.steampowered.com/app/2275720",""
"Avenger (C64/CPC/Spectrum)","1675746000000","false","1","4.99","4","0","0","Indie","Pixel Games UK","Gremlin Graphics","2283050","https://store.steampowered.com/app/2283050",""
"Wipe Factor","1675832400000","true","1","0.99","4","20.796844249539316","100","Hobbyist","Ionborn Entertainment","Ionborn Entertainment","2192120","https://store.steampowered.com/app/2192120",""
"Engineering - Mystery of the ancient clock","1676005200000","false","1","4.99","4","0.691480823881981","75","Indie","HH-Games","IP Izmailov Vladimir Yurievich","2285860","https://store.steampowered.com/app/2285860",""
"God touch","1676437200000","false","1","4.99","4","0","0","Hobbyist","turusaki","turusaki","2278290","https://store.steampowered.com/app/2278290",""
"THZ","1676523600000","false","1","4.99","4","0","0","Hobbyist","Live CGI","Live CGI","2300260","https://store.steampowered.com/app/2300260",""
"The Hero's Journey through Time","1676869200000","true","1","4.99","4","1.5005015916877587","100","Hobbyist","MyLonky","Wuppertaler93","2297540","https://store.steampowered.com/app/2297540",""
"Doomed Survivors","1676955600000","false","1","4.99","4","0","0","Hobbyist","Unicorn Den","","2211520","https://store.steampowered.com/app/2211520","1686196800000"
"Halves","1677042000000","false","1","4.99","4","1.5930646792036414","50","Hobbyist","Terfilis","Terfilis","2249250","https://store.steampowered.com/app/2249250",""
"Looking Familiar","1677128400000","false","1","4.99","4","0","0","Hobbyist","Inter Galaxy Entertaiment","Inter Galaxy Entertaiment","2281760","https://store.steampowered.com/app/2281760",""
"Mahjong - Legacy of the Toltecs","1677560400000","false","1","4.99","4","1.4113043162737502","100","Indie","HH-Games","IP Izmailov Vladimir Yurievich","2309890","https://store.steampowered.com/app/2309890",""
"Hightail","1677646800000","true","1","4.99","4","0","100","Hobbyist","JE Creations","JE Creations","2250190","https://store.steampowered.com/app/2250190",""
"CouchQuiz!","1677646800000","false","1","4.99","4","0","0","Hobbyist","RaidrDev","RaidrDev","2251210","https://store.steampowered.com/app/2251210",""
"Ka: Keepers & Assassins","1678078800000","true","1","4.99","4","0","0","Hobbyist","Drasticore","Martin Husar","2097630","https://store.steampowered.com/app/2097630",""
"Muffins on Stream","1678251600000","false","1","4.99","4","0","0","Hobbyist","BatteryCake","BatteryCake","2195900","https://store.steampowered.com/app/2195900",""
"1980s & 90s Style - Retro Track Car Racer","1678251600000","false","1","4.99","4","0","0","Hobbyist","Hypothesys","Hypothesys_indie_Dev","2326890","https://store.steampowered.com/app/2326890",""
"THGITW","1678251600000","false","1","5","4","0.756327244961668","100","Hobbyist","Exentertainment","Exentertainment","2205570","https://store.steampowered.com/app/2205570",""
"Oli One: Sneak in","1678338000000","false","1","4.99","4","0.44857458410932155","33","Hobbyist","Anaro Games","Anaro Games","2241360","https://store.steampowered.com/app/2241360",""
"Ninja Otedama R　～忍者お手玉R～","1678338000000","false","1","4.99","4","0","0","Hobbyist","WINGLAY","WINGLAY","2323630","https://store.steampowered.com/app/2323630",""
"Bedrock High","1678424400000","false","1","4.99","4","2.2514700886665375","100","Hobbyist","James C Gray","James C Gray","2307760","https://store.steampowered.com/app/2307760",""
"Red Sea","1678680000000","false","1","4.99","4","1.001548055563521","100","Hobbyist","Eternal Sands Media","Eternal Sands Media","2192330","https://store.steampowered.com/app/2192330",""
"The Puzzle Factory","1678766400000","false","1","4.99","4","1.0303520270167834","33","Hobbyist","Spacefarer Games Ltd","Spacefarer Games Ltd,Spacefarer Games Ltd","2333470","https://store.steampowered.com/app/2333470",""
"Parametric Engine","1679025600000","false","1","4.99","4","0","0","Hobbyist","Poof","Poof","2329480","https://store.steampowered.com/app/2329480",""
"PeopleWillMoney","1679284800000","false","1","4.99","4","0","0","Hobbyist","毛ナカガワ","毛ナカガワ","2243260","https://store.steampowered.com/app/2243260",""
"Vallen","1679630400000","true","1","4.99","4","0","0","Hobbyist","Rader Games","Rader Games","1983230","https://store.steampowered.com/app/1983230",""
"Violations Will Be Punished","1679544000000","false","1","4.99","4","5.788442041166394","85","Hobbyist","Igor Galochkin","Igor Galochkin","2349250","https://store.steampowered.com/app/2349250",""
"Vagrant Knight","1679976000000","true","1","4.99","4","0","0","Hobbyist","Gamester","Gamester","2301690","https://store.steampowered.com/app/2301690",""
"Shukuchi Ninja","1680235200000","false","1","4.99","4","0","0","Indie","2Awesome Studio","Fossilized Games","2026080","https://store.steampowered.com/app/2026080",""
"Cube Roller","1680235200000","false","1","4.99","4","0","100","Hobbyist","yeah/nice","yeah/nice,Aidan Ault,Hunti Ault","2301960","https://store.steampowered.com/app/2301960",""
"Solomon Snow: First Contact","1680235200000","false","1","4.99","4","2.6857876206277504","100","Hobbyist","Futuresalt Entertainment Ltd","Futuresalt Entertainment Ltd","1744070","https://store.steampowered.com/app/1744070",""
"WakaVR","1680494400000","false","1","4.99","4","0","0","Hobbyist","NeonLightGames","NeonLightGames","2268200","https://store.steampowered.com/app/2268200",""
"VICO 3: TALE OF THE SEVEN SEAS","1680580800000","false","1","4.99","4","0","0","Hobbyist","Xcogames LLC","Xcogames LLC","2330700","https://store.steampowered.com/app/2330700",""
"Elspell","1657252800000","false","1","4.99","4","7.167076587159468","85","Hobbyist","Elspell Team","Elspell Team","1986930","https://store.steampowered.com/app/1986930",""
