"name","firstReleaseDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl","earlyAccessExitDate"
"Assassin's Creed® Origins","1508990400000","false","3175067","59.99","60904102","47.54167093461729","86","AAA","Ubisoft","Ubisoft Montreal","582160","https://store.steampowered.com/app/582160",""
"Disco Elysium - The Final Cut","1571112000000","false","3544179","39.99","60882831","15.372974645471713","93","AA","ZA/UM","ZA/UM","632470","https://store.steampowered.com/app/632470",""
"Sniper Elite 4","1486962000000","false","4204659","59.99","60538140","17.75512023386812","91","AA","Rebellion","Rebellion","312660","https://store.steampowered.com/app/312660",""
"Shadowverse CCG","1477540800000","false","1752230","0","60390957.632085055","132.1126547521466","74","AA","Cygames, Inc.,Cygames Korea Inc.","Cygames, Inc.","453480","https://store.steampowered.com/app/453480",""
"XCOM® 2","1454562000000","false","3096135","59.99","60217006","70.27373099087285","84","AAA","2K,Feral Interactive (Mac),Feral Interactive (Linux)","Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)","268500","https://store.steampowered.com/app/268500",""
"The Binding of Isaac: Rebirth","1415077200000","false","6797093","14.99","59470789","158.9085822912844","98","AA","Nicalis, Inc.","Nicalis, Inc.,Edmund McMillen","250900","https://store.steampowered.com/app/250900",""
"Slay the Spire","1509494400000","false","5662888","24.99","59365730","73.28225472009096","98","AA","Mega Crit","Mega Crit","646570","https://store.steampowered.com/app/646570","1548219600000"
"Enshrouded","1706072400000","true","2402846","29.99","59066201","37.24352548647983","87","AA","Keen Games GmbH","Keen Games GmbH","1203620","https://store.steampowered.com/app/1203620",""
"SCUM","1535515200000","true","3512266","39.99","58890075","87.51495922320802","74","AA","Jagex Ltd","Gamepires","513710","https://store.steampowered.com/app/513710",""
"VRChat","1485925200000","true","16358544","0","58580970.42897994","64.03891610906918","75","AA","VRChat Inc.","VRChat Inc.","438100","https://store.steampowered.com/app/438100",""
"Hell Let Loose","1559793600000","false","2239524","49.99","58511939","55.98527632987458","83","AA","Team17","Team17","686810","https://store.steampowered.com/app/686810","1627358400000"
"ASTRONEER","1480550400000","false","3726520","29.99","58453869","31.619374491320436","92","AA","System Era Softworks","System Era Softworks","361420","https://store.steampowered.com/app/361420","1549342800000"
"Phantasy Star Online 2 New Genesis","1596600000000","false","1920168","0","58348040.48210163","56.25519800171381","71","AA","SEGA","SEGA","1056640","https://store.steampowered.com/app/1056640",""
"Eternal Return","1602648000000","false","4092011","0","57727117.07242005","47.47220528050023","79","AA","Nimble Neuron,SapStaR Games","Nimble Neuron","1049590","https://store.steampowered.com/app/1049590","1689739200000"
"MONSTER HUNTER RISE","1641963600000","false","2892094","39.99","57229359","91.93132040237403","81","AAA","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.","1446780","https://store.steampowered.com/app/1446780",""
"Warhammer 40,000: Darktide","1669784400000","false","1794647","39.99","56898095","48.9873216161777","67","AA","Fatshark","Fatshark","1361210","https://store.steampowered.com/app/1361210",""
"MORDHAU","1556510400000","false","2540557","29.99","56172459","66.5269521877278","81","AA","Triternion","Triternion","629760","https://store.steampowered.com/app/629760",""
"Beat Saber","1525132800000","false","2222243","29.99","55856115","29.933948891153772","96","AA","Beat Games","Beat Games","620980","https://store.steampowered.com/app/620980","1558411200000"
"Call of Duty®: Black Ops","1289278800000","false","2578882","39.99","55771453","22.778106748023756","91","AAA","Activision","Treyarch","42700","https://store.steampowered.com/app/42700",""
"Football Manager 2024","1699246800000","false","1152099","59.99","55650122","176.98878689974092","90","AA","SEGA","Sports Interactive","2252570","https://store.steampowered.com/app/2252570",""
"Overcooked! 2","1533614400000","false","5414719","24.99","55105548","13.180844678972989","91","AA","Team17","Ghost Town Games Ltd.,Team17","728880","https://store.steampowered.com/app/728880",""
"Kerbal Space Program","1362096000000","false","3727504","39.99","55023517","60.70773040293224","95","AA","Private Division","Squad","220200","https://store.steampowered.com/app/220200","1430107200000"
"Microsoft Flight Simulator 40th Anniversary Edition","1597636800000","false","1093363","59.99","54955476","126.77007814295568","79","AAA","Xbox Game Studios","Asobo Studio","1250410","https://store.steampowered.com/app/1250410",""
