"name","firstReleaseDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl"
"Nonno Lorenzo","1665028800000","false","392","12.99","3867","8.242291075903397","89","Hobbyist","Enoki Games","Enoki Games","1259580","https://store.steampowered.com/app/1259580"
"Koncolos","1659412800000","false","1131","4.99","3867","2.1317096993296563","80","Indie","Umigame Studios","Umigame Studios","1912490","https://store.steampowered.com/app/1912490"
"Stage Fright","1517461200000","false","625","1.99","3867","0.5640036977322355","41","Hobbyist","Broan Games","Broan Games","771470","https://store.steampowered.com/app/771470"
"Hunting Unlimited 4","1478145600000","false","888","9.99","3866","5.955776725517598","76","Indie","Ziggurat","SCS Software","545920","https://store.steampowered.com/app/545920"
"The Grindstone","1677301200000","false","277","19.99","3866","33.11058127967028","83","Indie","Wolfs Moon Studios","Wolfs Moon Studios","2284240","https://store.steampowered.com/app/2284240"
"NEKO-NIN exHeart SPIN!","1721001600000","false","313","14.99","3866","2.957918603994824","96","Indie","Sekai Project","Whirlpool","2995390","https://store.steampowered.com/app/2995390"
"VILLAGE THE SIBERIA","1638162000000","false","1496","3.99","3863","0.3779549586235289","73","Indie","indie_games_studio","indie_games_studio","1819800","https://store.steampowered.com/app/1819800"
"Miniballist","1520913600000","false","2438","13.99","3863","7.655936217650975","73","Indie","My Way Games","Timberwolf Studios","628580","https://store.steampowered.com/app/628580"
"Age of Castles: Warlords","1431662400000","false","3234","2.99","3863","6.379943640499346","30","Indie","Anarchy Enterprises","Anarchy Enterprises","371710","https://store.steampowered.com/app/371710"
"Grim Tales: The Time Traveler","1690257600000","false","545","9.99","3863","3.072338516709315","50","Indie","Big Fish Games","Elephant AR","2332110","https://store.steampowered.com/app/2332110"
"Calling Home","1702616400000","true","303","9.99","3863","2.113882430881027","47","Hobbyist","Crystal Fox GmbH","Crystal Fox GmbH","2367880","https://store.steampowered.com/app/2367880"
"Still Joking","1715832000000","false","277","14.99","3863","6.053788228355025","94","Hobbyist","Purple Brick Games","Purple Brick Games","2147330","https://store.steampowered.com/app/2147330"
"Cupid Nonogram","1637298000000","false","2640","2.99","3862","5.523563772406987","94","Hobbyist","Lixeira Publishing Ltd.,Supernova Games","Supernova Games","1787160","https://store.steampowered.com/app/1787160"
"Hell Shooter","1537502400000","false","5547","0.99","3862","0.4284102430501428","82","Hobbyist","天河(TH Game)","天河(TH Game)","723350","https://store.steampowered.com/app/723350"
"Spaceman Sparkles 3","1458532800000","false","1178","4.99","3862","3.4686230920303434","81","Indie","tjern","tjern","453740","https://store.steampowered.com/app/453740"
"I WANT TO DIE","1703912400000","false","904","4.99","3862","0.7219589963408013","72","Hobbyist","TrueGames","TrueGames","2635110","https://store.steampowered.com/app/2635110"
"Paper Valley","1528257600000","false","352","12.99","3861","5.408688797957132","100","Hobbyist","Vitei Backroom Inc","Vitei Backroom Inc","861240","https://store.steampowered.com/app/861240"
"The Niflhel Day","1644642000000","true","532","9.99","3860","0.7520877411739191","89","Indie","Dnovel","Dnovel","1715370","https://store.steampowered.com/app/1715370"
"The Sea Eternal","1461297600000","false","1305","6.99","3859","2.448345058376125","48","Indie","Choice of Games","Choice of Games","463320","https://store.steampowered.com/app/463320"
"CityBeat: The Sorority Shuffle","1616558400000","false","1240","3.99","3859","1.662534854388963","63","Indie","Ktulhu Solutions","Ktulhu Solutions","1525040","https://store.steampowered.com/app/1525040"
"Watch Your Ass","1711857600000","false","1240","4.99","3859","0.6047021919723657","70","Hobbyist","Creepy-Huippy","Creepy-Huippy","2871860","https://store.steampowered.com/app/2871860"
"Star-Crossed Myth - The Department of Punishments -","1679371200000","false","243","29.99","3858","21.576401171278704","100","Indie","Voltage Inc.","UNICO INC.","2274580","https://store.steampowered.com/app/2274580"
"Meeting Her","1702616400000","true","687","6.99","3858","4.203161240315909","69","Hobbyist","verde games","verde games","2300580","https://store.steampowered.com/app/2300580"
"Psychoscopy","1658721600000","true","527","10.99","3857","11.228368632095199","92","Hobbyist","CrowNest Games","CrowNest Games","1481210","https://store.steampowered.com/app/1481210"
"The Last Saviour","1595563200000","true","692","8.99","3856","1.7138008651115582","76","Indie","TheGamesFortress","NGOG","1339870","https://store.steampowered.com/app/1339870"
"Vetrix","1589947200000","false","891","5.99","3856","1.5253401118678602","98","Hobbyist","Vagabond","Vagabond","1307070","https://store.steampowered.com/app/1307070"
"Otome Legends","1675832400000","false","688","7.99","3856","3.3391560737077564","92","Hobbyist","Jagaimo Studios","Jagaimo Studios,Chi21","2121490","https://store.steampowered.com/app/2121490"
"Monstronomy","1713412800000","false","302","14.99","3856","7.510262911091296","79","Hobbyist","Dolphin Horizon Games, Inc.","Dolphin Horizon Games, Inc.","2542460","https://store.steampowered.com/app/2542460"
"Automata Break","1600401600000","true","242","19.99","3854","2.7314685767387403","93","Hobbyist","Pumpkin Head Studio","Pumpkin Head Studio","1322010","https://store.steampowered.com/app/1322010"
"Masky","1481864400000","false","7969","0.99","3854","4.901229041526572","80","Indie","Forever Entertainment S. A.","Digital Melody","554800","https://store.steampowered.com/app/554800"
"Herding Dog","1452834000000","false","2478","0.99","3854","2.220744397896905","65","Hobbyist","xixgames","xixgames","409290","https://store.steampowered.com/app/409290"
"Hybrislave","1681185600000","false","446","10.99","3854","1.9703511406322822","80","Indie","BokiBoki Games","触手折檻部屋","2332810","https://store.steampowered.com/app/2332810"
"Roguebreaker","1531195200000","false","1443","0.99","3853","3.0746648377731285","84","Hobbyist","The World Outside","The World Outside","731420","https://store.steampowered.com/app/731420"
"Ghost in the Machine","1429675200000","false","609","4.99","3853","1.923838368723683","67","Hobbyist","","Michael J. Moffitt,Julian J. Hammerstein","363220","https://store.steampowered.com/app/363220"
"Teacher Lady","1582261200000","false","2345","0.99","3853","2.056626808464562","90","Indie","IR Studio","IR Studio","1245090","https://store.steampowered.com/app/1245090"
"The Method of Hiding a Body","1716264000000","false","815","5.99","3853","2.5953609208952364","91","Hobbyist","Sea of Ghosts","Sea of Ghosts","2627270","https://store.steampowered.com/app/2627270"
"Tribu","1672981200000","false","760","9.99","3852","1.7782085137262402","75","Hobbyist","Iron Lizard Games","Iron Lizard Games","2159240","https://store.steampowered.com/app/2159240"
"Escape from Grustovia","1702530000000","false","6259","0.99","3852","0.998221608025864","86","Indie","Sebasa Games","Sebasa Games","2068980","https://store.steampowered.com/app/2068980"
"Room of Lust - Dirty Conversation With Mom","1719547200000","false","488","8.99","3852","1.1806424420528385","100","Hobbyist","HotBamboo","HotBamboo","3007360","https://store.steampowered.com/app/3007360"
"Doodle Creatures","1584244800000","false","960","11.99","3851","1.917629486144883","77","Indie","JoyBits Ltd.","JoyBits Ltd.","1020440","https://store.steampowered.com/app/1020440"
"CENTRALIA","1564459200000","false","928","4.99","3849","0.7904255969919417","14","Indie","indie_games_studio","indie_games_studio","1122110","https://store.steampowered.com/app/1122110"
