"name","firstReleaseDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl"
"Ball Wall","1682308800000","false","11","1.99","14","21.908385061609625","100","Hobbyist","BluePlanetGames","BluePlanetGames,BluePlanetGames Sounds","2382470","https://store.steampowered.com/app/2382470"
"simple shapes","1683259200000","false","16","0.99","14","0.25638888888888894","100","Hobbyist","odID","odID","2375050","https://store.steampowered.com/app/2375050"
"CAFE 0 ~The Sleeping Beast~ REMASTERED","1684468800000","false","1","19.99","14","4.358201638504745","100","Indie","ROSEVERTE","ROSEVERTE MYSTERY","2197750","https://store.steampowered.com/app/2197750"
"Mondrian 99","1684987200000","false","15","0.99","14","1.7892601334836622","100","Hobbyist","Happy","Happy","2376760","https://store.steampowered.com/app/2376760"
"捕快阿七：病镇 Bailiff A Qi:Sick town","1684987200000","false","10","1.99","14","0.3672260604961874","100","Hobbyist","16air","16air","2404330","https://store.steampowered.com/app/2404330"
"B..:EvaSive","1685678400000","false","7","3.99","14","8.556042158941084","100","Hobbyist","ZaxtorGameS","ZaxtorGameS","2435620","https://store.steampowered.com/app/2435620"
"SimpleTD","1686196800000","false","1","15.99","14","0","100","Hobbyist","MAZEHD","MAZEHD","2442830","https://store.steampowered.com/app/2442830"
"Synth Pong","1686628800000","false","6","2.99","14","3.5976011366064378","89","Hobbyist","VALOS","VALOS","2252970","https://store.steampowered.com/app/2252970"
"Neon Fantasy: Birds","1687924800000","false","30","1.99","14","0.752185531621112","56","Hobbyist","Quantum Quiver Games","Quantum Quiver Games","2474960","https://store.steampowered.com/app/2474960"
"Autofading_Se disparaître","1689825600000","false","1","15.99","14","0","0","Hobbyist","Sporobole","Sporobole","2479990","https://store.steampowered.com/app/2479990"
"The Eastern Drive : Car Simulator","1693281600000","false","20","2.99","14","1.6721224773897807","100","Hobbyist","BlackPanzerYZ","BlackPanzerYZ","2534190","https://store.steampowered.com/app/2534190"
"BROWN BOB","1697342400000","false","10","6.99","14","1.9091814422004245","100","Hobbyist","IVAN SHEPTUNOV","IVAN SHEPTUNOV","2356920","https://store.steampowered.com/app/2356920"
"Obesity Simulator","1694664000000","false","16","0.99","14","0.2202777777777777","100","Hobbyist","ShadeEleven","ShadeEleven","2571540","https://store.steampowered.com/app/2571540"
"ファントムゾーン　ダイモンズ  Phantom Zone DAIMONS","1696132800000","false","1","15.6","14","0","0","Hobbyist","ケイエル","ファントムゾーン観測室,ケイエル","2128680","https://store.steampowered.com/app/2128680"
"Emberrush","1699246800000","false","30","1.99","14","0","0","Hobbyist","SoomkaGames","SoomkaGames","2558050","https://store.steampowered.com/app/2558050"
"Strongloween: The Escape","1715140800000","false","1","13.99","14","29.270094801788897","100","Hobbyist","François Linck Games","François Linck","1917820","https://store.steampowered.com/app/1917820"
"Silver Moonlight","1699070400000","false","1","15.99","14","0","0","Hobbyist","Silver Cloud Games","Silver Cloud Games","2496770","https://store.steampowered.com/app/2496770"
"Friends Play Pool","1696305600000","false","1","5.99","14","3.19757518293959","100","Hobbyist","mwit","mwit","2568810","https://store.steampowered.com/app/2568810"
"Le corps-glitch (multitudes)","1696564800000","false","1","15.99","14","0","0","Hobbyist","Sporobole","Sporobole","2569890","https://store.steampowered.com/app/2569890"
"Eschatology","1699246800000","false","1","15.99","14","0","50","Hobbyist","lili K","lili K","2658250","https://store.steampowered.com/app/2658250"
"The King of Creation","1699246800000","false","1","15.99","14","0","0","Hobbyist","The King of Creation","The King of Creation","2655490","https://store.steampowered.com/app/2655490"
"Divine prophecy","1699419600000","false","1","15.99","14","0","0","Hobbyist","prophecy","prophecy","2660170","https://store.steampowered.com/app/2660170"
"Gemstone Puzzle Fury","1699419600000","false","30","1.99","14","0","100","Indie","Boogygames Studios","Boogygames Studios","2660870","https://store.steampowered.com/app/2660870"
"Ninja","1702011600000","false","15","10.99","14","0","0","Hobbyist","Yaremchuk","Yaremchuk","2488180","https://store.steampowered.com/app/2488180"
"The Line TD","1700283600000","false","13","4.99","14","0.47898180939174456","88","Hobbyist","","Gliding Star Games","2672990","https://store.steampowered.com/app/2672990"
"MULTIPLAYER BOTS","1700542800000","false","24","0.99","14","0.1498714285714286","71","Indie","Archor Games","Archor Wright","2684850","https://store.steampowered.com/app/2684850"
"NBody Gravitation","1700802000000","false","16","0.99","14","1.3966679107007633","100","Hobbyist","Sean Frett","Sean Frett","2674040","https://store.steampowered.com/app/2674040"
"Fragmented World","1715313600000","false","1","19.9","14","4.633377659934608","100","Hobbyist","Otadanku Productions","Otadanku Productions","2750910","https://store.steampowered.com/app/2750910"
"MailRabit","1706590800000","false","1","15.99","14","0","0","Hobbyist","turusaki","turusaki","2773250","https://store.steampowered.com/app/2773250"
"The Island","1715140800000","false","1","15.99","14","0","0","Hobbyist","027 Studios","027 Studios","2788220","https://store.steampowered.com/app/2788220"
"Endless ocean","1709528400000","false","30","0.99","14","0","0","Hobbyist","wang huimin","wang huimin","2837840","https://store.steampowered.com/app/2837840"
"Escape the Kreegan","1716696000000","true","8","4.99","14","0.2595666666666667","67","Hobbyist","Entropy Is Software Development","Entropy Is Software Development","2896000","https://store.steampowered.com/app/2896000"
"Memorial Circuit","1712808000000","false","1","15.99","14","3.3533124610290583","100","Hobbyist","Studio Elysian","Studio Elysian","2769640","https://store.steampowered.com/app/2769640"
"Phantasm","1714104000000","false","6","2.99","14","0.7595050970424306","100","Hobbyist","Nitox Games","Nitox Games","2913770","https://store.steampowered.com/app/2913770"
"Boom Lift Operator","1714104000000","false","1","15.99","14","0","0","Hobbyist","ATOMAXR PTE LTD","STITCH GAMES","2273520","https://store.steampowered.com/app/2273520"
"Cyborg Runner","1714363200000","false","14","1.99","14","1.3614895441043238","67","Hobbyist","Candy games studios","Candy games studios","2938030","https://store.steampowered.com/app/2938030"
"She is Home Alone","1715572800000","false","17","0.99","14","0.6085236932100165","40","Hobbyist","DHS","DHS","2880500","https://store.steampowered.com/app/2880500"
"Wayfarer","1715745600000","false","16","0.99","14","0.6026033571096331","67","Hobbyist","Alexis Octavio Colin Ortiz","Alexis Octavio Colin Ortiz,Miriam Karina Melgoza Gómez,Sergio Castillo Ocampo,Juan Carlos Colin Ortiz","2923900","https://store.steampowered.com/app/2923900"
"ButteredLilly's Random Quotes & Avatar Remote","1716955200000","false","1","15.99","14","0","0","Hobbyist","ButteredLilly","ButteredLilly","2600110","https://store.steampowered.com/app/2600110"
"Battleships and Carriers 2:  1940-1945","1727222400000","false","1","15.99","14","0","0","Indie","SLS","SLS","2949090","https://store.steampowered.com/app/2949090"
"Animal Race Run VR","1721088000000","false","11","2.99","14","0.2852777777777779","100","Hobbyist","Animal Race Run VR","Animal Race Run VR","2759750","https://store.steampowered.com/app/2759750"
"IMA SURVIVOR","1718078400000","false","23","0.99","14","1.7056091670555533","62","Indie","Archor Games","Archor Wright","3006430","https://store.steampowered.com/app/3006430"
"A room you can't exit unless you find the numbers","1723593600000","false","16","0.99","14","0.18416666666666665","50","Hobbyist","Tomo","Tomo","3122290","https://store.steampowered.com/app/3122290"
"High Impact","1723507200000","true","1","15.99","14","0","0","Hobbyist","Pixelapp","Pixelapp","3059050","https://store.steampowered.com/app/3059050"
"Not Enough Space","1725580800000","true","22","0.99","14","0.29946428571428574","25","Hobbyist","EmptyFridge","r0kee","2703690","https://store.steampowered.com/app/2703690"
"ROBOT OX","1724889600000","false","1","15.99","14","0","0","Hobbyist","PERSON 1 STUDIO","PAUL YEUNG","3144420","https://store.steampowered.com/app/3144420"
"Iron Guard","1671685200000","false","15","0.99","13","0","0","Hobbyist","Griffin G. Salazar","Griffin G. Salazar","2209210","https://store.steampowered.com/app/2209210"
"Knight Flight","1671685200000","false","1","1.99","13","0.5495979043778132","100","Hobbyist","Games Foundation GmbH","Sharkbyte","1595900","https://store.steampowered.com/app/1595900"
"《乱步馆》-断崖 -Precipice","1671598800000","false","15","0.99","13","2.7336302473976692","100","Hobbyist","多年以后的卡米拉","多年以后的卡米拉","2238810","https://store.steampowered.com/app/2238810"
"Epic Dragon","1671512400000","false","15","0.99","13","0","100","Hobbyist","Voge_Games","Voge_Games","2231310","https://store.steampowered.com/app/2231310"
