"name","firstReleaseDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl"
"StreamerBeater","1719792000000","false","377","0","0","1.3325314032464624","89","Hobbyist","N.R.","N.R.","3045060","https://store.steampowered.com/app/3045060"
"Survive the Squids","1719792000000","false","307","0","0","1.195257637040264","83","Hobbyist","StyleHead Games, LLC","StyleHead Games, LLC","2992050","https://store.steampowered.com/app/2992050"
"AfterM.A.T.H. ","1719878400000","false","481","0","0","0.6367689332819124","38","Hobbyist","遊樂黨 Yo!DawnLa","遊樂黨 Yo!DawnLa","1092610","https://store.steampowered.com/app/1092610"
"Banana 2: Fruit","1719878400000","false","2333","0","0","23.044793432097016","44","Indie","Self-Published","Joseph Green","1128980","https://store.steampowered.com/app/1128980"
"Lil'Johnny Watermelon Smash","1719964800000","false","56","0","0","2.8560640115989218","100","Hobbyist","Panther Game Design Studio","Panther Game Design Studio","2958250","https://store.steampowered.com/app/2958250"
"Low Batt","1721260800000","true","171","0","0","1.6153887553676258","90","Hobbyist","ESAT","ESAT,Watermill Studios","2999260","https://store.steampowered.com/app/2999260"
"Mirth Melody","1723680000000","false","9536","0","0","0.3109709456608132","93","Hobbyist","Clay Game Studio","Clay Game Studio","1721960","https://store.steampowered.com/app/1721960"
"Number Fields","1720051200000","false","96","0","0","2.9333740060072997","100","Hobbyist","Lesley Vaden","Lesley Vaden","3030590","https://store.steampowered.com/app/3030590"
"Pixel Flip","1720396800000","false","340","0","0","3.2305207838252423","100","Hobbyist","RecursionSplash","RecursionSplash","3045510","https://store.steampowered.com/app/3045510"
"Poop","1720051200000","false","23610","0","0","12.715453858660045","61","Hobbyist","thug lifers","thug lifers","1506810","https://store.steampowered.com/app/1506810"
"Pralai Song of The Last Empire","1719878400000","false","144","0","0","2.604189039595277","100","Hobbyist","InfiniteLand Game","KeanFah,Dimsumcat","3012660","https://store.steampowered.com/app/3012660"
"SHADOW PUPPET","1720742400000","false","148","0","0","2.050841065145582","100","Hobbyist","ADHDev","ADHDev","3055460","https://store.steampowered.com/app/3055460"
"The Final Act","1719964800000","false","108","0","0","1.3994302136304868","86","Hobbyist","Mika Pi","One Electron Universe","3058180","https://store.steampowered.com/app/3058180"
"Utility for the Soul","1726099200000","false","51","0","0","0.23291666666666663","100","Hobbyist","Lithuanian National Museum of Art","Weekend Warriors","3047680","https://store.steampowered.com/app/3047680"
"アパシー荒井昭二　～牧場奇譚～","1721433600000","false","794","0","0","0.6668261446620121","71","Indie","七転び八転がり,SHANNON","七転び八転がり,SHANNON","3007690","https://store.steampowered.com/app/3007690"
"Farm Debt Repay Life:Prologue","1720051200000","false","284","0","0","2.5237178481339835","71","Hobbyist","Rail1000","Rail1000","3044180","https://store.steampowered.com/app/3044180"
"彩虹捕鱼","1722384000000","false","1058","0","0","2.6964456498315177","86","Hobbyist","彩虹捕鱼","彩虹捕鱼","3042450","https://store.steampowered.com/app/3042450"
"A Good Cat and The Graduate Life","1723161600000","false","1901","0","0","0.745165383386943","100","Hobbyist","Norphel Lynn","Norphel Lynn","3025020","https://store.steampowered.com/app/3025020"
"100 Hiddensaurs","1723075200000","false","1734","0","0","0.6792650800458849","67","Hobbyist","GUNTER GAMES","GUNTER GAMES","3043330","https://store.steampowered.com/app/3043330"
"Apple Clicker","1720137600000","false","1227","0","0","4.160039825907073","34","Hobbyist","SharpMustDie","SharpMustDie","3056600","https://store.steampowered.com/app/3056600"
