"name","firstReleaseDate","earlyAccessExitDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl"
"Forest Fire","1673326800000","1683086400000","false","2287","5.99","10798","3.74174075865625","91","Indie","Chute Apps","Chute Apps","2242220","https://store.steampowered.com/app/2242220"
"Ten Bells","1724976000000","","false","1381","9.99","10798","1.4824801270537529","99","Indie","Hillfort Games","Hillfort Games,Acrylic Pixel","3044030","https://store.steampowered.com/app/3044030"
"Broken Dreams","1455858000000","","false","18081","1.99","10797","4.16050757535194","70","Indie","New Reality Games","Mihai Morosanu","444480","https://store.steampowered.com/app/444480"
"The Prism","1441252800000","","false","5328","4.99","10795","5.3876152849914405","69","Indie","Volens Nolens Games","Nikhil. T,Gabriel. H","399420","https://store.steampowered.com/app/399420"
"Raiders Of The Lost Island","1564632000000","1599019200000","false","1138","12.99","10793","5.112835603915374","92","Indie","Last Tales","Last Tales","867980","https://store.steampowered.com/app/867980"
"Mutant Alley: Do The Dinosaur","1615438800000","","false","3434","3.99","10792","4.031164457439539","91","Indie","TailsUp4Tyranno","TailsUp4Tyranno","1556770","https://store.steampowered.com/app/1556770"
"Paper Dungeons","1393632000000","1429502400000","false","1802","4.99","10790","4.69436577776803","51","Indie","Agent Mega","Stephane Valverde,Leslie Valverde","283040","https://store.steampowered.com/app/283040"
"FORGE SIMULATOR","1717992000000","","false","1324","10.99","10790","2.780473334306947","91","Indie","GreenOnionGames","GreenOnionGames","2908490","https://store.steampowered.com/app/2908490"
"ARMS DOLL","1664510400000","","false","780","18.99","10789","4.075269626511012","94","Indie","Mumyou Tsujigiri","Mumyou Tsujigiri","1877800","https://store.steampowered.com/app/1877800"
"Celestian Tales: Realms Beyond","1588824000000","","false","1025","14.99","10787","8.059948269018392","69","Indie","Digital Tribe","Ekuator Games,Agate","684700","https://store.steampowered.com/app/684700"
"Obscura","1501128000000","","false","1476","5.99","10787","0.6820189460982249","60","Hobbyist","","Obscura Team","563420","https://store.steampowered.com/app/563420"
"Ryte - The Eye of Atlantis","1611723600000","","false","888","10.99","10781","1.8384034674896088","61","Indie","Orichalcum Pictures","Orichalcum Pictures,Ebim Studio,Digiteyes,VR-Connection","855390","https://store.steampowered.com/app/855390"
"Rasetsu Fumaden","1660276800000","","false","1000","17.99","10777","8.311911853774802","89","Indie","GAMER Plan","exeCUTE","1844400","https://store.steampowered.com/app/1844400"
"Agent Awesome","1424149200000","","false","7051","0.99","10774","3.635580064048799","62","Indie","Conglomerate 5","Chaos Industries","345220","https://store.steampowered.com/app/345220"
"Airport Simulator 3: Day & Night","1614834000000","","false","1599","14.99","10773","3.9614284122441243","21","Indie","United Independent Entertainment","United Independent Entertainment","502470","https://store.steampowered.com/app/502470"
"Boss Rush: Mythology","1594353600000","","false","5198","4.99","10772","4.413257449755206","77","Indie","Alexey Suslin","Alexey Suslin","1237870","https://store.steampowered.com/app/1237870"
"Doppelgänger","1703134800000","","false","921","12.99","10767","2.042311852844616","100","Indie","HOLOSTARS English","HOLOSTARS English","2687600","https://store.steampowered.com/app/2687600"
"Bury Me, My Love","1547096400000","","false","4656","4.99","10765","3.113758015887806","66","Indie","PID Games","The Pixel Hunt,ARTE France,FIGS","808090","https://store.steampowered.com/app/808090"
"Stick to the Plan","1694491200000","","false","1293","11.99","10765","2.1502035285198238","98","Indie","Dead Pixel Tales,SpaceJazz","Dead Pixel Tales","2334280","https://store.steampowered.com/app/2334280"
"Bionic Battle Mutants","1508817600000","","false","2590","4.99","10761","4.484308980204636","83","Indie","Monkeynetics","Monkeynetics","625820","https://store.steampowered.com/app/625820"
"House of 1000 Doors: Evil Inside","1552276800000","","false","4183","6.99","10759","4.186729027792323","70","Indie","Alawar Casual","Five BN","1038620","https://store.steampowered.com/app/1038620"
"Erotic Justice","1699592400000","","false","1311","9.99","10759","1.7457460565990648","88","Indie","Blue Smut Studios","Blue Smut Studios","2539120","https://store.steampowered.com/app/2539120"
"LOST CAVE","1543554000000","","true","616","19.99","10758","0.9576292798651591","89","Indie","SANBAE","SANBAE","946340","https://store.steampowered.com/app/946340"
"Don't Die Dateless, Dummy!","1458532800000","","false","4140","2.99","10757","1.4809432434976684","63","Indie","cupholder","cupholder","455490","https://store.steampowered.com/app/455490"
"Silver Box Classics","1679889600000","","false","1351","9.99","10757","15.03977650291058","89","Indie","SNEG","Strategic Simulations","2344020","https://store.steampowered.com/app/2344020"
"Hijacker Jack : ARCADE FMV","1607317200000","","false","2021","1.99","10753","1.1827597065894875","63","Indie","New IDEA Games","New IDEA Games","1422730","https://store.steampowered.com/app/1422730"
"Starship Commander: Arcade","1599710400000","","false","2025","7.99","10751","0.5636130204627168","67","Indie","Human Interact","Human Interact","598400","https://store.steampowered.com/app/598400"
"I Need Spirit: Off Road Edition","1551934800000","","false","1054","0.99","10751","1.369208917611959","53","Hobbyist","","dev dev","1015470","https://store.steampowered.com/app/1015470"
"Fort Sumter: The Secession Crisis","1558411200000","","false","3513","7.99","10748","6.4266172574408875","85","Indie","Playdek, Inc.","Playdek, Inc.","1041940","https://store.steampowered.com/app/1041940"
"Skibidi Toilets: Invasion","1707800400000","","false","2490","4.99","10747","2.4368793618867817","71","Indie","Quad Labs","Quad Labs","2550480","https://store.steampowered.com/app/2550480"
"Hentai Dojo","1535083200000","","false","6000","1.99","10746","19.76213583266463","65","Indie","RewindApp","RewindApp","914140","https://store.steampowered.com/app/914140"
"The Galactic Harem Handbook: Chapter 1 - NSFW Sci-Fi Porn","1705554000000","","false","4182","2.99","10746","1.034176752497962","66","Indie","XCentric","XCentric","2442100","https://store.steampowered.com/app/2442100"
"Zero IDLE","1603166400000","","false","47468","0","10745.565830813177","26.206454991203536","71","Indie","ZeroWorldwide","ZeroWorldwide","1236240","https://store.steampowered.com/app/1236240"
"The Last Hope: Trump vs Mafia - North Korea","1484888400000","","false","11988","4.99","10743","4.259405130080975","54","Indie","new dev","new dev","581030","https://store.steampowered.com/app/581030"
"MECHBLAZE","1604638800000","","false","1865","9.99","10741","2.0661022855301754","94","Indie","Henteko Doujin","ASTRO PORT","1398500","https://store.steampowered.com/app/1398500"
"Mowin' & Throwin'","1532736000000","1559275200000","false","784","14.99","10738","2.5289679205475077","91","Indie","House Pixel Games","House Pixel Games","762030","https://store.steampowered.com/app/762030"
"Gangbanged by Orcs and Goblins!","1717560000000","","false","4020","4.99","10737","1.320493032691886","74","Indie","Goblin Games Group","Goblin Games Group,Casgra","2961650","https://store.steampowered.com/app/2961650"
"Endless Horde","1491796800000","","false","11952","0.99","10736","4.512834962771332","68","Indie","Ominous Entertainment","","618610","https://store.steampowered.com/app/618610"
"Survival Quiz CITY おまつり編","1696996800000","","false","6450","0","10735.350522705956","10.398206105857055","56","Indie","Phoenixx Inc.","Bandai Namco Studios Inc.","2328530","https://store.steampowered.com/app/2328530"
"Horse Paradise - My Dream Ranch","1513314000000","","false","1973","9.99","10735","6.065568600051808","70","Indie","App Business Ventures LLC","Foxie Games","764240","https://store.steampowered.com/app/764240"
"Cocaine Dealer","1638939600000","","true","3290","3.99","10733","14.334679570840862","83","Indie","Stone/Spark Games","Stone/Spark Games","1341300","https://store.steampowered.com/app/1341300"
"Galaxy Champions TV","1536206400000","","false","2958","6.99","10733","2.9984134864300693","95","Indie","aQuadiun","aQuadiun","842750","https://store.steampowered.com/app/842750"
"Champions of Breakfast","1459468800000","1466654400000","false","4408","2.99","10731","5.874255393941522","98","Indie","Pirate Software","Pirate Software","454380","https://store.steampowered.com/app/454380"
"Devious Dungeon 2","1603252800000","","false","2236","7.99","10730","5.03995925330912","81","Indie","Ratalaika Games S.L.,Meridian4","Woblyware,Ratalaika Games S.L.","1059890","https://store.steampowered.com/app/1059890"
"TheMemory","1538352000000","1556769600000","false","2050","8.99","10729","1.3279821363632411","78","Indie","TeamNPC","TeamNPC","946380","https://store.steampowered.com/app/946380"
"The Tower of Five Hearts","1542171600000","","false","810","14.99","10725","15.657730906253013","92","Indie","MangaGamer","TsukiWare","961640","https://store.steampowered.com/app/961640"
"Haegemonia: The Solon Heritage","1398916800000","","false","7661","4.99","10724","7.200142181883944","68","Indie","Microids","Digital Reality","294790","https://store.steampowered.com/app/294790"
"Tokyo Onmyoji -The Tale of Rei Tengenjibashi-","1647489600000","","false","368","34.99","10724","16.097388943632936","94","Indie","Moonchime Studios","HolicWorks","1818780","https://store.steampowered.com/app/1818780"
"Foster: Ghost Child | 養小鬼","1659585600000","","false","2079","5.99","10723","1.2068340701401052","43","Indie","Lsgamedev","Lsgamedev","2072890","https://store.steampowered.com/app/2072890"
"Tainted Fate","1527480000000","1603944000000","false","928","9.99","10722","0.9131213103921961","54","Indie","Delta Reality,Misfit Village","Delta Reality,Misfit Village","858250","https://store.steampowered.com/app/858250"
