"name","firstReleaseDate","earlyAccessExitDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl"
"Battle Teams 2","1656302400000","1658289600000","false","1243399","0","9362299.310775839","12.605900391715235","57","Indie","Wizard Games","Wizard Games","1969870","https://store.steampowered.com/app/1969870"
"MONOPOLY® PLUS","1504756800000","","false","1279365","14.99","9343112","6.3984201517520605","0","AAA","Ubisoft","Ubisoft Pune","562810","https://store.steampowered.com/app/562810"
"FreshWomen - Season 1","1660881600000","","false","992105","13.99","9340010","7.065397133462623","96","Indie","OppaiMan","OppaiMan","1350650","https://store.steampowered.com/app/1350650"
"House Party","1498795200000","1657857600000","false","827453","24.99","9333195","11.12606068681359","87","Indie","Eek! Games, LLC","Eek! Games, LLC","611790","https://store.steampowered.com/app/611790"
"Minecraft Dungeons","1632283200000","","false","648471","19.99","9323268","21.997557972655358","92","AAA","Xbox Game Studios","Mojang Studios,‪Double Eleven","1672970","https://store.steampowered.com/app/1672970"
"SCP: 5K","1645506000000","","true","600415","19.99","9313721","4.816419801371133","81","Indie","Affray Interactive","Affray Interactive","872670","https://store.steampowered.com/app/872670"
"Shin Megami Tensei V: Vengeance","1718251200000","","false","178286","59.99","9296849","36.90413454017941","0","AA","SEGA","ATLUS","1875830","https://store.steampowered.com/app/1875830"
"Kingdoms Reborn","1604293200000","","true","572472","19.99","9281608","22.565644143194735","91","Indie","Earthshine","Earthshine","1307890","https://store.steampowered.com/app/1307890"
"Cosmoteer: Starship Architect & Commander","1666584000000","","true","551240","19.99","9257801","26.874381820431104","95","Indie","Walternate Realities","Walternate Realities","799600","https://store.steampowered.com/app/799600"
"City Car Driving","1478145600000","","false","1200151","24.99","9239245","23.678100461828976","82","Indie","Forward Global Group, Ltd.","Forward Development, Ltd.","493490","https://store.steampowered.com/app/493490"
"TUNIC","1647403200000","","false","428620","29.99","9222335","12.091419993914403","93","Indie","Finji","TUNIC Team","553420","https://store.steampowered.com/app/553420"
"Monster Hunter Stories 2: Wings of Ruin","1625716800000","","false","374483","39.99","9197639","44.69641843631616","83","AAA","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.","1277400","https://store.steampowered.com/app/1277400"
"Shovel Knight: Treasure Trove","1403755200000","","false","691984","39.99","9174186","15.65610225631388","96","Indie","Yacht Club Games","Yacht Club Games","250760","https://store.steampowered.com/app/250760"
"A.V.A Global","1661227200000","","false","495545","0","9160850.202521322","24.686605424292466","47","Indie","Valiant","Valiant","1473480","https://store.steampowered.com/app/1473480"
"Warhammer 40,000: Dawn of War II - Anniversary Edition","1234933200000","","false","994351","49.99","9138827","23.11198339995199","89","AA","SEGA,Feral Interactive (Mac/Linux)","Relic Entertainment,Feral Interactive (Mac/Linux)","15620","https://store.steampowered.com/app/15620"
"LEGO® Worlds","1433116800000","1488862800000","false","731677","29.99","9138332","14.024164003002305","78","AA","Warner Bros. Interactive Entertainment","TT Games,Traveller's Tales","332310","https://store.steampowered.com/app/332310"
"AdVenture Capitalist","1427688000000","","false","4875775","0","9124503.59566506","39.774020891230215","88","Indie","Hyper Hippo Games","Hyper Hippo Games","346900","https://store.steampowered.com/app/346900"
"Life is Strange: Before the Storm","1504152000000","","false","997755","16.99","9084658","10.829589637842282","93","AA","Square Enix,Feral Interactive (Mac),Feral Interactive (Linux)","Deck Nine,Feral Interactive (Mac),Feral Interactive (Linux)","554620","https://store.steampowered.com/app/554620"
"Bendy and the Ink Machine","1493265600000","","false","1127435","19.99","9078945","5.073279065221515","88","Indie","Joey Drew Studios","Joey Drew Studios","622650","https://store.steampowered.com/app/622650"
"Evil West","1669006800000","","false","356455","49.99","9071916","6.413900926912692","75","AA","Focus Entertainment","Flying Wild Hog","1065310","https://store.steampowered.com/app/1065310"
"Surgeon Simulator","1366344000000","","false","1989151","9.99","9058900","5.955196103806164","82","Indie","Infogrames","Bossa Studios","233720","https://store.steampowered.com/app/233720"
"GRIS","1544677200000","","false","1379129","14.99","9053338","3.8696955629635634","97","AA","Devolver Digital","Nomada Studio","683320","https://store.steampowered.com/app/683320"
"Warhammer 40,000: Dawn of War II: Retribution","1298869200000","","false","452664","29.99","9048697","47.908445806844824","91","AA","SEGA,Feral Interactive (Mac/Linux)","Relic Entertainment,Feral Interactive (Mac/Linux)","56437","https://store.steampowered.com/app/56437"
"Hatsune Miku: Project DIVA Mega Mix+","1653537600000","","false","421955","39.39","9039238","17.870182555667633","93","AA","SEGA","SEGA","1761390","https://store.steampowered.com/app/1761390"
