"name","firstReleaseDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl"
"THE ドア","1721952000000","false","169","0","0","0.20583333333333334","75","Hobbyist","SnowCable","SnowCable","3083890","https://store.steampowered.com/app/3083890"
"Watch","1720915200000","false","5916","0","0","39.05159746267709","66","Indie","Quiet River","Quiet River","894060","https://store.steampowered.com/app/894060"
"Boundary Master","1722038400000","false","1","0.99","0","0","100","Hobbyist","香港美心","香港美心","3071370","https://store.steampowered.com/app/3071370"
"Chicken","1722124800000","false","4430","0","0","4.055808534194094","60","Hobbyist","Flavorless Art","Flavorless Art","3099520","https://store.steampowered.com/app/3099520"
"Ghost Story","1722038400000","false","1","0.99","0","0","0","Hobbyist","香港美心","香港美心","3097930","https://store.steampowered.com/app/3097930"
"Hamster Bomba","1722556800000","false","1","0.99","0","0","0","Hobbyist","Performance Artist","Performance Artist","3101350","https://store.steampowered.com/app/3101350"
"Weeping Amber Prologue","1722470400000","false","68","0","0","2.0005893385055504","100","Hobbyist","Splintercat Studio","Splintercat Studio","3056720","https://store.steampowered.com/app/3056720"
"whiskers","1722038400000","false","1","0.99","0","0","0","Hobbyist","香港美心","香港美心","3097940","https://store.steampowered.com/app/3097940"
"War of the Gods: Prologue","1725408000000","false","436","0","0","0.8609544492633439","100","Hobbyist","WiseGames","YCGame","3101710","https://store.steampowered.com/app/3101710"
"A Better Tomorrow","1722384000000","false","257","0","0","1.853969571854762","93","Hobbyist","GoragarX","GoragarX","3022780","https://store.steampowered.com/app/3022780"
"Escape from exit 7 of the theater","1722124800000","false","1","0.99","0","0","0","Hobbyist","PlayBear","PlayBear","3088160","https://store.steampowered.com/app/3088160"
"Flong: Directors Cut","1722038400000","false","1","0.99","0","0","0","Hobbyist","Carnyval Games","Carny","3078460","https://store.steampowered.com/app/3078460"
"Mages of Osmea","1723680000000","false","514","0","0","2.367477213441153","86","Hobbyist","Robin Spiess","Robin Spiess","2415650","https://store.steampowered.com/app/2415650"
"Tech Store Simulator: Prologue","1721606400000","false","4461","0","0","2.4479927035953595","79","Indie","Astrasoft","Astrasoft","3069570","https://store.steampowered.com/app/3069570"
"TobPaCharge","1722297600000","false","73","0","0","0.38041234703593185","67","Hobbyist","Beatmil","Beatmil","3094590","https://store.steampowered.com/app/3094590"
"Turte","1722124800000","false","464","0","0","0.43254592180171975","11","Hobbyist","Turte","Turte","3078730","https://store.steampowered.com/app/3078730"
"Capital","1722211200000","true","308","0","0","0.3449785424745884","40","Hobbyist","Matthew Crickmore","Matthew Crickmore","3059150","https://store.steampowered.com/app/3059150"
"Diamond","1722211200000","false","606","0","0","22.585229408120192","32","Hobbyist","DD-Double-D","DD-Double-D","3058790","https://store.steampowered.com/app/3058790"
"NokNok","1723852800000","false","600","0","0","0.7124485587588817","45","Hobbyist","OGen","OGen","3098430","https://store.steampowered.com/app/3098430"
"Poetry Pigeon","1722470400000","false","696","0","0","1.018000444924565","97","Hobbyist","T. T. Hew Games","T. T. Hew Games","2942420","https://store.steampowered.com/app/2942420"
"Quacker Bros : First Heist","1722211200000","false","5031","0","0","0.8829489300083904","96","Hobbyist","Reima Project","Reima Project","3103830","https://store.steampowered.com/app/3103830"
"Loopstructor:Prologue","1722211200000","false","1413","0","0","2.4381075109236465","83","Indie","Pone Games","Pone Games","3065690","https://store.steampowered.com/app/3065690"
"A Smoker's Story","1722643200000","false","68","0","0","1.6348948664559448","100","Hobbyist","R.H. Industries,燃核工业","R.H. Industries,燃核工业","2941890","https://store.steampowered.com/app/2941890"
"Alterworld","1722384000000","true","45","0","0","0.1760416666666667","100","Hobbyist","Poonpoonza","Poonpoonza","3101340","https://store.steampowered.com/app/3101340"
"Ball Control","1722384000000","false","740","0","0","1.5174136218081549","73","Hobbyist","edybtt Studios","edybtt Studios","3096840","https://store.steampowered.com/app/3096840"
"ball","1722384000000","false","3313","0","0","25.83131006328775","73","Hobbyist","ball","ball","3095590","https://store.steampowered.com/app/3095590"
"Banana & Tomato","1725580800000","false","1670","0","0","5.820013685891317","67","Hobbyist","Noex","Noex,Mordecai","3101160","https://store.steampowered.com/app/3101160"
"Bug.Splash TD","1722297600000","false","132","0","0","0.44781338417807576","100","Hobbyist","UglyBudgetPrettyProduct","UglyBudgetPrettyProduct","3083240","https://store.steampowered.com/app/3083240"
"CHROMA","1722470400000","false","900","0","0","1.5716701433903073","89","Hobbyist","Dragonfly Games","Dragonfly Games","3050180","https://store.steampowered.com/app/3050180"
"CoinForge","1724976000000","false","3689","0","0","2.1781134715098713","43","Hobbyist","Aleksander Dolny","Aleksander Dolny","3075700","https://store.steampowered.com/app/3075700"
"Desktop Pets","1722729600000","false","858","0","0","15.466540948091437","50","Hobbyist","Blizer","Blizer,vibezzzzzzzzzzzzzzzzzzzz","3077030","https://store.steampowered.com/app/3077030"
"Dinos","1725321600000","false","1079","0","0","3.449256787365477","37","Hobbyist","Twig","Twig","3101290","https://store.steampowered.com/app/3101290"
"Extreme Reaction","1723334400000","false","1","0.99","0","0","0","Hobbyist","WangCai","WangCai","3077240","https://store.steampowered.com/app/3077240"
"Force of Numbers","1722988800000","true","68","0","0","1.9470449369839495","100","Hobbyist","INNO","INNO","3101510","https://store.steampowered.com/app/3101510"
"Geometry Dabs - Save the World","1722297600000","true","544","0","0","1.389011539700107","55","Hobbyist","Ja'kalem studios","Ja'kalem studios","3095010","https://store.steampowered.com/app/3095010"
"Gladiate!","1723593600000","false","80","0","0","0.35952419010930087","100","Hobbyist","Teicsoft","Teicsoft","3106750","https://store.steampowered.com/app/3106750"
"Gold Mine Dash","1722384000000","false","1","0.99","0","0","0","Indie","Boogygames Studios","Boogygames Studios","3108470","https://store.steampowered.com/app/3108470"
"HeartWare","1722384000000","false","404","0","0","0.36384454983189296","82","Hobbyist","Sabiá Studios","Sabiá Studios","3105050","https://store.steampowered.com/app/3105050"
"Kakuro++","1722384000000","false","313","0","0","4.285522581248578","100","Hobbyist","Chaviro Software","Chaviro Software","3068680","https://store.steampowered.com/app/3068680"
"Kawaii Slime","1723161600000","false","373","0","0","10.727350220555508","43","Hobbyist","GrumpyOldGuy","GetOffMyLawn","3069860","https://store.steampowered.com/app/3069860"
"Ker-Chunk!","1722384000000","false","68","0","0","0","100","Hobbyist","Mint Manifest","Mint Manifest","2945240","https://store.steampowered.com/app/2945240"
"Mageanoid","1722297600000","false","50","0","0","1.4970175346123926","100","Hobbyist","Bloodmage Software","Bloodmage Software","3104840","https://store.steampowered.com/app/3104840"
"Nordhold: Origins","1724976000000","false","27149","0","0","6.588927948382709","95","Indie","HypeTrain Digital,StunForge","StunForge","3086510","https://store.steampowered.com/app/3086510"
"Pug'llector","1722297600000","false","860","0","0","27.56926792312036","44","Hobbyist","Boreal View Studio","Boreal View Studio","3067050","https://store.steampowered.com/app/3067050"
"Szikra","1724112000000","false","468","0","0","0.9859804985306638","96","Hobbyist","Imre Pap","Imre Pap","3107250","https://store.steampowered.com/app/3107250"
"TCG Card Shop Simulator: Prologue","1722902400000","false","404863","0","0","5.796248551818682","98","Indie","OPNeon Games","OPNeon Games","3103840","https://store.steampowered.com/app/3103840"
"Together in Between: Chapter One","1722816000000","false","23961","0","0","2.103074980063352","72","Indie","Vellichor Games","Vellichor Games","3095080","https://store.steampowered.com/app/3095080"
"Undead Exterminator","1722297600000","false","1","0.99","0","0","0","Hobbyist","GLHF_Studio","GLHF_Studio","3095120","https://store.steampowered.com/app/3095120"
"Virtual Fight World","1725235200000","false","71","0","0","0.19296875000000005","40","Hobbyist","Joel Armour","Joel Armour","3080270","https://store.steampowered.com/app/3080270"
"VR traffic safety with Polly","1723507200000","false","34","0","0","0","100","Hobbyist","gelten","gelten","3076850","https://store.steampowered.com/app/3076850"
