"name","firstReleaseDate","earlyAccessExitDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl"
"Helping the Hotties","1618459200000","1693454400000","false","96601","14.99","1089260","8.813798837098492","84","Indie","xRed Games","xRed Games","1590730","https://store.steampowered.com/app/1590730"
"Deathtrap","1412121600000","1423026000000","false","132195","19.99","1089123","15.500110577037093","84","Indie","NeocoreGames","NeocoreGames","310510","https://store.steampowered.com/app/310510"
"Feign","1634961600000","","true","376410","4.99","1088985","7.95763872067065","90","Indie","Teneke Kafalar","Teneke Kafalar","1436990","https://store.steampowered.com/app/1436990"
"Junkyard Simulator","1634097600000","","true","108885","19.99","1088557","4.764498563469227","62","AA","PlayWay S.A.","Rebelia Games","671970","https://store.steampowered.com/app/671970"
"Crow Country","1715227200000","","false","63581","19.99","1088388","4.800724137468888","99","Indie","SFB Games","SFB Games","1996010","https://store.steampowered.com/app/1996010"
"StarDrive","1366948800000","","false","125492","29.99","1087968","17.444320612311756","44","Hobbyist","","Zero Sum Games","220660","https://store.steampowered.com/app/220660"
"Cat Cafe Manager","1649908800000","","false","83603","19.99","1087564","9.091997589527677","88","Indie","indie.io","Roost Games","1354830","https://store.steampowered.com/app/1354830"
"Rebirth:Mr Wang","1601697600000","","false","368601","3.99","1086971","12.330173036867048","81","Indie","DSGame","DSGame","1394800","https://store.steampowered.com/app/1394800"
"Unravel","1591243200000","","false","272487","19.99","1082833","4.854692571919534","91","AAA","Electronic Arts","Coldwood Interactive","1225560","https://store.steampowered.com/app/1225560"
"Drunkn Bar Fight","1480309200000","","true","98889","13.99","1082469","2.5809984684648835","75","Indie","The Munky","The Munky","528550","https://store.steampowered.com/app/528550"
"Vacation Simulator","1554782400000","","false","43117","29.99","1082354","8.594596528713879","92","Indie","Owlchemy Labs","Owlchemy Labs","726830","https://store.steampowered.com/app/726830"
"Insaniquarium Deluxe","1156910400000","","false","408903","4.99","1081819","5.1564441492323585","97","Indie","PopCap Games, Inc.,Electronic Arts","PopCap Games, Inc.","3320","https://store.steampowered.com/app/3320"
