"name","firstReleaseDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl","earlyAccessExitDate"
"Two Point Campus","1660017600000","false","454951","29.99","7259760","30.684010304034203","87","AA","SEGA","Two Point Studios","1649080","https://store.steampowered.com/app/1649080",""
"Stoneshard","1580965200000","true","590867","24.99","7247044","26.65242760429197","75","Indie","HypeTrain Digital","Ink Stains Games","625960","https://store.steampowered.com/app/625960",""
"Granblue Fantasy Versus: Rising","1702443600000","false","164140","49.99","7237712","67.78141754756113","81","AA","Cygames, Inc.","Cygames, Inc.,Arc System Works","2157560","https://store.steampowered.com/app/2157560",""
"Space Haven","1590033600000","true","467379","22.99","7235777","20.752168698921334","87","Indie","Bugbyte Ltd.","Bugbyte Ltd.","979110","https://store.steampowered.com/app/979110",""
"DAEMON X MACHINA","1581570000000","false","195640","49.99","7234744","13.916011427136812","88","AA","XSEED Games,Marvelous USA, Inc.,Marvelous","Marvelous Inc.","1167450","https://store.steampowered.com/app/1167450",""
"ZERO Sievert","1668488400000","true","419683","19.99","7232110","18.203386457099107","87","Indie","Modern Wolf","CABO Studio","1782120","https://store.steampowered.com/app/1782120",""
"EA SPORTS™ WRC","1698897600000","false","210234","49.99","7207924","27.813277001543486","68","AAA","Electronic Arts","Codemasters","1849250","https://store.steampowered.com/app/1849250",""
"Riders Republic","1686196800000","false","719887","39.99","7203716","9.692448967662738","84","Indie","Ubisoft Entertainment","Ubisoft Annecy,Ubisoft Belgrade,Ubisoft Kyiv,Ubisoft Pune,Ubisoft Odesa","2290180","https://store.steampowered.com/app/2290180",""
"One Piece Pirate Warriors 3","1440648000000","false","461459","39.99","7185999","16.64628186194522","80","AA","BANDAI NAMCO Entertainment","KOEI TECMO GAMES CO., LTD.","331600","https://store.steampowered.com/app/331600",""
"Sonic & All-Stars Racing Transformed Collection","1359608400000","false","859956","19.99","7178995","8.717091466663232","94","AA","SEGA","Sumo Digital","212480","https://store.steampowered.com/app/212480",""
"THE KING OF FIGHTERS XV","1644987600000","false","298290","59.99","7165333","34.33634106313207","83","Indie","SNK CORPORATION","SNK CORPORATION","1498570","https://store.steampowered.com/app/1498570",""
"Onward","1472443200000","true","418729","24.99","7163051","11.031227103579123","69","Indie","Downpour Interactive","Downpour Interactive","496240","https://store.steampowered.com/app/496240",""
"Pacify","1550811600000","false","2322124","4.99","7160021","10.271028222657636","87","Indie","Hitchcock Games","Shawn Hitchcock","967050","https://store.steampowered.com/app/967050",""
"HOT WHEELS UNLEASHED™","1632974400000","false","378925","39.99","7150680","7.26357677920703","78","Indie","Milestone S.r.l.","Milestone S.r.l.","1271700","https://store.steampowered.com/app/1271700",""
"Far Cry 3 - Blood Dragon","1367380800000","false","1373508","14.99","7133057","7.0146727467867676","88","AAA","Ubisoft","Ubisoft Montreal","233270","https://store.steampowered.com/app/233270",""
"Remember Me","1370232000000","false","654120","29.99","7115719","6.919002822977689","83","AA","Capcom","DONTNOD Entertainment","228300","https://store.steampowered.com/app/228300",""
"Skullgirls 2nd Encore","1377144000000","false","1463545","24.99","7115639","14.694733304176983","89","Indie","Autumn Games","Hidden Variable Studios","245170","https://store.steampowered.com/app/245170",""
"Tower Unite","1460088000000","true","640617","19.99","7107965","40.25590065672159","90","Indie","PixelTail Games","PixelTail Games","394690","https://store.steampowered.com/app/394690",""
