"name","firstReleaseDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl"
"Survivalo","1721088000000","false","1","0.99","0","0","0","Hobbyist","NAD Games","NAD Games","3066950","https://store.steampowered.com/app/3066950"
"Welcome to the Ungdung Cafe","1721520000000","false","182","0","0","1.0280379816414644","71","Hobbyist","Newmoonhana","Newmoonhana,Hetetet","2964060","https://store.steampowered.com/app/2964060"
"Alcoholic Daddy","1721088000000","false","1","0.99","0","0","100","Hobbyist","NAD Games","NAD Games","3067060","https://store.steampowered.com/app/3067060"
"Boom and Rum","1721088000000","false","1","0.99","0","0","0","Hobbyist","NAD Games","NAD Games","3067380","https://store.steampowered.com/app/3067380"
"Bottle Collector Run","1721088000000","false","1","0.99","0","0","0","Hobbyist","NAD Games","NAD Games","3067010","https://store.steampowered.com/app/3067010"
"Click the Chick","1722124800000","false","951","0","0","1.8212486439118447","35","Hobbyist","OWO Games","OWO Games","3074090","https://store.steampowered.com/app/3074090"
"Coconut","1722470400000","false","1892","0","0","21.085961652547542","60","Hobbyist","Mr_IO, Smile","Mr_IO","3063130","https://store.steampowered.com/app/3063130"
"Cosmo Magnat","1721088000000","false","1","0.99","0","0","0","Hobbyist","DeepRootsDevelop","DeepRootsDevelop","3067360","https://store.steampowered.com/app/3067360"
"Crazy Corn","1720742400000","false","21380","0","0","5.286312990994437","72","Hobbyist","LH-Corn","Legion Corn,Hornas Corn","3064950","https://store.steampowered.com/app/3064950"
"Crossbow Quest","1721606400000","false","56","0","0","1.1757216091446256","100","Hobbyist","Endless Void Studios","Endless Void Studios","3009600","https://store.steampowered.com/app/3009600"
"Crypto Skoof Tycoon","1724976000000","false","3516","0","0","1.4495547887378624","55","Hobbyist","Cursed Creatives","Cursed Creatives","3066230","https://store.steampowered.com/app/3066230"
"Cursed Cove","1721088000000","false","1","0.99","0","0","0","Hobbyist","DeepRootsDevelop","DeepRootsDevelop","3067400","https://store.steampowered.com/app/3067400"
"Dude Fighter","1721088000000","false","1","0.99","0","0","0","Hobbyist","DeepRootsDevelop","DeepRootsDevelop","3067340","https://store.steampowered.com/app/3067340"
"Fastest Cashier","1721088000000","false","1","0.99","0","0","0","Hobbyist","DarkEnergyStudio","DarkEnergyStudio","3067350","https://store.steampowered.com/app/3067350"
"Goldy Pig Adventure","1721088000000","false","1","0.99","0","0","0","Hobbyist","DarkEnergyStudio","DarkEnergyStudio","3067040","https://store.steampowered.com/app/3067040"
"Heart Of The Abyss","1721001600000","false","235","0","0","1.4998469566812822","90","Hobbyist","ESMA - Ecoles Creatives","Aberration","3075140","https://store.steampowered.com/app/3075140"
"Oh, honey! Anime clicker!","1721433600000","false","338016","0","0","3.0571671708600814","32","Hobbyist","vladkversecore","vladkversecore","3069530","https://store.steampowered.com/app/3069530"
"Orange - The Annoying Clicker","1720828800000","false","964","0","0","3.9791386141164726","37","Hobbyist","lorder23","lorder23","3058800","https://store.steampowered.com/app/3058800"
"Watermelon","1720742400000","false","1811","0","0","1.819922583646288","17","Hobbyist","TheSleepyKoala","TheSleepyKoala","2373450","https://store.steampowered.com/app/2373450"
"A-Rabbit","1724803200000","false","948","0","0","3.020288765813853","96","Hobbyist","sin spark","sin spark","3019780","https://store.steampowered.com/app/3019780"
"Avocado","1720828800000","false","4475","0","0","4.706625856775477","50","Hobbyist","MultiVac","MultiVac,Señor Chihuahua","3062580","https://store.steampowered.com/app/3062580"
"Capers vs Pirates","1721088000000","false","1","0.99","0","0","0","Hobbyist","DeepRootsDevelop","DeepRootsDevelop","3067370","https://store.steampowered.com/app/3067370"
"DinoTribe:New Era","1721606400000","false","8278","0","0","1.4306222206279924","85","Hobbyist","T Marton","T Marton","3068310","https://store.steampowered.com/app/3068310"
"Indie Dev Story","1724803200000","false","2368","0","0","0.45005392089294516","82","Hobbyist","CBgameDev","CBgameDev","746520","https://store.steampowered.com/app/746520"
"Invention 5","1720828800000","false","443","0","0","0.3495132835016602","40","Hobbyist","Falco Software","Falco Software","3060730","https://store.steampowered.com/app/3060730"
"Miraculous Fall","1721088000000","false","1","0.99","0","0","0","Hobbyist","DarkEnergyStudio","DarkEnergyStudio","3067410","https://store.steampowered.com/app/3067410"
"Nuke Bomberman","1721088000000","false","1","0.99","0","0","0","Hobbyist","DarkEnergyStudio","DarkEnergyStudio","3066920","https://store.steampowered.com/app/3066920"
"Pirates Slayer","1721088000000","false","1","0.99","0","0","0","Hobbyist","ZaratustraGameDev","ZaratustraGameDev","3067390","https://store.steampowered.com/app/3067390"
"Primal Slideee","1720828800000","false","324","0","0","1.747882793228318","88","Indie","Gonggamorecontents Inc.","Zippy Games","3069190","https://store.steampowered.com/app/3069190"
"Recovering Stolen","1721088000000","false","1","0.99","0","0","0","Hobbyist","ZaratustraGameDev","ZaratustraGameDev","3067420","https://store.steampowered.com/app/3067420"
"Search Dungeon Master","1721088000000","false","1","0.99","0","0","0","Hobbyist","ZaratustraGameDev","ZaratustraGameDev","3067020","https://store.steampowered.com/app/3067020"
"Spaceport Assault","1721088000000","false","1","0.99","0","0","0","Hobbyist","ZaratustraGameDev","ZaratustraGameDev","3067030","https://store.steampowered.com/app/3067030"
"SPINNERS","1721088000000","false","4931","0","0","1.3513629817699042","52","Indie","ArtDock","ArtDock","3064160","https://store.steampowered.com/app/3064160"
"Taxi Goldmania","1721088000000","false","1","0.99","0","0","0","Hobbyist","ZaratustraGameDev","ZaratustraGameDev","3066970","https://store.steampowered.com/app/3066970"
"Weaponry (Experimental)","1720828800000","false","170","0","0","1.3127773599260746","89","Hobbyist","Advsf","Advsf","3022040","https://store.steampowered.com/app/3022040"
"Revolver roulette","1721001600000","false","1","0.99","0","0","0","Hobbyist","鲫鱼发行商","鲫鱼开发商","3006060","https://store.steampowered.com/app/3006060"
"Master of Shotgun Camper","1722729600000","false","126","0","0","1.2127950229196172","86","Hobbyist","Arutaka","Arutaka","3069490","https://store.steampowered.com/app/3069490"
"Apple","1721433600000","false","12213","0","0","18.138869617564044","48","Hobbyist","Chair Studios","Chair Studios","3066470","https://store.steampowered.com/app/3066470"
"Beachgirl Dreams","1721088000000","false","1","0.99","0","0","0","Hobbyist","NAD Games","NAD Games","3067070","https://store.steampowered.com/app/3067070"
"Krypta FM","1721347200000","false","30817","0","0","1.340441937426808","94","Hobbyist","Under The Sink Studio","Under The Sink Studio","2973390","https://store.steampowered.com/app/2973390"
