"name","firstReleaseDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl","earlyAccessExitDate"
"Castle of Illusion","1378267200000","false","221207","14.99","1226339","4.122036848600844","90","AA","SEGA","SEGA Studios Australia","227600","https://store.steampowered.com/app/227600",""
"No Time to Relax","1551330000000","false","159622","13.99","1226165","7.877218358488223","93","Indie","Porcelain Fortress","Porcelain Fortress","829660","https://store.steampowered.com/app/829660","1566360000000"
"Fantasy General II","1567656000000","false","47669","39.99","1223981","20.916074441475786","83","AA","Slitherine Ltd.","Owned by Gravity","1025440","https://store.steampowered.com/app/1025440",""
"Squirrel with a Gun","1724889600000","false","73692","19.99","1222715","4.188795148643239","84","Indie","Maximum Entertainment","Dee Dee Creations LLC","2067050","https://store.steampowered.com/app/2067050",""
"Raji: An Ancient Epic","1602734400000","false","67680","24.99","1222490","2.9109446033765187","82","Indie","Nodding Heads Games","Nodding Heads Games","730390","https://store.steampowered.com/app/730390",""
"Paranormal Activity: The Lost Soul","1488326400000","false","51559","19.99","1221635","1.8568204399077586","73","Indie","VRWERX","VRWERX","467660","https://store.steampowered.com/app/467660","1502769600000"
"Vertigo 2","1680148800000","false","44181","29.99","1218657","7.988930077923781","96","Indie","Zulubo Productions","Zach Tsiakalis-Brown","843390","https://store.steampowered.com/app/843390",""
"Swords and Sandals Classic Collection","1555560000000","false","173612","9.99","1218489","10.91181519424645","93","Indie","eGames.com","Whiskeybarrel Studios","1055430","https://store.steampowered.com/app/1055430",""
"IronWolf VR","1488326400000","false","65136","19.99","1217508","5.062563505463313","95","Indie","Ionized Studios","Ionized Studios","552080","https://store.steampowered.com/app/552080","1649736000000"
"Spirit City: Lofi Sessions","1712548800000","false","139833","11.99","1216254","57.17902730104711","97","Indie","Mooncube Games","Mooncube Games","2113850","https://store.steampowered.com/app/2113850",""
"Dreamscaper","1597291200000","false","114352","24.99","1216227","7.937201517252939","89","Indie","indie.io,Maple Whispering Limited","Afterburner Studios","1040420","https://store.steampowered.com/app/1040420","1628136000000"
"Circle Empires","1533700800000","false","293901","8.99","1214850","7.860521337826215","89","Indie","Iceberg Interactive","Luminous","834740","https://store.steampowered.com/app/834740",""
"OPERATOR","1690862400000","true","65584","19.99","1213027","9.66742750137046","78","Indie","VECTOR INTERACTIVE","VECTOR INTERACTIVE","1913370","https://store.steampowered.com/app/1913370",""
"Jagged Alliance - Back in Action","1328677200000","false","121090","19.99","1211988","28.59777191954805","72","AA","THQ Nordic","Coreplay GmbH,Bigmoon Studios","57740","https://store.steampowered.com/app/57740",""
"Alaskan Road Truckers","1697601600000","false","69909","21.99","1211701","7.892071058355582","65","Indie","Green Man Gaming Publishing,Movie Games S.A.","Road Studio S.A.","849100","https://store.steampowered.com/app/849100",""
"RollerCoaster Tycoon® 2: Triple Thrill Pack","1400644800000","false","248444","9.99","1211519","7.929064651622106","89","Indie","Atari","Chris Sawyer Productions","285330","https://store.steampowered.com/app/285330",""
"Company of Heroes - Legacy Edition","1255406400000","false","274908","36.99","1211106","13.102481483651871","94","AA","SEGA","Relic Entertainment","4560","https://store.steampowered.com/app/4560",""
"TerraScape","1680667200000","false","118867","14.99","1208006","6.4125639506779635","88","Indie","Stray Fawn Publishing,INSTINCT3","Bitfall Studios","2290000","https://store.steampowered.com/app/2290000","1721174400000"
"The Four Kings Casino and Slots","1422748800000","false","373837","0","1207545.044356267","8.853079161860627","68","Indie","Digital Leisure Inc.","Digital Leisure Inc.","260430","https://store.steampowered.com/app/260430","1433131200000"
"Dungeons of Dredmor","1310529600000","false","452275","7.99","1207497","17.792922217158026","94","Indie","Gaslamp Games, Inc.","Gaslamp Games, Inc.","98800","https://store.steampowered.com/app/98800",""
"Hover Junkers","1459828800000","false","47869","19.99","1207243","2.0148266220685835","63","Indie","Stress Level Zero","Stress Level Zero","380220","https://store.steampowered.com/app/380220",""
"Death end re;Quest","1557979200000","false","59997","29.99","1207169","11.061368191358184","78","Indie","Idea Factory International","Idea Factory,Compile Heart","990050","https://store.steampowered.com/app/990050",""
"Sakura Spirit","1404878400000","false","368338","9.99","1204329","43.28057272143701","78","Indie","Winged Cloud","Winged Cloud","313740","https://store.steampowered.com/app/313740",""
"Wrestling Empire","1625198400000","false","80301","19.99","1203364","17.56663918644027","95","Indie","MDickie","MDickie","1620340","https://store.steampowered.com/app/1620340",""
"Out of Space","1556078400000","false","149296","14.99","1203340","6.753715359306348","79","Indie","Behold Studios","Behold Studios","400080","https://store.steampowered.com/app/400080","1582693200000"
"Havendock","1681963200000","true","92875","16.99","1202286","10.92156184457546","90","Indie","Pretty Soon,IndieArk","YYZ","2020710","https://store.steampowered.com/app/2020710",""
"Valley","1472011200000","false","262357","14.99","1201981","3.550619839626612","92","Indie","Blue Isle Publishing","Blue Isle Studios","378610","https://store.steampowered.com/app/378610",""
"Hooked on You: A Dead by Daylight Dating Sim™","1659499200000","false","180839","9.99","1200000","2.7031817865927446","91","AA","Behaviour Interactive Inc.","Psyop","1866180","https://store.steampowered.com/app/1866180",""
"Broken Sword 5 - the Serpent's Curse","1386133200000","false","130690","24.99","1199960","7.361473968225104","89","Indie","Revolution Software Ltd","Revolution Software Ltd","262940","https://store.steampowered.com/app/262940",""
"The Song of Saya","1565582400000","false","158381","14.99","1199547","4.232387668797115","92","Indie","JAST USA,Kagura Games (Chinese Localization)","Nitroplus","702050","https://store.steampowered.com/app/702050",""
"Etrian Odyssey III HD","1686715200000","false","42781","39.99","1199369","31.97825763397832","92","AA","SEGA","ATLUS","1810820","https://store.steampowered.com/app/1810820",""
"Eternights","1694404800000","false","60195","29.99","1195685","7.7449600161414835","89","Indie","Studio Sai,Kepler Ghost","Studio Sai","1402110","https://store.steampowered.com/app/1402110",""
"MX vs ATV All Out","1522123200000","false","51898","39.99","1195589","27.068844715597834","80","AA","THQ Nordic","Rainbow Studios","520940","https://store.steampowered.com/app/520940",""
"The Break-In","1689566400000","true","84646","19.99","1195291","6.200118672284766","91","Indie","jorgen games Ltd","jorgen games Ltd,Oliver Josh","1397390","https://store.steampowered.com/app/1397390",""
"Shining Resonance Refrain","1531108800000","false","50617","29.99","1195218","8.859065272570506","71","AA","SEGA","SEGA","809890","https://store.steampowered.com/app/809890",""
"ScourgeBringer","1580965200000","false","122392","16.99","1194008","6.125641196237573","88","Indie","Dear Villagers","Flying Oak Games,E-Studio","1037020","https://store.steampowered.com/app/1037020","1603252800000"
"Mystwood Manor","1664510400000","false","77359","19.99","1193825","12.59331459661676","86","Indie","Faerin Games","Faerin Games","1863670","https://store.steampowered.com/app/1863670",""
"Robolife-Days with Aino","1624334400000","false","105456","14.99","1193628","4.160199464465576","92","Indie","Critical Bliss,Mango Party","Barance Studio","1477810","https://store.steampowered.com/app/1477810",""
"ICBM","1605589200000","false","70116","19.99","1193615","12.522837746956952","92","AA","Slitherine Ltd.","SoftWarWare,K-Project","1178220","https://store.steampowered.com/app/1178220",""
"Seek Girl:Fog Ⅰ","1591934400000","false","504330","3.99","1193163","12.946685843645572","85","Indie","DSGame","DSGame","1263370","https://store.steampowered.com/app/1263370","1598587200000"
"Disgaea 4 Complete+","1599710400000","false","55148","39.99","1193065","25.1166116261767","89","Indie","NIS America, Inc.","Nippon Ichi Software, Inc.","1233880","https://store.steampowered.com/app/1233880",""
"Enemy Front","1402372800000","false","181719","19.99","1192867","16.34176345358798","66","AA","CI Games","CI Games","256190","https://store.steampowered.com/app/256190",""
"Her Story","1435118400000","false","442549","9.99","1192833","3.06434613464664","90","Indie","Sam Barlow","Sam Barlow","368370","https://store.steampowered.com/app/368370",""
"Holy Potatoes! A Weapon Shop?!","1436760000000","false","172051","9.99","1192679","7.974607226734662","72","AA","Daedalic Entertainment,Daylight Studios","Daylight Studios","363600","https://store.steampowered.com/app/363600",""
"Atom Zombie Smasher","1300075200000","false","153751","9.99","1191701","4.423175910070714","89","Indie","Blendo Games","Blendo Games","55040","https://store.steampowered.com/app/55040",""
