"name","firstReleaseDate","earlyAccessExitDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl"
"RunVR","1483228800000","1497844800000","false","805","5.99","4148","0.886699435146973","80","Hobbyist","Smoketree Studios","Smoketree Studios","542570","https://store.steampowered.com/app/542570"
"Spring Bonus","1491883200000","","false","1806","6.99","4148","8.110436580987036","82","Indie","Grey Alien Games","Grey Alien Games","619930","https://store.steampowered.com/app/619930"
"Shades of Black","1441771200000","","false","616","11.99","4148","6.2577188034568225","95","Indie","Tri Synergy, Inc.","MDNA Games","340370","https://store.steampowered.com/app/340370"
"The Grand Ball","1494388800000","","false","1160","4.99","4147","2.1887959348904573","72","Indie","Last Lotus","Last Lotus","632290","https://store.steampowered.com/app/632290"
"Hindsight 20/20 - Wrath of the Raakshasa","1631160000000","","false","640","14.99","4146","4.423245364413505","70","Hobbyist","Triple-I Games","Triple-I Games","1084120","https://store.steampowered.com/app/1084120"
"Red's Kingdom","1484802000000","","false","621","9.99","4146","3.0313019197845454","94","Indie","Cobra Mobile","Cobra Mobile","541240","https://store.steampowered.com/app/541240"
"One Hundred Ways","1445572800000","","false","918","7.99","4145","3.943508849488924","56","Indie","Sunlight Games","Sunlight Games","404630","https://store.steampowered.com/app/404630"
"Bare Butt Boxing","1683172800000","1722470400000","false","329","14.99","4145","3.973126152031518","88","Hobbyist","Tuatara Games","Tuatara Games","1186660","https://store.steampowered.com/app/1186660"
"Tennis Fighters","1577941200000","","true","432","7.99","4144","1.9488395474836757","94","Hobbyist","TDO Games","TDO Games","994180","https://store.steampowered.com/app/994180"
"Route8","1712116800000","","false","1818","2.99","4144","1.6910404942133672","84","Hobbyist","PLAY Mephistowaltz","PLAY Mephistowaltz","2889460","https://store.steampowered.com/app/2889460"
"Tomb Joe","1492920000000","","false","9751","0.99","4143","3.920432104459231","50","Indie","Amaterasu Software","Amaterasu Software","575860","https://store.steampowered.com/app/575860"
"PuzzMiX","1713499200000","","false","1307","3.99","4143","5.06481873257853","89","Indie","INTI CREATES CO., LTD.","INTI CREATES CO., LTD.","2838930","https://store.steampowered.com/app/2838930"
"Tiny Robots Recharged","1631073600000","","false","1680","4.99","4142","3.026247645572436","83","Indie","Snapbreak","Big Loop Studios","1709580","https://store.steampowered.com/app/1709580"
"Warlords III: Darklords Rising","1715745600000","","false","863","5.99","4142","15.279178119045547","89","Indie","SNEG","Strategic Studies Group","2916220","https://store.steampowered.com/app/2916220"
"Middle Age Conquest","1613970000000","","false","1440","6.99","4140","2.1840221237926314","83","Indie","Musa GUNGOR","Musa GUNGOR","1535190","https://store.steampowered.com/app/1535190"
"NOMAD","1595995200000","","false","858","3.99","4140","2.327535817471366","100","Hobbyist","NOMADIC games","NOMADIC games","1293900","https://store.steampowered.com/app/1293900"
"EVIL STAR","1509944400000","","false","2871","3.99","4140","2.250240367518183","54","Indie","ZOV GAME STUDIO","ZOV GAME STUDIO","701540","https://store.steampowered.com/app/701540"
"Farm Frenzy: Heave Ho","1440561600000","","false","5016","4.99","4140","8.746690937703496","88","Indie","ESDigital Games","Alawar Stargaze,Alawar Entertainment","395930","https://store.steampowered.com/app/395930"
"Simple Story - Alex","1521691200000","","false","5847","0.99","4138","1.5109404675480196","63","Indie","KuKo","KuKo","814200","https://store.steampowered.com/app/814200"
"Enigma Manor","1686801600000","","true","399","9.99","4138","5.449336354115986","67","Hobbyist","Necroactive","Necroactive","2306710","https://store.steampowered.com/app/2306710"
