"name","firstReleaseDate","earlyAccessExitDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl"
"Love Chronicles: The Spell Collector's Edition","1535760000000","1485320400000","false","210","9.99","1491","2.5524583724978354","86","Indie","Big Fish Games","Vendel Games","557720","https://store.steampowered.com/app/557720"
"Kunkun Terror Express","1719201600000","","false","732","2.99","1491","1.2290473676426958","71","Indie","AIKUN","AIKUN","2923130","https://store.steampowered.com/app/2923130"
"The Last King's Archer","1619582400000","","false","832","1.99","1490","1.3725162756275038","97","Indie","Old School Vibes","Old School Vibes","1410260","https://store.steampowered.com/app/1410260"
"Argonauts Agency: Pandora's Box","1555473600000","","false","873","8.99","1490","6.805006026382392","90","Indie","8floor","Workroom7","1055970","https://store.steampowered.com/app/1055970"
"Plague of Yamorn","1685851200000","","false","311","5.99","1490","3.3257411508547956","93","Hobbyist","DozenByte","DozenByte","2226660","https://store.steampowered.com/app/2226660"
"Project Angels - Visual Novel","1657684800000","","false","176","9.99","1489","2.715853189041138","100","Hobbyist","Niji Games","Project Angels Dev,AlienzProject","1920800","https://store.steampowered.com/app/1920800"
"Ghetto Conspiracy","1576472400000","","false","299","2.99","1489","2.6578849700487983","95","Hobbyist","Ghetto Games","Ghetto Games","1190810","https://store.steampowered.com/app/1190810"
"RoboHeist VR","1519862400000","1523592000000","false","190","12.99","1489","0.949575799073035","57","Hobbyist","Blob Lab","Blob Lab","800510","https://store.steampowered.com/app/800510"
"Nightwalker 2","1637038800000","","false","434","9.99","1488","2.005755418304426","64","Indie","SA Industry","Useless Machines","1637300","https://store.steampowered.com/app/1637300"
"Hi Poker 3D:Texas Holdem","1633838400000","","false","184","9.99","1488","18.450091290804338","63","Hobbyist","Joydance Studio","Joydance Studio","1631200","https://store.steampowered.com/app/1631200"
"Operation Red Dragon","1513314000000","","true","184","9.99","1488","0.6002788905490926","80","Hobbyist","PBFP","PBFP","747730","https://store.steampowered.com/app/747730"
"Tengutana","1508990400000","","false","512","3.99","1488","0.461050600318051","79","Hobbyist","Bartoš Studio","Bartoš Studio","630070","https://store.steampowered.com/app/630070"
"Infinity Fall","1504065600000","","false","135","14.99","1488","0.6497894447179567","100","Hobbyist","KorteGames","KorteGames","688720","https://store.steampowered.com/app/688720"
"Infinite Incantation","1677560400000","1682913600000","false","421","5.99","1488","5.057862642248266","82","Hobbyist","Zero Sun Games","Zero Sun Games","2286260","https://store.steampowered.com/app/2286260"
"Machine Gun Fury","1666929600000","","false","198","11.99","1487","2.2394458764230443","100","Indie","Reset Games Ltd","Reset Games Ltd","1901990","https://store.steampowered.com/app/1901990"
"Mad Devils: Damned-finitive Edition","1620619200000","","false","147","14.99","1487","12.586652646033876","42","Hobbyist","Itzy Interactive Inc.","Itzy Interactive Inc.","1439630","https://store.steampowered.com/app/1439630"
"ZLM Crafter","1572494400000","","false","300","1.99","1487","1.6851316648000811","69","Hobbyist","ZLM Crafter - Game Team","WONG KWAN CHI","1170830","https://store.steampowered.com/app/1170830"
