"name","firstReleaseDate","earlyAccessExitDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl"
"Eastside Hockey Manager","1425168000000","1448946000000","false","78432","19.99","730213","69.63858726728051","86","AA","SEGA","Sports Interactive","301120","https://store.steampowered.com/app/301120"
"The Caligula Effect: Overdose","1552363200000","","false","29759","49.99","730203","12.599628416701407","73","Indie","NIS America, Inc.","FURYU Corporation,Engine Software BV","889600","https://store.steampowered.com/app/889600"
"CityDriver","1685937600000","","false","27213","29.99","730158","5.101930332352181","0","Indie","Aerosoft GmbH","ViewApp","2064810","https://store.steampowered.com/app/2064810"
"Book of Travels","1633924800000","","true","28203","34.99","730062","19.391309695331266","83","Indie","Might and Delight","Might and Delight","1152340","https://store.steampowered.com/app/1152340"
"Rescue HQ - The Tycoon","1559016000000","","false","35409","19.99","728360","10.679383861467912","80","Indie","Aerosoft GmbH","stillalive studios","809720","https://store.steampowered.com/app/809720"
"Westerado: Double Barreled","1429156800000","","false","108181","14.99","728167","3.1848809209896634","92","Indie","Ostrich Banditos","Ostrich Banditos","275200","https://store.steampowered.com/app/275200"
"Infernax","1644814800000","","false","54740","19.99","727682","8.53934867465496","93","Indie","The Arcade Crew","Berzerk Studio","374190","https://store.steampowered.com/app/374190"
"Soulstice","1663560000000","","false","36138","39.99","727554","7.7927785434166905","78","Indie","Maximum Entertainment","Reply Game Studios","1602080","https://store.steampowered.com/app/1602080"
"The Legend of Heroes: Sen no Kiseki III","1616558400000","","false","25927","44.99","726988","34.37161646242201","86","Indie","Clouded Leopard Entertainment","Nihon Falcom","1450080","https://store.steampowered.com/app/1450080"
"Combat Arms: Reloaded","1540958400000","","false","532941","0","726831.4254250542","4.748224498114606","56","Indie","VALOFE","VALOFE,NEXON","905640","https://store.steampowered.com/app/905640"
"State of Mind","1534305600000","","false","72380","19.99","726826","4.328272483188656","79","AA","Daedalic Entertainment","Daedalic Entertainment","437630","https://store.steampowered.com/app/437630"
"Delver","1377993600000","1517461200000","false","142958","14.99","726776","4.9424497946703285","88","Indie","Priority Interrupt","Chad Cuddigan,Joshua Skelton","249630","https://store.steampowered.com/app/249630"
"Rakion Chaos Force","1585022400000","","false","150166","0","726749.8577444626","40.70883396135609","61","Indie","Neosonyx Co., Ltd.","Neosonyx Co., Ltd.","1218740","https://store.steampowered.com/app/1218740"
"Alba: A Wildlife Adventure","1607662800000","","false","113404","16.99","726262","3.5860473525823973","98","Indie","ustwo games,PID Games","ustwo games","1337010","https://store.steampowered.com/app/1337010"
"Football, Tactics & Glory","1433116800000","1527825600000","false","76152","24.99","725819","47.6334074652985","88","Indie","Creoteam,Toplitz Productions","Creoteam","375530","https://store.steampowered.com/app/375530"
"Blue Fire","1612414800000","","false","68213","19.99","725540","5.100847200438471","82","Indie","Graffiti Games","Robi Studios","1220150","https://store.steampowered.com/app/1220150"
"Tales Of Glory","1493596800000","1590811200000","false","32150","29.99","725409","7.352988527692451","80","Indie","BlackTale Games","BlackTale Games","636970","https://store.steampowered.com/app/636970"
"Out of Ammo","1459468800000","1473825600000","false","50917","9.99","725387","2.7750511672235816","84","Indie","RocketWerkz","RocketWerkz","451840","https://store.steampowered.com/app/451840"
"My Little Universe","1696478400000","","false","61758","14.99","724447","12.204492577313093","91","Indie","SayGames","Estoty","2328750","https://store.steampowered.com/app/2328750"
"NORCO","1648094400000","","false","91469","14.99","724288","3.641207988893795","93","AA","Raw Fury","Geography of Robots","1221250","https://store.steampowered.com/app/1221250"
"Timelie","1589947200000","","false","55153","17.99","724209","2.9686139553788564","94","Indie","Urnique Studio","Urnique Studio","1150950","https://store.steampowered.com/app/1150950"
"ARK Park","1521604800000","","false","25045","39.99","724039","2.1309279979094877","48","Indie","Snail Games","Snail Games","529910","https://store.steampowered.com/app/529910"
"Tangle Tower","1571716800000","","false","111081","19.99","723674","5.3668347398254515","95","Indie","SFB Games","SFB Games","359510","https://store.steampowered.com/app/359510"
"Succumate","1605848400000","","false","82084","14.99","722005","3.5501602801173626","83","Indie","Kagura Games","Dojin Otome","1278390","https://store.steampowered.com/app/1278390"
"State of Survival","1690948800000","","false","22352","0","721822","128.38346334935625","54","Indie","FunPlus International AG","FunPlus International AG","2485460","https://store.steampowered.com/app/2485460"
"Some Some Convenience Store","1578978000000","","false","62443","14.99","721390","9.795811803878912","96","Indie","TALESSHOP Co., Ltd.","TALESSHOP Co., Ltd.","1217390","https://store.steampowered.com/app/1217390"
"Breach & Clear","1395374400000","","false","205734","9.99","721026","4.779307287563386","82","AA","Good Shepherd Entertainment,Devolver Digital","Mighty Rabbit Studios,Gun.","266130","https://store.steampowered.com/app/266130"
"INFRA","1452834000000","","false","80125","29.99","720855","11.18011391916553","89","Indie","Loiste Interactive","Loiste Interactive","251110","https://store.steampowered.com/app/251110"
"Masters of the World - Geopolitical Simulator 3","1391576400000","","false","20659","34.99","720820","49.239378195053206","45","Indie","Eversim","Eversim","268890","https://store.steampowered.com/app/268890"
"Kubifaktorium","1562126400000","1639630800000","false","49646","19.99","720662","11.293451538059447","81","Indie","Neomateria Games GmbH","Neomateria Games GmbH","898720","https://store.steampowered.com/app/898720"
"Crimsonland","1402459200000","","false","154369","13.99","720030","9.717489488123572","93","Indie","10tons Ltd","10tons Ltd","262830","https://store.steampowered.com/app/262830"
"Taiji","1662696000000","","false","41284","24.99","719834","10.896249724632419","92","Indie","Matthew VanDevander","Matthew VanDevander","1141580","https://store.steampowered.com/app/1141580"
"Level Zero: Extraction","1723507200000","","true","43864","19.99","719533","20.680764252254654","65","AA","tinyBuild","Doghowl Games","1456940","https://store.steampowered.com/app/1456940"
"Castlevania Anniversary Collection","1557979200000","","false","103034","19.99","718959","7.633655024519669","81","AA","KONAMI","KONAMI","1018010","https://store.steampowered.com/app/1018010"
"Tokyo Dark","1504756800000","","false","62340","17.99","718731","5.135456204100592","86","AA","Square Enix","Cherrymochi","687260","https://store.steampowered.com/app/687260"
"SimCasino","1606021200000","1637038800000","false","34523","24.99","718497","13.261250811612282","75","Indie","LVGameDev LLC","LVGameDev LLC","1158420","https://store.steampowered.com/app/1158420"
"Proteus","1359522000000","","false","167847","9.99","717709","1.5174964645210833","76","Indie","Twisted Tree","Ed Key and David Kanaga","219680","https://store.steampowered.com/app/219680"
