"name","firstReleaseDate","earlyAccessExitDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl"
"HellEscape","1663473600000","1707195600000","false","1221","3.99","3166","19.863130312231082","86","Hobbyist","Ronen Ness","Ronen Ness","2135030","https://store.steampowered.com/app/2135030"
"Troubles Land","1441944000000","","false","576","4.99","3166","1.4625904143562498","53","Hobbyist","ENKSoft","ENKSoft","397240","https://store.steampowered.com/app/397240"
"Unfair Jousting Fair","1441252800000","","false","962","4.99","3166","2.439889968357361","80","Hobbyist","Rodaja","Rodaja","377550","https://store.steampowered.com/app/377550"
"Afterglitch","1670562000000","","false","308","14.99","3165","0.6187534497436931","89","Indie","Hangonit","Vladimir Kudelka","594030","https://store.steampowered.com/app/594030"
"NecroWorm","1495080000000","","false","2975","4.99","3165","3.48718163834499","44","Indie","Walkabout","postpunkpl,atabiszewski","622890","https://store.steampowered.com/app/622890"
"Dream Factory","1446440400000","","true","850","9.99","3165","2.4976758520769136","19","Indie","The Tambourine","The Tambourine","408440","https://store.steampowered.com/app/408440"
"Distorted Reality","1501905600000","","false","1155","4.99","3164","4.132878944465768","23","Hobbyist","Berdochan","Berdochan","681780","https://store.steampowered.com/app/681780"
"Aery VR - Little Bird Adventure","1673586000000","","false","432","9.99","3164","3.0261031132827902","88","Indie","EpiXR Games UG","EpiXR Games UG","1793070","https://store.steampowered.com/app/1793070"
"Suicide Adventures","1506052800000","","false","3109","2.99","3163","10.80401752490689","56","Indie","Idea Cabin","Idea Cabin","705300","https://store.steampowered.com/app/705300"
"Void Grimm","1639112400000","","true","297","16.49","3162","4.600137593804567","75","Hobbyist","Ravery","Ravery","1789360","https://store.steampowered.com/app/1789360"
"SOMETHING","1638162000000","","false","814","0.99","3162","0.7059482831191669","61","Indie","PhoenixFire Games","PhoenixFire Games","1801030","https://store.steampowered.com/app/1801030"
"To The Capital","1482901200000","","false","2668","1.99","3162","4.7341842911824825","66","Hobbyist","Kormishenkov Anton","Kormishenkov Anton","574580","https://store.steampowered.com/app/574580"
"Cavern Escape Extremely Hard game!!!","1483228800000","1487566800000","false","6624","13.99","3161","3.6246510065657835","39","Indie","SA Industry","White Dog Games","546400","https://store.steampowered.com/app/546400"
"12 Labours of Hercules XI: Painted Adventure","1605675600000","","false","360","11.99","3160","19.3993537922501","53","Indie","Jetdogs Studios","Zoom Out Games","1402350","https://store.steampowered.com/app/1402350"
"MEGALAN 11","1589688000000","","false","646","7.99","3159","2.5059798348437305","68","Hobbyist","MAYO Games","Arkhipov Pavel","1276430","https://store.steampowered.com/app/1276430"
"2260 VR","1533614400000","","false","90","39","3159","2.0681274495530206","100","Hobbyist","珠海心游科技股份有限公司","珠海心游科技股份有限公司","835720","https://store.steampowered.com/app/835720"
"Deer Hunt Legends","1421384400000","","false","1551","4.99","3158","0.6909774865113651","21","Indie","KISS ltd,Maximum Games","Raylight Games","328670","https://store.steampowered.com/app/328670"
"Angel Made","1620360000000","","false","506","9.99","3157","29.36919642771609","100","Indie","Wolfs Moon Studios","Wolfs Moon Studios","1500470","https://store.steampowered.com/app/1500470"
"The Dragons' Twilight II","1564718400000","","false","600","9.99","3157","20.53751482344624","96","Hobbyist","G. A. Williams","G. A. Williams","878090","https://store.steampowered.com/app/878090"
"Training aim","1519621200000","","false","4431","0.99","3157","1.8936931016423704","73","Hobbyist","Anime squad","Anime squad","804290","https://store.steampowered.com/app/804290"
"Hentai Jigsaw Puzzle 2","1572580800000","","false","1296","2.99","3157","3.45307766301314","95","Indie","NAISU","NAISU","1170340","https://store.steampowered.com/app/1170340"
"Iridion 3D","1586318400000","","false","511","12.99","3156","0.8948775999642924","75","Indie","Majesco Entertainment","Shin'en Multimedia,Piko Interactive","1132220","https://store.steampowered.com/app/1132220"
"Now I Am There","1568174400000","","false","1800","2.99","3156","1.032027624111212","84","Hobbyist","Falcon Production","Harun Yusuf Şahin","1112370","https://store.steampowered.com/app/1112370"
"The Last Roman Village","1564113600000","","false","468","2.99","3155","4.353954091121307","68","Hobbyist","Twin Stone Studio","Twin Stone Studio","998830","https://store.steampowered.com/app/998830"
"24H Stories: The Rule 7","1707195600000","","false","448","7.99","3155","3.8941095237419057","80","Hobbyist","LikeGames","LikeGames","2703070","https://store.steampowered.com/app/2703070"
"LEZORUB","1705122000000","","false","1545","2.99","3155","1.4096682831981164","55","Hobbyist","Sunny Blaze","Sunny Blaze","2745220","https://store.steampowered.com/app/2745220"
"30 Seconds To Jail","1525406400000","","false","3174","4.99","3154","0.9406739986683975","70","Indie","Indovers Studio","Egor Magurin","817770","https://store.steampowered.com/app/817770"
"Death Harvest","1685592000000","","true","412","9.99","3154","1.9279623082101052","74","Hobbyist","LaserOnion","LaserOnion","2358600","https://store.steampowered.com/app/2358600"
"The Heroic Legend of America: Second Revolutionary War","1687060800000","","false","67","79.99","3154","2.7488030619276325","44","Hobbyist","Heroic Legend","Heroic Legend","2340720","https://store.steampowered.com/app/2340720"
"Fireball Wizard","1687233600000","","false","614","6.99","3154","2.3089759496390156","94","Indie","PID Games","ginTronic","1569970","https://store.steampowered.com/app/1569970"
"Defence to death","1494475200000","","false","3570","5.99","3153","4.38637943525062","54","Indie","Laush Studio","Laush Dmitriy Sergeevich","603150","https://store.steampowered.com/app/603150"
"Rescue Team 5","1447822800000","","false","2709","3.99","3153","3.9051254514775913","83","Indie","Alawar Casual","Rionix","416320","https://store.steampowered.com/app/416320"
"Cyber Avenger","1700802000000","1704344400000","false","1070","10.99","3153","1.6763552674823832","90","Indie","Whale Rock Games","Whale Rock Games","2606270","https://store.steampowered.com/app/2606270"
"Boltzmann Brain","1522987200000","","false","702","1.99","3152","1.4643487060170362","92","Hobbyist","Tuk Tuk","Tuk Tuk","820950","https://store.steampowered.com/app/820950"
"My Sweet Waifu","1520398800000","","true","1473","3.99","3152","3.2345011864464","58","Hobbyist","Labscle Entertainment","Labscle Entertainment","793760","https://store.steampowered.com/app/793760"
"Adventures On The Polluted Islands","1487307600000","","false","2350","2.99","3152","4.452353011989672","70","Indie","Sometimes You","Uncle Frost Team","496690","https://store.steampowered.com/app/496690"
"Laser Disco Defenders","1475726400000","","false","520","9.99","3152","3.786839642914404","84","Indie","Excalibur Publishing","Out Of Bounds","452920","https://store.steampowered.com/app/452920"
"Galaxy Union","1433131200000","","false","754","4.99","3152","1.6752396358479218","50","Hobbyist","cybercritics","cybercritics","365240","https://store.steampowered.com/app/365240"
"Planetoid","1487912400000","","false","2652","0.99","3151","6.213621516024928","53","Indie","Conglomerate 5","GameWriterStudio","590870","https://store.steampowered.com/app/590870"
"The Lost Souls","1460347200000","","false","6545","0.99","3151","4.933715873015725","46","Indie","GDNomaD","GDNomaD","453670","https://store.steampowered.com/app/453670"
"Sojo","1692244800000","","true","239","5.99","3151","16.458411111005674","81","Hobbyist","bagoDev LLC","bagoDev LLC","2437300","https://store.steampowered.com/app/2437300"
"Worker Riot","1655092800000","","false","468","24.99","3150","0.7249831834646643","74","Indie","Laush Studio","Laush Dmitriy Sergeevich","2013770","https://store.steampowered.com/app/2013770"
"Sacred Four","1518670800000","","false","837","4.99","3150","0.5849205385534728","80","Indie","AMG GAMES","AMG GAMES","751380","https://store.steampowered.com/app/751380"
"Tale of Ninja: Fall of the Miyoshi","1603425600000","1626926400000","false","1512","4.99","3148","1.4149635546696977","58","Indie","S.Y. GAMES","S.Y. GAMES","966470","https://store.steampowered.com/app/966470"
"Escape Game","1530403200000","1541480400000","false","6622","1.99","3148","1.1171253703473103","83","Indie","RewindApp","RewindApp","898780","https://store.steampowered.com/app/898780"
"Outta Hand","1723680000000","","false","175","19.99","3148","1.6075631142395523","100","Indie","Beyond Frames","Capricia Productions","2553420","https://store.steampowered.com/app/2553420"
"Viking Heroes 5","1705640400000","","false","751","6.99","3148","6.904055237335816","100","Indie","Alawar Casual","Alawar Casual","2725020","https://store.steampowered.com/app/2725020"
"Tyr: Chains of Valhalla","1525752000000","","false","507","10.99","3147","5.061837829116926","63","AA","Gamera Games","Ennui Studio","609720","https://store.steampowered.com/app/609720"
"Spy Network","1653019200000","","true","240","14.99","3146","0.7026692470935622","27","Hobbyist","2xDal","2xDal","1857340","https://store.steampowered.com/app/1857340"
"光明之战","1691035200000","","false","2037","0","3146","9.406877654176752","81","Hobbyist","光明之战","光明之战","2483110","https://store.steampowered.com/app/2483110"
