"name","firstReleaseDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl"
"吞食天地二合一","1717128000000","false","1330","0","0","2.2550335416329284","54","Hobbyist","钻光","钻光","2967750","https://store.steampowered.com/app/2967750"
"Body of Mine","1717560000000","false","201","0","0","0.9978221715014768","70","Hobbyist","Kost, Inc.","Cameron Kostopoulos","2995970","https://store.steampowered.com/app/2995970"
"Lake Minnewaska","1717214400000","false","2384","0","0","0.3977544450862654","94","Indie","USC Games","Bait Shack","2858430","https://store.steampowered.com/app/2858430"
"Roberto el Lagarto","1718251200000","false","1757","0","0","2.934992640095051","100","Hobbyist","ByTreesome","ByTreesome","2938610","https://store.steampowered.com/app/2938610"
"Bot Beats","1719288000000","true","682","0","0","1.6712883663175868","88","Hobbyist","Brotir AB","Brotir AB","2980220","https://store.steampowered.com/app/2980220"
"Hidden Chibis in Combinis","1717560000000","false","481","0","0","0.9002139814902175","56","Hobbyist","Jossuran","MAPLE_VRA","2987370","https://store.steampowered.com/app/2987370"
"One Room Nightmare","1717732800000","false","5123","0","0","0.9809923772427377","84","Hobbyist","RenKon","RenKon","2955100","https://store.steampowered.com/app/2955100"
"Stardrop","1724976000000","false","605","0","0","1.4039606942832161","93","Hobbyist","Gumdrop Studios","Gumdrop Studios","2976700","https://store.steampowered.com/app/2976700"
"Starstream","1717473600000","false","70","0","0","1.8887617228510198","100","Hobbyist","Glass Giant Games","Glass Giant Games","2989400","https://store.steampowered.com/app/2989400"
"Taquero Simulator","1717473600000","false","1","0.99","0","0.4333333333333332","100","Hobbyist","Mindfly Studio","Mindfly Studio,Johan Loredo","2982500","https://store.steampowered.com/app/2982500"
"The Secret Weapon","1717473600000","false","181","0","0","1.8587570292575624","67","Hobbyist","Nameless Studio","Nameless Studio","2818390","https://store.steampowered.com/app/2818390"
"Up Down All-a-Round","1717473600000","false","296","0","0","1.1200235061152313","64","Hobbyist","A.T Games","A.T Games","2990220","https://store.steampowered.com/app/2990220"
