"name","firstReleaseDate","earlyAccessExitDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl"
"Soul In the Chamber","1646197200000","1650859200000","false","2545","0","0","1.1379630366262128","79","Hobbyist","Threehaw Company Ranch","Threehaw Company Ranch","1896650","https://store.steampowered.com/app/1896650"
"Pwnk: Stream Battle Royale","1650600000000","","false","4693","0","0","6.003353617080265","86","Hobbyist","STARSCAPE PTE. LTD.","STARSCAPE PTE. LTD.","1822460","https://store.steampowered.com/app/1822460"
"Cursed 2","1648785600000","","false","12854","0","0","6.846779505522882","95","Hobbyist","Disaster Squad Productions","Disaster Squad Productions","1960630","https://store.steampowered.com/app/1960630"
"F.I.D.O.","1650686400000","","false","486","0","0","1.139454254256871","78","Hobbyist","Puppy Chow Productions","Cera Ankeny,Massimo Pavoni,John Richard,Cedric Loehr,Angel Butanda,Daniel Chan,Cameron Cary","1946330","https://store.steampowered.com/app/1946330"
"MATH EXPRESSions","1650513600000","","false","12707","0","0","3.181192755931617","86","Hobbyist","Mandinga","Mandinga","1953970","https://store.steampowered.com/app/1953970"
"Vanaris Tactics - Prologue","1650513600000","","false","5445","0","0","0.5323964910113436","76","Indie","Toge Productions","Matheus Reis","1610350","https://store.steampowered.com/app/1610350"
"Cyphers Game","1650513600000","","false","39262","0","0","1.4466247390519917","80","Indie","Instytut Pamięci Narodowej","Chronospace","1945760","https://store.steampowered.com/app/1945760"
"Coal Mining Simulator: Prologue","1650513600000","","false","36009","0","0","1.6757906697887304","67","Indie","GamePlanet,G-DEVS.com","Grande Games","1804650","https://store.steampowered.com/app/1804650"
"Vampire: The Masquerade - Heartless Lullaby","1650513600000","","false","31084","0","0","1.002784371275948","82","Hobbyist","Entalto Studios","Entalto Studios","1926120","https://store.steampowered.com/app/1926120"
"Nocturama","1650513600000","","false","1071","0","0","1.0921119108092576","88","Indie","IV Productions","Italian Party of Indie Developers","1949180","https://store.steampowered.com/app/1949180"
"The Great Deer","1650513600000","","false","1188","0","0","2.267726828589823","86","Hobbyist","Dr. Puzzler","Dr. Puzzler","1855220","https://store.steampowered.com/app/1855220"
"Ready Action","1650427200000","","false","16286","0","0","0.8189389071361635","64","Hobbyist","Kudeok","Kudeok","1955690","https://store.steampowered.com/app/1955690"
"Last Slice","1650340800000","","false","6552","0","0","1.6887146130089299","92","Hobbyist","Shattered Journal Games","Shattered Journal Games","1219540","https://store.steampowered.com/app/1219540"
"Soul Symphony","1650340800000","","false","1454","0","0","1.2188022015533395","79","Hobbyist","Tael Ling Lin","Tael Ling Lin","1878450","https://store.steampowered.com/app/1878450"
"The Sinking Structure, Clione, and Lost Child -Log6","1650427200000","","false","432","0","0","0.9399165529099213","75","Hobbyist","MATRE","MATRE","1952180","https://store.steampowered.com/app/1952180"
"Porcupine's Fate","1650427200000","","false","1665","0","0","1.107619455918634","65","Hobbyist","Rinostar Games","Rinostar Games","1954300","https://store.steampowered.com/app/1954300"
"Take the Throne","1650427200000","","false","20250","0","0","4.531082462195737","81","Indie","TopVR","TopVR","1914570","https://store.steampowered.com/app/1914570"
"Makiomino","1650340800000","","false","932","0","0","1.4975394227096759","94","Hobbyist","Roman Chumak","Roman Chumak","1177840","https://store.steampowered.com/app/1177840"
"illumizzle: Finding the lost light","1650081600000","","false","2093","0","0","1.431549558956645","90","Hobbyist","PanZeon,Sejong Univ. PandoraCube","PanZeon","1925100","https://store.steampowered.com/app/1925100"
"Kitty Ball","1650340800000","","false","14108","0","0","1.8118460534882694","91","Hobbyist","Escapp Studio","Escapp Studio","1858530","https://store.steampowered.com/app/1858530"
"Chaos Law","1650340800000","","false","792","0","0","1.3797175264846808","94","Hobbyist","T3RR0R BUNNY","Raiko Star","1957150","https://store.steampowered.com/app/1957150"
"Tag: The Power of Paint","1650254400000","","false","76780","0","0","0.7666751026850904","96","Hobbyist","DigiPen Institute of Technology","Tag Team","1808400","https://store.steampowered.com/app/1808400"
"Tournament of Beans","1650254400000","","false","4950","0","0","1.4031240541605134","72","Hobbyist","Dog Dog Studios","Dog Dog Studios","1951050","https://store.steampowered.com/app/1951050"
"The Scorchfarer","1649995200000","","false","3341","0","0","1.6823348004035883","98","Hobbyist","Michiyuki Project","Michiyuki Project","1617580","https://store.steampowered.com/app/1617580"
"TukTuk","1649995200000","","false","851","0","0","1.0370731268288438","86","Hobbyist","Bl4ck?","Bl4ck?","1856850","https://store.steampowered.com/app/1856850"
"Base Craft: Desolate Survival","1649995200000","","false","1","0.99","0","0","100","Hobbyist","Cold North Games","Cold North Games","1923920","https://store.steampowered.com/app/1923920"
"Easter Eggstravaganza","1649995200000","","false","702","0","0","0.7723196161194589","83","Hobbyist","Lumpy Pudding Productions","Lumpy Pudding Productions","1944940","https://store.steampowered.com/app/1944940"
"Fireteam","1649995200000","","true","6581","0","0","0.6935564889002072","69","Hobbyist","Ryan Laley Games","Ryan Laley Games","1850070","https://store.steampowered.com/app/1850070"
"AIRBORNE","1650081600000","","false","1638","0","0","1.338081892306541","92","Hobbyist","me","me","1949480","https://store.steampowered.com/app/1949480"
"Polycalypse: Last bit of Hope","1649995200000","","false","3249","0","0","0.6155252336963417","61","Hobbyist","Bachosoft Studios","Bachosoft Studios","1340360","https://store.steampowered.com/app/1340360"
"Assault Bots","1649995200000","","false","14774","0","0","8.745093019418096","78","Hobbyist","Blayze Games, L.L.C.","Blayze Games, L.L.C.","1864080","https://store.steampowered.com/app/1864080"
"The Vaults","1649908800000","","false","977","0","0","0.916799429835684","71","Hobbyist","Daniel Duarte","Daniel Duarte","1444780","https://store.steampowered.com/app/1444780"
"PogoStickMiooooooon","1649995200000","","false","1989","0","0","2.502880877523435","100","Hobbyist","Blast-HuSter","Blast-HuSter","1942860","https://store.steampowered.com/app/1942860"
"Siren's Call","1649995200000","","false","14299","0","0","6.322080974143191","94","Hobbyist","ThePenSword","ThePenSword","1915740","https://store.steampowered.com/app/1915740"
"Moonstuck","1649908800000","","false","12404","0","0","1.0907464510326357","89","Indie","Black Country Games","ComfyDev","1947970","https://store.steampowered.com/app/1947970"
"The Genesis Project","1649822400000","","true","72619","0","0","10.43079665721669","86","Hobbyist","Perfectly Generic Team","Perfectly Generic Team","1610900","https://store.steampowered.com/app/1610900"
"Corn Defenders","1649822400000","","false","3341","0","0","1.3001740375597568","96","Hobbyist","JC384","Jackson Wynn,Logan Cochran","1909040","https://store.steampowered.com/app/1909040"
"FUCK PUTIN","1649822400000","","false","230646","0","0","4.567719499136419","89","Indie","Sunday's Games","Sunday's Games","1926680","https://store.steampowered.com/app/1926680"
"Sisters_Possession1","1649908800000","","false","4230","0","0","7.957815132616522","83","Hobbyist","rgroop","rgroop","1943030","https://store.steampowered.com/app/1943030"
"pemsa","1649822400000","","false","18602","0","0","1.8026965856529757","92","Hobbyist","Rexcellent Games","Rexcellent Games","1494910","https://store.steampowered.com/app/1494910"
"Nonogram Kingdom","1649822400000","","false","3010","0","0","39.707457416895956","51","Hobbyist","RikkiGames Limited","RikkiGames Limited","1909240","https://store.steampowered.com/app/1909240"
"Déjà-vu","1654041600000","1649822400000","false","486","0","0","1.1079925766034855","78","Hobbyist","Sporobole","Sporobole","1944750","https://store.steampowered.com/app/1944750"
"Run N' Gun","1649908800000","","false","7560","0","0","1.5439560820551521","94","Hobbyist","It's Not a Sport","Digital Delights","1945060","https://store.steampowered.com/app/1945060"
"Auto Kingdom Crunch","1649908800000","","false","1553","0","0","0.5932121186195698","57","Hobbyist","GleaveGames","GleaveGames","1892970","https://store.steampowered.com/app/1892970"
"Super SplashTube Bros.","1649736000000","","false","5387","0","0","1.2890646761283502","87","Hobbyist","O Programador","O Programador","1939430","https://store.steampowered.com/app/1939430"
"Escape : Lia","1649822400000","","false","3384","0","0","0.6339048591864735","34","Hobbyist","PROJECT 00:01","PROJECT 00:01","1908140","https://store.steampowered.com/app/1908140"
"Friendsim 2","1649736000000","","false","6966","0","0","5.768132877581346","92","Hobbyist","Studio June","Studio June","1844720","https://store.steampowered.com/app/1844720"
"Annie and the Art Gallery","1649736000000","","false","10107","0","0","2.5932969496483","84","Hobbyist","jswessler","jswessler","1887330","https://store.steampowered.com/app/1887330"
"Escape from Deathmark Dungeon","1649822400000","","false","135","0","0","2.072279384761771","100","Hobbyist","Matt Lloyd","Matt Lloyd","1954010","https://store.steampowered.com/app/1954010"
"Comrade Quack","1649736000000","","true","2448","0","0","0.6397984500136941","88","Hobbyist","Lucky Blimp","Lucky Blimp","1904050","https://store.steampowered.com/app/1904050"
