"name","firstReleaseDate","earlyAccessExitDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl"
"Centralia: Homecoming","1571371200000","1572062400000","false","2576","12.99","18889","2.475279103170029","68","Indie","indie_games_studio","indie_games_studio","1166740","https://store.steampowered.com/app/1166740"
"Stonies","1519189200000","","false","55468","0","18888.683172707566","13.310660471158414","52","Indie","upjers","upjers","788470","https://store.steampowered.com/app/788470"
"Nostradamus: The Last Prophecy","1398312000000","","false","11441","4.99","18884","5.909001386881166","68","Indie","Microids","Microids","287720","https://store.steampowered.com/app/287720"
"Gods Against Machines","1708923600000","","false","2290","11.99","18872","11.0778168506451","89","Indie","Silver Eye Studios","Silver Eye Studios","2207470","https://store.steampowered.com/app/2207470"
"Cannibal Cuisine","1589947200000","","false","4343","12.99","18866","3.485278160312704","83","Indie","Rocket Vulture","Rocket Vulture","1136020","https://store.steampowered.com/app/1136020"
"Jumps","1490932800000","","false","9930","6.99","18866","5.074725766013561","96","Indie","Kiwiforge,Timothy Vincent","Kiwiforge,Timothy Vincent","544310","https://store.steampowered.com/app/544310"
"Dragon And Home","1629345600000","","false","51832","0","18862.878138580945","64.46615481111183","60","Indie","HIG","HIG","1694200","https://store.steampowered.com/app/1694200"
"EDENGATE: The Edge of Life","1668488400000","","false","3651","6.99","18861","1.987988368297986","71","Indie","HOOK","HOOK","1414650","https://store.steampowered.com/app/1414650"
"VOLTED","1522540800000","1531195200000","false","6215","4.99","18858","2.8962146196267855","84","Indie","Betterburg","Betterburg","605920","https://store.steampowered.com/app/605920"
"Hunting Labyrinth","1676350800000","","false","1488","15.99","18858","1.446801029757323","78","Indie","BokiBoki Games","I'm moralist","2165380","https://store.steampowered.com/app/2165380"
"Anime Studio Story","1659844800000","","false","3423","8.99","18854","7.223292610664702","79","Indie","Kairosoft Co.,Ltd","Kairosoft Co.,Ltd","1933970","https://store.steampowered.com/app/1933970"
"Dick Wilde","1490760000000","","false","1521","14.99","18851","2.5741116654224734","85","Hobbyist","","Bolverk Games","585500","https://store.steampowered.com/app/585500"
"Encore Card Games Collection","1576731600000","","false","1065","19.99","18850","90.84866521195043","53","Indie","Encore Software","Webfoot","906240","https://store.steampowered.com/app/906240"
"Spaceport Hope","1441065600000","1460692800000","false","35838","1.99","18849","3.816016329088303","77","Indie","team BitClub , Sunken Treasure Games","team BitClub","394540","https://store.steampowered.com/app/394540"
"Richman 6","1678852800000","","false","5238","4.99","18838","4.913997989809834","46","Indie","SOFTSTAR ENTERTAINMENT INC.","SOFTSTAR TECHNOLOGY(BEIJING)CO.LTD","2185840","https://store.steampowered.com/app/2185840"
"Ways of History","1491004800000","1504238400000","false","26383","0","18833.797959477815","81.23870294134753","51","Indie","Glyph Worlds","Glyph Worlds","619310","https://store.steampowered.com/app/619310"
"State of Anarchy: Master of Mayhem","1490932800000","","false","20680","2.99","18832","5.573384205910507","85","Indie","Lapovich Team","Lapovich Team","576130","https://store.steampowered.com/app/576130"
"Angvik 2","1718596800000","","false","4473","5","18832","6.032136968047344","95","Indie","Alastair John Jack","Alastair John Jack","2921600","https://store.steampowered.com/app/2921600"
"The Eminence in Shadow: Master of Garden","1724803200000","","false","3238","0","18828","5.267247439687876","86","Indie","Aiming Inc.","Team CARAVAN","2776900","https://store.steampowered.com/app/2776900"
"Fantasy Town Regional Manager","1636084800000","","false","3015","9.99","18824","5.152855568405094","80","Indie","Caps Collective","Caps Collective","1524530","https://store.steampowered.com/app/1524530"
"Rift's Cave","1417410000000","1631160000000","false","4180","4.99","18823","4.910495740822634","63","Indie","Volens Nolens Games","Volens Nolens Games","335210","https://store.steampowered.com/app/335210"
"HackyZack","1490673600000","","false","2592","9.99","18823","4.119405863023626","68","Indie","Spaceboy Games","Spaceboy Games","508530","https://store.steampowered.com/app/508530"
"Luxor: Quest for the Afterlife","1229317200000","","false","3696","9.99","18822","11.613487120881173","81","Indie","Accelerate Games","MumboJumbo","16040","https://store.steampowered.com/app/16040"
"Hidden Industries Top-Down 3D","1655524800000","","false","435","199.99","18820","0.5479290684928522","48","Indie","Hede","Top-Down Games","2023640","https://store.steampowered.com/app/2023640"
"Constructor Classic 1997","1493352000000","","false","7736","4.99","18820","10.089344238647058","86","Indie","System 3","System 3","599600","https://store.steampowered.com/app/599600"
"Gold Rush! Anniversary","1415336400000","","false","4368","4.99","18814","4.338235366339534","58","Indie","Sunlight Games","Sunlight Games","319230","https://store.steampowered.com/app/319230"
"Lop Nor Zombie VR (HTC Vive)","1475208000000","","false","2673","2.99","18804","0.7986847949338512","71","Indie","哈视奇科技","哈视奇科技","521860","https://store.steampowered.com/app/521860"
"Adventurezator: When Pigs Fly","1401580800000","1442462400000","false","2701","19.99","18801","2.434967767939252","70","Indie","Degica","Pigasus Games","300280","https://store.steampowered.com/app/300280"
"A Mass of Dead","1436932800000","","false","4849","4.99","18801","2.7701604118474066","48","Indie","Dev Arc","Dev Arc","269630","https://store.steampowered.com/app/269630"
"Hop Step Sing! Kimamani☆Summer vacation (HQ Edition)","1502942400000","","false","3787","6.99","18796","0.9472152549198025","97","Indie","KOMODO","Kodansha,Polygon Pictures Inc.,Lantis","689710","https://store.steampowered.com/app/689710"
"Keep in Mind: Remastered","1520485200000","","false","19660","1.99","18794","1.8098299968259486","75","Indie","Akupara Games","Little Moth Games,Akupara Games","643200","https://store.steampowered.com/app/643200"
"A Sex Slave's  Love Story","1677560400000","","false","3956","6.99","18794","1.3201317482767505","64","Indie","Playmeow,ACG creator","Kanoe","1698480","https://store.steampowered.com/app/1698480"
"BFF or Die","1536811200000","","false","2160","5.99","18792","1.6888090668279947","71","Indie","ASA Studio","ASA Studio","652360","https://store.steampowered.com/app/652360"
"Countless Army","1721260800000","","false","2838","9.99","18790","2.454193069376656","83","Indie","Dos Estrellas","Dos Estrellas","2413640","https://store.steampowered.com/app/2413640"
"Killer Sudoku","1607922000000","","false","4294","4.99","18788","34.3784667460654","88","Indie","Studio Goya","Studio Goya","1471910","https://store.steampowered.com/app/1471910"
"末代侠客","1623384000000","","false","7560","3.99","18786","8.26055394169117","87","Indie","DreamStep","夜葬半歌","1339260","https://store.steampowered.com/app/1339260"
"Lys and Ruka's Magical Bag","1659672000000","","false","1935","14.99","18784","20.193735808216132","64","Indie","Sekai Project","desunoya","1944140","https://store.steampowered.com/app/1944140"
"Childhood grocery 辣条杂货店 学校小卖部 :令人感动的童年回忆，经典策略模拟经营解密","1502942400000","","false","5031","5.99","18780","4.121957182897908","53","Indie","stone lnternational","独立游戏开发组：,萌逗,joy","687650","https://store.steampowered.com/app/687650"
"Capitalism Plus","1458619200000","","false","5773","5.99","18771","29.48840553220686","84","Indie","Enlight Software Limited,Retroism","Enlight Software Limited","450120","https://store.steampowered.com/app/450120"
"Starground","1724025600000","","true","2297","9.99","18769","4.084783600621958","88","Indie","2 Left Thumbs","Big Boy Games","2793380","https://store.steampowered.com/app/2793380"
"Horse Riding Deluxe 2","1586750400000","1614661200000","false","1176","19.99","18765","17.581713757820328","67","Indie","Loot Inside","Loot Inside","1265690","https://store.steampowered.com/app/1265690"
"Supreme Race on Highway","1647835200000","","false","342","199.99","18764","8.761271140325537","70","Indie","TITA Studios","TITA Studios","1927710","https://store.steampowered.com/app/1927710"
"Lingua Fleur: Lily","1553832000000","","false","4988","4.99","18760","3.3519335770098815","98","Indie","Narrator","Narrator,STORIA","986280","https://store.steampowered.com/app/986280"
"Deskmate Girl","1593403200000","","false","10575","1.99","18757","0.8802705177829514","64","Indie","Mk-II","Mk-II","1268870","https://store.steampowered.com/app/1268870"
"The Legend of Dark Witch 2 （魔神少女エピソード２）","1484888400000","","false","2970","9.99","18752","8.331574306371667","91","Indie","INSIDE SYSTEM","INSIDE SYSTEM","555580","https://store.steampowered.com/app/555580"
"Melting World Online","1527811200000","1538625600000","false","3434","14.99","18749","16.131748613812512","50","Indie","Juvty Worlds","Juvty Worlds","863420","https://store.steampowered.com/app/863420"
"Get Packed: Fully Loaded","1627444800000","","false","1890","19.99","18743","2.2693171467154825","72","Indie","Coatsink","Moonshine Studios","269850","https://store.steampowered.com/app/269850"
"Amberskull","1523592000000","","false","4704","4.99","18740","1.8188571076106135","84","Indie","Charlie Behan","Charlie Behan","736250","https://store.steampowered.com/app/736250"
"Teenage Blob","1597291200000","","false","3596","7.99","18738","1.2109109251718861","96","Indie","SUPERHOT PRESENTS,Team Lazerbeam","Team Lazerbeam,The Superweaks","1096060","https://store.steampowered.com/app/1096060"
"EvilMorph","1486098000000","","false","5754","2.99","18738","3.5488621497524107","83","Indie","ClickGames","ClickGames","562490","https://store.steampowered.com/app/562490"
