"name","firstReleaseDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl"
"The Vault","1710734400000","false","145","0","0","3.522853381015647","88","Hobbyist","Oridont","Oridont","2862850","https://store.steampowered.com/app/2862850"
"ARC TCG","1710820800000","true","954","0","0","21.25803155532235","78","Hobbyist","Gindro Gabriele","Gindro Gabriele","2842430","https://store.steampowered.com/app/2842430"
"BACKROOMS NO RETURN: Prologue","1723161600000","false","43509","0","0","0.3303140077482972","22","Hobbyist","FriedGPU","FriedGPU","2866360","https://store.steampowered.com/app/2866360"
"BallBastic!","1713153600000","false","659","0","0","1.1068423248516155","70","Hobbyist","Phunen Games","Phunen Games","2428170","https://store.steampowered.com/app/2428170"
"BUMPER BALLS","1710820800000","false","190","0","0","3.047675267363913","82","Hobbyist","XETUP","XETUP","2805960","https://store.steampowered.com/app/2805960"
"Eternal Spring VR","1715400000000","false","123","0","0","1.90287074437703","78","Indie","Lofty Sky Entertainment Inc.","Lofty Sky Entertainment Inc.","2689630","https://store.steampowered.com/app/2689630"
"Grim","1724976000000","false","34","0","0","0","100","Hobbyist","Grim Studios","Bianca Hsieh,Akshat Sachan,Sai Anirudh Yellanki,Vishwaas Khare,Gabriel Oliver,Jude Key,Sawyer Porte,Davide Zhu","2801860","https://store.steampowered.com/app/2801860"
"Hangul Shooter","1710907200000","false","131","0","0","1.2091248917720023","90","Hobbyist","Dhamas Tri","Dhamas Tri","2866550","https://store.steampowered.com/app/2866550"
"Splash Carnival","1710820800000","false","640","0","0","1.1040854785838492","83","Hobbyist","Sejong Univ. PandoraCube","PandoraCube","2870950","https://store.steampowered.com/app/2870950"
"Toofan AlAqsa","1711857600000","false","1199","0","0","1.0410253820646933","66","Hobbyist","Digital Dimension LLC","Digital Dimension LLC","2850750","https://store.steampowered.com/app/2850750"
"un/FRAGMENT.","1712548800000","false","567","0","0","0.6674357830341545","96","Hobbyist","izakiko paradox","izakiko paradox","2830870","https://store.steampowered.com/app/2830870"
"Winnie-The-Pooh Taste Test","1716609600000","false","540","0","0","0.9887960832057526","81","Hobbyist","Tumble Arts","Tumble Arts","2840530","https://store.steampowered.com/app/2840530"
"Xetanon","1722211200000","false","80","0","0","1.8575007772243872","100","Hobbyist","CodeThrower","CodeThrower","2587870","https://store.steampowered.com/app/2587870"
"Deck of Delirium","1712548800000","false","390","0","0","2.199177377560515","88","Hobbyist","DoD INC","Sawyer Porte,Sydney Fonderie,Linda Li,Ian Richardson,Brandon Fields,Zhihao Wang,Andrew Duune","2816580","https://store.steampowered.com/app/2816580"
"Ghost Hospital -in Thousand Horror Hill-","1710993600000","false","518","0","0","8.410944759905423","100","Hobbyist","椎虫","椎虫","2866830","https://store.steampowered.com/app/2866830"
"Dragon's Dogma 2 Character Creator & Storage","1709787600000","false","432048","0","0","4.355034173298957","80","AAA","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.","2674810","https://store.steampowered.com/app/2674810"
"Easter 2024 Memory","1710907200000","false","1","0.99","0","0","0","Hobbyist","OG Games","Schwan OG","2857990","https://store.steampowered.com/app/2857990"
"Easter 2024 Puzzle","1710907200000","false","1","0.99","0","0","0","Hobbyist","OG Games","Schwan OG","2858000","https://store.steampowered.com/app/2858000"
"My succubus Kukula","1713931200000","false","38994","0","0","0.6597909157163306","98","Hobbyist","糕薯科技","火鸡头工作室","2848420","https://store.steampowered.com/app/2848420"
"Zeitz Machz √Rhapsody","1710993600000","false","157","0","0","2.5847846923032587","91","Hobbyist","Occult Lily","Occult Lily","2784080","https://store.steampowered.com/app/2784080"
"しんせいかつ","1710993600000","false","279","0","0","1.0435887090267726","83","Hobbyist","GGworks","GGworks","2863070","https://store.steampowered.com/app/2863070"
"Brass Necessity","1711944000000","true","79","0","0","5.301635867733328","83","Hobbyist","Popped Corn Bytes","Zackery Turman,Tim Phillips,Lewis Collins","2824760","https://store.steampowered.com/app/2824760"
"GOT Simulator","1711080000000","true","323","0","0","1.199439226738083","77","Hobbyist","NEGYMANS","NEGYMANS","2856870","https://store.steampowered.com/app/2856870"
"Illusion Carnival","1720656000000","false","72178","0","0","2.31793098510631","98","Hobbyist","KiZ","KiZ","2796340","https://store.steampowered.com/app/2796340"
"My Corp Cargo Simulator : Prologue","1721088000000","false","2899","0","0","0.9870511750520558","67","Hobbyist","No King Interactive","Mergen Games","2875640","https://store.steampowered.com/app/2875640"
"Pearl Fishery: Quest for the Mega Pearl","1711080000000","false","125","0","0","1.845926250623308","89","Hobbyist","Lam Games","Lam Games","2826860","https://store.steampowered.com/app/2826860"
"Planetka","1711512000000","false","6367","0","0","0.8458397983737171","88","Hobbyist","TeTerka","TeTerka","2878100","https://store.steampowered.com/app/2878100"
"The Neurochemical Conjob","1715054400000","false","69","0","0","1.1836795967906213","100","Hobbyist","Mind Over Matter Entertainment","Mind Over Matter Entertainment","2876600","https://store.steampowered.com/app/2876600"
"Troy: The Soldier","1711080000000","false","54","0","0","2.603456485790892","75","Hobbyist","RedWH","RedWH,Nona-Bit","2870470","https://store.steampowered.com/app/2870470"
"AKAZU Off limits","1711252800000","false","2410","0","0","1.0332158890044116","64","Hobbyist","STUDIO DYD","STUDIO DYD","2848610","https://store.steampowered.com/app/2848610"
"camera lens","1711598400000","false","1","0.99","0","0","0","Hobbyist","wenzong","wenzong","2871810","https://store.steampowered.com/app/2871810"
"Getaway Driver","1711166400000","false","1","0.99","0","0","0","Hobbyist","Creative Games","Creative Games","2870670","https://store.steampowered.com/app/2870670"
"shining","1711339200000","false","1","0.99","0","0.5402216605255462","0","Hobbyist","wang huimin","wang huimin","2873840","https://store.steampowered.com/app/2873840"
"Annoy This Guy","1711771200000","false","1079","0","0","0.7630823382798392","95","Hobbyist","Samuel Leigh","Samuel Leigh","2873740","https://store.steampowered.com/app/2873740"
"Hellwatch: Prelude","1711598400000","false","673","0","0","1.4106919773050453","85","Hobbyist","FG","FG","2659030","https://store.steampowered.com/app/2659030"
"Inline: Out of Time","1711684800000","false","1470","0","0","1.1501714784839647","89","Hobbyist","DigiPen Institute of Technology","Parcel Dynamics","2865360","https://store.steampowered.com/app/2865360"
"Soul Eater","1711252800000","false","171","0","0","1.5036236736956752","63","Hobbyist","1704","1704","2836250","https://store.steampowered.com/app/2836250"
"BOOMEROAD","1711425600000","false","11151","0","0","0.45414350006502563","95","Indie","Phoenixx Inc.","Bandai Namco Studios Inc.","2512820","https://store.steampowered.com/app/2512820"
"Bull-Bia Ricky","1711944000000","false","1","0.99","0","0","0","Hobbyist","TakaEVP","TakaEVP","2874570","https://store.steampowered.com/app/2874570"
"Cool Cucumber Cricket","1712635200000","false","107","0","0","2.469567308400763","100","Hobbyist","Me I Guess","Me I Guess","2540490","https://store.steampowered.com/app/2540490"
"DORONKO WANKO","1711425600000","false","241504","0","0","0.8835401570736942","98","Indie","Phoenixx Inc.","Bandai Namco Studios Inc.,Bandai Namco Online Inc.","2512840","https://store.steampowered.com/app/2512840"
"FREE GIRLS!","1710302400000","false","10621","0","0","0.4792799938028382","77","Hobbyist","Hentai Puzzle","Hentai Puzzle","2845190","https://store.steampowered.com/app/2845190"
"FreeInfantry","1713153600000","false","3409","0","0","35.98887741888088","91","Hobbyist","FreeInfantry Group","FreeInfantry Group","2830720","https://store.steampowered.com/app/2830720"
"I will make you scared of this Red Box.","1712203200000","false","890","0","0","0.6526120456667718","88","Hobbyist","Josh Ward","Josh Ward","2549940","https://store.steampowered.com/app/2549940"
