"name","firstReleaseDate","earlyAccessExitDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl"
"FlyWings 2018 Flight Simulator","1545973200000","1678680000000","false","1312","24.99","21444","5.704849278061343","22","Indie","Thetis Games","Thetis Games","928880","https://store.steampowered.com/app/928880"
"My Butler","1471147200000","","false","4071","9.99","21438","3.65492317529826","51","Indie","Dogenzaka Lab","Dogenzaka Lab","494470","https://store.steampowered.com/app/494470"
"Kungfu Beggar","1511413200000","","false","1568","5.99","21431","1.6176394330693193","42","Indie","LIU TING","LIU TING","744710","https://store.steampowered.com/app/744710"
"Eternal Starlight VR","1623902400000","","false","1680","14.99","21428","4.2456959365230595","96","Indie","White Noise Games","White Noise Games","676030","https://store.steampowered.com/app/676030"
"Royal Defense","1415595600000","","false","15888","9.99","21425","5.537958888281691","72","Indie","8Floor","Good Games,Creobit","291170","https://store.steampowered.com/app/291170"
"Venge","1595908800000","","false","9858","1.99","21420","4.872226088359652","94","Indie","Ekrcoaster","Ekrcoaster","1259510","https://store.steampowered.com/app/1259510"
"Putty Pals","1487134800000","","false","3538","9.99","21418","4.780256772385586","95","Indie","Harmonious Games","Harmonious Games","489110","https://store.steampowered.com/app/489110"
"アパシー学校であった怖い話 極","1676350800000","","false","682","44.99","21418","6.8413300020715795","67","Indie","七転び八転がり,SHANNON","七転び八転がり,SHANNON","2283710","https://store.steampowered.com/app/2283710"
"The Torus Syndicate","1479790800000","","true","1800","14.99","21416","1.1676293310832293","75","Indie","Codeate","Codeate","548860","https://store.steampowered.com/app/548860"
"Skybolt Zack","1573102800000","","false","1674","15.99","21406","4.421761081376222","93","Indie","TyGAMES","DEVS MUST DIE","909670","https://store.steampowered.com/app/909670"
"Combo Card Clashers","1715832000000","","false","2358","11.99","21406","6.529426513456026","85","Indie","Burnt Games LLC,Erabit","Burnt Games LLC","2054770","https://store.steampowered.com/app/2054770"
"Hot And Lovely : Tease","1700024400000","","false","8644","3.99","21405","0.8259885617733539","80","Indie","Lovely Games","Lovely Games","2656900","https://store.steampowered.com/app/2656900"
"Paper Cut Mansion","1666843200000","","false","1845","19.99","21403","2.5006371675606727","74","Indie","Thunderful Publishing","Space Lizard Studio","1004370","https://store.steampowered.com/app/1004370"
"Squareface","1473566400000","","false","3486","4.99","21396","3.4187620481833503","79","Indie","VAN CUBO","VAN CUBO","517350","https://store.steampowered.com/app/517350"
"Kowloon High-School Chronicle","1667970000000","","false","1647","19.99","21391","21.08310993641864","90","AA","Arc System Works","TOYBOX","1053390","https://store.steampowered.com/app/1053390"
"Gamer Shop Simulator","1584072000000","1636171200000","false","4281","8.99","21389","6.01959019624148","42","Indie","DiamosDev","DiamosDev","1228570","https://store.steampowered.com/app/1228570"
"Foosball - Street Edition","1397620800000","","false","5211","4.99","21381","1.8616500289713682","71","Indie","Yuisy","Yuisy,Exkee","280830","https://store.steampowered.com/app/280830"
"Aztech Forgotten Gods","1646888400000","","false","1485","29.99","21380","3.1813413286788848","66","Indie","Lienzo","Lienzo","1592320","https://store.steampowered.com/app/1592320"
"完蛋！我也能追到美女了！","1703739600000","","false","29970","0.99","21379","2.228277189480799","51","Indie","火花工作室,钢爪工作室","火花工作室","2712540","https://store.steampowered.com/app/2712540"
