"name","firstReleaseDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl"
"RocketRecoil","1713499200000","false","1","2.99","2","0","0","Hobbyist","IFrames Games","IFrames Games","2914880","https://store.steampowered.com/app/2914880"
"StarsKnight","1713758400000","false","1","2.99","2","0","0","Hobbyist","Namek Games Studio","Namek Games Studio","2907200","https://store.steampowered.com/app/2907200"
"99 Seconds","1714708800000","false","1","2.99","2","0","0","Hobbyist","Super PowerUp Games","Super PowerUp Games","2786130","https://store.steampowered.com/app/2786130"
"Bunker Farmer","1721779200000","false","1","2.99","2","0.6714448138573647","100","Hobbyist","JB Game Dev","JB Game Dev","2915880","https://store.steampowered.com/app/2915880"
"DYING UNDER NIGHTFALL","1717214400000","false","1","2.99","2","1.8590892886505581","75","Hobbyist","BTC-BIXELTECHCODE","BTC-BIXELTECHCODE","2467870","https://store.steampowered.com/app/2467870"
"The Adventures of Emoji 4: Fly High Mouse Remastered","1725840000000","false","1","2.99","2","0","0","Hobbyist","Moji4Studio","Moji4Studio","2930570","https://store.steampowered.com/app/2930570"
"Vice Grill: Synthwave Survival","1714449600000","false","1","2.99","2","0","0","Hobbyist","Wanech","Wanech","2920330","https://store.steampowered.com/app/2920330"
"Two Bad Fellas","1714708800000","false","1","2.99","2","0","100","Hobbyist","Rabbit Bay Games","Rabbit Bay Games","2938550","https://store.steampowered.com/app/2938550"
"99 Moves","1714708800000","false","1","2.99","2","0","0","Hobbyist","Super PowerUp Games","Super PowerUp Games","2786140","https://store.steampowered.com/app/2786140"
"Sales employee Takeru-Kun","1714449600000","true","1","2.99","2","0","0","Hobbyist","Ikerandal Lab","Ikerandal Lab","2926300","https://store.steampowered.com/app/2926300"
"Night at the Cabin","1714622400000","false","1","2.99","2","0","0","Hobbyist","Creative Games","Creative Games","2943480","https://store.steampowered.com/app/2943480"
"Daily Bread","1719720000000","false","1","2.99","2","0","0","Hobbyist","Zenith Unbound","Zenith Unbound","2949880","https://store.steampowered.com/app/2949880"
"Lade's Sandbox","1714968000000","true","1","2.99","2","0","0","Hobbyist","诺格拉德","诺格拉德","2871700","https://store.steampowered.com/app/2871700"
"Shrimpwrecked","1715140800000","false","1","2.99","2","0","0","Hobbyist","adeios games","adeios games","2920110","https://store.steampowered.com/app/2920110"
"极简乱斗2-simple fight 2","1715227200000","false","1","2.99","2","0","0","Hobbyist","小十一的老大","小十一的老大","2933950","https://store.steampowered.com/app/2933950"
"MistWorld the after 1","1715659200000","false","1","2.99","2","0","0","Hobbyist","Asuka Watanabe","Asuka Watanabe","2957620","https://store.steampowered.com/app/2957620"
"Links Quartz","1721865600000","false","1","2.99","2","0","0","Hobbyist","KEEL Games","KEEL Games","2968030","https://store.steampowered.com/app/2968030"
"Space Trail Fireworks","1719201600000","false","1","2.99","2","0","0","Hobbyist","WRDSLYR Crew","WRDSLYR Crew","2964590","https://store.steampowered.com/app/2964590"
"A Great Hunger","1715918400000","false","1","2.99","2","0","0","Hobbyist","GoldieClaws","GoldieClaws","2973840","https://store.steampowered.com/app/2973840"
"MILK ME DARLING: BUSTY AND THE BREAST","1716091200000","false","1","2.99","2","0","0","Hobbyist","Titanium Armor","Titanium Armor","2971830","https://store.steampowered.com/app/2971830"
"Memocratie","1716177600000","false","1","2.99","2","1.293058780139188","100","Hobbyist","Captain Seal","Captain Seal,Xomma6bI4","2843030","https://store.steampowered.com/app/2843030"
"Fluxed","1716523200000","false","1","2.99","2","0","0","Hobbyist","Robert Hendry Games","Robert Hendry Games","2876680","https://store.steampowered.com/app/2876680"
"Touch Maze","1716868800000","false","1","2.99","2","0","0","Hobbyist","Mr Jazz Entertainment","Mr Jazz Entertainment","2968570","https://store.steampowered.com/app/2968570"
