"name","firstReleaseDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl"
"Adventure Dream Team","1557806400000","false","1","2.99","2","0","0","Hobbyist","ADT","ADT","1045670","https://store.steampowered.com/app/1045670"
"Physics Drop","1556856000000","false","1","2.99","2","6.431604422752069","67","Hobbyist","IDC Games","IDC Games","1038070","https://store.steampowered.com/app/1038070"
"The Artifacts","1556683200000","false","1","2.99","2","0","100","Hobbyist","Slap Happy Larry","Slap Happy Larry","1051940","https://store.steampowered.com/app/1051940"
"GUNSMOKE","1556164800000","false","1","2.99","2","0","0","Hobbyist","Retro Bullet","Vincent Foster,Robert","991130","https://store.steampowered.com/app/991130"
"Great Ball of Fire","1556251200000","false","1","2.99","2","1.922025123636597","57","Hobbyist","Drink Cash","Daniel Noronha,Gabriel Noronha","1061970","https://store.steampowered.com/app/1061970"
"One Drop Bot","1556164800000","false","1","2.99","2","0.7233378959541064","22","Hobbyist","Playing with Color","David Draper Jr","1060320","https://store.steampowered.com/app/1060320"
"Asteroid Hideout","1552536000000","false","1","2.99","2","0.22694636358142695","67","Hobbyist","toxicbrain","toxicbrain","1021840","https://store.steampowered.com/app/1021840"
"Full Pitch","1552622400000","false","1","2.5","2","4.992433467417599","100","Hobbyist","Casque","Casque","1025330","https://store.steampowered.com/app/1025330"
"Crash Landed","1552449600000","false","1","2.99","2","0.5088106725246726","75","Hobbyist","Adil Ahmed","Adil Ahmed,Edgy Games","1014600","https://store.steampowered.com/app/1014600"
"Acrophobia","1551330000000","false","1","2.99","2","0","0","Hobbyist","IchigoGames","IchigoGames","851960","https://store.steampowered.com/app/851960"
"TOYTANK","1550984400000","false","1","2.99","2","0","0","Hobbyist","Pudding","Pudding","1024960","https://store.steampowered.com/app/1024960"
"AirShock","1550984400000","false","1","2.99","2","0.9958067715029478","20","Hobbyist","NEBOCRY INTERACTIVE","UA Games","1017800","https://store.steampowered.com/app/1017800"
"Tuber`s Run","1550725200000","false","1","2.99","2","0","0","Hobbyist","SOLOABLE GAMES","SOLOABLE GAMES","1022860","https://store.steampowered.com/app/1022860"
"Statue Defender","1550811600000","false","1","2.99","2","0","50","Hobbyist","Glimma Games","Glimma Games","994170","https://store.steampowered.com/app/994170"
