"name","firstReleaseDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl","earlyAccessExitDate"
"Spyro™ Reignited Trilogy","1567483200000","false","874656","39.99","18893225","11.938585088274856","94","AAA","Activision","Toys for Bob,Iron Galaxy Studios","996580","https://store.steampowered.com/app/996580",""
"METAL GEAR RISING: REVENGEANCE","1389243600000","false","1949828","29.99","18835545","13.824399592598583","96","AA","KONAMI","PlatinumGames","235460","https://store.steampowered.com/app/235460",""
"Shadow Tactics: Blades of the Shogun","1481000400000","false","1628688","39.99","18831666","10.691461170581697","96","AA","Daedalic Entertainment","Mimimi Games","418240","https://store.steampowered.com/app/418240",""
"NieR Replicant™ ver.1.22474487139...","1619150400000","false","572603","59.99","18749718","24.13415646575371","88","AA","Square Enix","Square Enix,Toylogic Inc.","1113560","https://store.steampowered.com/app/1113560",""
"DiRT Rally 2.0","1551070800000","false","1729660","19.99","18608104","43.985373386108016","88","Indie","Codemasters,Electronic Arts","Codemasters","690790","https://store.steampowered.com/app/690790",""
"Call of Duty®: Black Ops Cold War","1678251600000","false","774167","59.99","18561584","18.9214448781743","81","AAA","Activision","Treyarch,Raven Software,High Moon Studios,Beenox,Activision Shanghai,Sledgehammer Games","1985810","https://store.steampowered.com/app/1985810",""
"太吾绘卷 The Scroll Of Taiwu","1537416000000","true","1463816","19.99","18516069","63.567599704478354","70","Indie","ConchShip Games","ConchShip Games","838350","https://store.steampowered.com/app/838350",""
"Gorilla Tag","1613106000000","false","996954","19.99","18509197","6.892807963564447","91","Indie","Another Axiom Inc.","Another Axiom Inc.","1533390","https://store.steampowered.com/app/1533390","1672549200000"
"Stick Fight: The Game","1506571200000","false","6359466","4.99","18472812","7.225286980315196","94","AA","Landfall","Landfall West","674940","https://store.steampowered.com/app/674940",""
"Celeste","1516856400000","false","2767505","19.99","18460757","18.634259563066344","98","Indie","Maddy Makes Games Inc.","Maddy Makes Games Inc.,Extremely OK Games, Ltd.","504230","https://store.steampowered.com/app/504230",""
"Undisputed","1675141200000","true","627488","49.99","18457698","14.159267359067186","72","AA","Deep Silver","Steel City Interactive","1451190","https://store.steampowered.com/app/1451190",""
"Dead Rising 3 Apocalypse Edition","1409889600000","false","1014488","29.99","18412570","12.27564901345447","76","AA","Capcom","Capcom Game Studio Vancouver","265550","https://store.steampowered.com/app/265550",""
"A Hat in Time","1507176000000","false","1028244","29.99","18405141","19.592841159333158","98","Indie","Gears for Breakfast","Gears for Breakfast","253230","https://store.steampowered.com/app/253230",""
"Darkest Dungeon® II","1683518400000","false","618507","39.99","18323739","33.59111869689847","76","AA","Red Hook Studios","Red Hook Studios","1940340","https://store.steampowered.com/app/1940340",""
"Call to Arms - Gates of Hell: Ostfront","1623384000000","false","1006528","34.99","18249103","45.94077909787869","82","Indie","Digitalmindsoft","Barbedwire Studios,Digitalmindsoft","400750","https://store.steampowered.com/app/400750",""
"HUMANKIND™","1629172800000","false","828393","49.99","18233573","35.64485058920418","67","AA","SEGA","AMPLITUDE Studios","1124300","https://store.steampowered.com/app/1124300",""
"PlateUp!","1659585600000","false","1491762","19.99","18233045","20.311930655237184","96","Indie","Yogscast Games","It's happening","1599600","https://store.steampowered.com/app/1599600",""
"Battlefield 4™","1591848000000","false","2140550","39.99","18224982","27.070415847269267","87","AAA","Electronic Arts","DICE","1238860","https://store.steampowered.com/app/1238860",""
"A Plague Tale: Innocence","1557806400000","false","1310314","39.99","18201379","10.04155667448498","94","AA","Focus Entertainment","Asobo Studio","752590","https://store.steampowered.com/app/752590",""
"Digimon Masters Online","1478145600000","false","821410","0","18066710.015304398","39.91042604603979","67","Indie","MOVE ON USA CO.","Move Games Co., Ltd.","537180","https://store.steampowered.com/app/537180",""
"Red Orchestra 2: Heroes of Stalingrad with Rising Storm","1315886400000","false","2114064","19.99","18061203","23.26926348651048","93","AA","Tripwire Interactive","Tripwire Interactive","35450","https://store.steampowered.com/app/35450",""
"Lobotomy Corporation | Monster Management Simulation","1480550400000","false","1666323","24.99","18044647","23.403234634313577","93","AA","ProjectMoon","ProjectMoon","568220","https://store.steampowered.com/app/568220","1523246400000"
"Red Dead Online","1606798800000","false","1887439","19.99","18026679","39.381446974405705","83","AAA","Rockstar Games","Rockstar Games","1404210","https://store.steampowered.com/app/1404210",""
"Batman™: Arkham Origins","1382587200000","false","2442718","19.99","17963842","16.650106624897774","89","AA","Warner Bros. Interactive Entertainment","WB Games Montreal,Splash Damage","209000","https://store.steampowered.com/app/209000",""
"DmC: Devil May Cry","1359003600000","false","1179538","29.99","17953808","11.72579568757802","93","AA","Capcom","Ninja Theory","220440","https://store.steampowered.com/app/220440",""
"Five Nights at Freddy's: Security Breach","1639630800000","false","687592","39.99","17945410","13.462137008368373","86","Indie","ScottGames","Steel Wool Studios","747660","https://store.steampowered.com/app/747660",""
"Chained Together","1718769600000","false","4133701","4.99","17868058","4.192534436768339","89","Indie","Anegar Games","Anegar Games","2567870","https://store.steampowered.com/app/2567870",""
"Besiege","1420070400000","false","3377374","14.99","17810041","14.582982662835704","96","Indie","Spiderling Studios","Spiderling Studios","346010","https://store.steampowered.com/app/346010","1582002000000"
"Eco","1517893200000","true","682636","29.99","17795236","74.86059466255571","82","Indie","Strange Loop Games","Strange Loop Games","382310","https://store.steampowered.com/app/382310",""
"Skul: The Hero Slayer","1582002000000","false","1704564","19.99","17773128","28.221864503840298","93","AA","NEOWIZ","SOUTHPAW GAMES","1147560","https://store.steampowered.com/app/1147560","1611118800000"
"UNCHARTED™: Legacy of Thieves Collection","1666152000000","false","619880","49.99","17746741","16.71912883736384","90","AAA","PlayStation Publishing LLC","Naughty Dog LLC,Iron Galaxy Studios","1659420","https://store.steampowered.com/app/1659420",""
"Age of Mythology: Extended Edition","1399521600000","false","2068303","29.99","17555250","28.91119529221819","93","AAA","Xbox Game Studios","SkyBox Labs,Ensemble Studios","266840","https://store.steampowered.com/app/266840",""
"Age of Empires III: Definitive Edition","1602734400000","false","4031074","0","17529095.351376943","30.758474675478393","84","AAA","Xbox Game Studios","World's Edge,Tantalus Media,Forgotten Empires","933110","https://store.steampowered.com/app/933110",""
"X4: Foundations","1543554000000","false","571881","49.99","17528523","86.72863873307088","78","Indie","Egosoft","Egosoft","392160","https://store.steampowered.com/app/392160",""
"GROUND BRANCH","1534219200000","true","757629","29.99","17489133","16.261201816600078","91","Indie","MicroProse Software","BlackFoot Studios","16900","https://store.steampowered.com/app/16900",""
