"name","firstReleaseDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl","earlyAccessExitDate"
"Apollo Justice: Ace Attorney Trilogy","1706072400000","false","93608","49.99","3628112","39.15405992663427","92","AAA","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.","2187220","https://store.steampowered.com/app/2187220",""
"TrackMania² Stadium","1359676800000","false","570808","9.99","3621054","39.2464653312864","89","AAA","Ubisoft","Nadeo","232910","https://store.steampowered.com/app/232910","1371700800000"
"LIGHTNING RETURNS™: FINAL FANTASY® XIII","1449723600000","false","329453","19.99","3620906","14.649827469503077","80","AA","Square Enix","Square Enix","345350","https://store.steampowered.com/app/345350",""
"Five Nights at Freddy's: Help Wanted 2","1702530000000","false","98666","39.99","3620822","7.3136214383767975","94","Indie","ScottGames","Steel Wool Studios","2287520","https://store.steampowered.com/app/2287520",""
"FEZ","1367380800000","false","1152229","9.99","3618294","4.3077489271460685","93","Indie","Trapdoor","Polytron Corporation","224760","https://store.steampowered.com/app/224760",""
"Life is Feudal: Forest Village","1470009600000","false","255360","24.99","3601966","21.303074500681603","66","Indie","Bitbox Ltd.","Mindillusion","496460","https://store.steampowered.com/app/496460","1495771200000"
"X Rebirth","1375315200000","false","178718","29.99","3601541","43.5842644786983","43","Indie","Egosoft","Egosoft","2870","https://store.steampowered.com/app/2870","1384491600000"
"Deadlight","1351137600000","false","761949","14.99","3601453","12.985920256658673","79","AAA","Xbox Game Studios","Tequila Works, S.L.","211400","https://store.steampowered.com/app/211400",""
"Tom Clancy's Rainbow Six® Vegas 2","1208318400000","false","681708","9.99","3599418","9.063198433627273","85","AAA","Ubisoft","Ubisoft Montreal","15120","https://store.steampowered.com/app/15120",""
"SENRAN KAGURA ESTIVAL VERSUS","1489723200000","false","182455","29.99","3594532","17.61051976973436","95","AA","XSEED Games,Marvelous USA, Inc.,Marvelous","Tamsoft","502800","https://store.steampowered.com/app/502800",""
"Legend of Grimrock 2","1413345600000","false","284597","23.99","3592456","16.795517401685267","91","Indie","Almost Human Games","Almost Human Games","251730","https://store.steampowered.com/app/251730",""
"METAL GEAR SURVIVE","1519189200000","false","121777","29.99","3589269","31.552035792819694","65","AA","KONAMI","KONAMI","543900","https://store.steampowered.com/app/543900",""
"FlatOut: Ultimate Carnage Collector's Edition","1219723200000","false","529791","19.99","3582960","7.4780899633886335","88","Indie","Strategy First","Bugbear Entertainment,ZOOM Platform Media,Jordan Freeman Group","12360","https://store.steampowered.com/app/12360",""
"Tales of Vesperia: Definitive Edition","1547096400000","false","200988","49.99","3582866","24.500112295646005","82","AA","BANDAI NAMCO Entertainment","QLOC,BANDAI NAMCO Studios Inc.","738540","https://store.steampowered.com/app/738540",""
"Crysis 3 Remastered","1668661200000","false","257085","29.99","3572549","5.0546170136719875","89","AA","Crytek","Crytek,Saber Interactive","2096610","https://store.steampowered.com/app/2096610",""
"Little Misfortune","1568779200000","false","304097","19.99","3569649","4.167655483869733","0","Indie","Killmonday Games AB","Killmonday Games AB","714120","https://store.steampowered.com/app/714120",""
"I Am Bread","1417392000000","false","595952","12.99","3569275","3.062154596386132","78","AA","tinyBuild","Bossa Studios","327890","https://store.steampowered.com/app/327890","1428552000000"
