"name","firstReleaseDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl","earlyAccessExitDate"
"FINAL FANTASY XII THE ZODIAC AGE","1517461200000","false","398885","49.99","11723477","27.935865733556117","90","AA","Square Enix","Square Enix","595520","https://store.steampowered.com/app/595520",""
"Resident Evil Revelations","1369022400000","false","768354","19.99","11618661","8.864249578670213","79","AA","Capcom","Capcom","222480","https://store.steampowered.com/app/222480",""
"Life is Feudal: Your Own","1409529600000","false","509074","19.99","11607717","79.89058581735688","66","Indie","Bitbox Ltd.","Bitbox Ltd.","290080","https://store.steampowered.com/app/290080","1447736400000"
"Wargame: Red Dragon","1393632000000","false","889511","29.99","11590696","64.6373514659546","89","Indie","Eugen Systems","Eugen Systems","251060","https://store.steampowered.com/app/251060","1397707200000"
"We Happy Few","1467331200000","false","520974","59.99","11536943","14.412755899276357","77","AA","Gearbox Publishing","Compulsion Games","320240","https://store.steampowered.com/app/320240","1533873600000"
"Naval Action","1453352400000","false","308004","0","11498858.584878586","108.82262917007375","57","Indie","Game-Labs","Game-Labs","311310","https://store.steampowered.com/app/311310","1560398400000"
"STAR WARS™ Knights of the Old Republic™","1252123200000","false","2241339","9.99","11498659","16.402731996723695","91","AA","LucasArts,Aspyr (Mac),Disney,Lucasfilm","BioWare,Aspyr (Mac)","32370","https://store.steampowered.com/app/32370",""
"Dead Space™ 2","1295931600000","false","1366229","19.99","11497706","9.47215518945446","94","AAA","Electronic Arts","Visceral Games","47780","https://store.steampowered.com/app/47780",""
"We Were Here Forever","1652155200000","false","990830","17.99","11487434","9.431421946389204","92","Indie","Total Mayhem Games","Total Mayhem Games","1341290","https://store.steampowered.com/app/1341290",""
"Soul Dossier","1614574800000","false","1633769","0","11480239.385999553","20.33339440767542","82","Indie","（Hong Kong）GKD","（Hong Kong）GKD","1520470","https://store.steampowered.com/app/1520470",""
"Destroy All Humans!","1595908800000","false","576278","29.99","11474222","5.821030085141351","93","AA","THQ Nordic","Black Forest Games,Pandemic Studios","803330","https://store.steampowered.com/app/803330",""
"Empyrion - Galactic Survival","1438387200000","false","1100194","19.99","11452733","83.39003160487133","80","Indie","Eleon Game Studios","Eleon Game Studios","383120","https://store.steampowered.com/app/383120","1596600000000"
"Crysis 2 - Maximum Edition","1335830400000","false","1143773","29.99","11445210","8.35561405179935","85","AAA","Electronic Arts","Crytek Studios","108800","https://store.steampowered.com/app/108800","1300766400000"
"Summoners War","1704603600000","false","569637","0","11432920","132.84135389075766","72","Indie","Com2uS","Com2uS","2426960","https://store.steampowered.com/app/2426960",""
"Amazing Cultivation Simulator","1547096400000","false","826385","24.99","11398974","83.65515640890528","0","Indie","GSQ Games","GSQ Games","955900","https://store.steampowered.com/app/955900","1606194000000"
"The Riftbreaker","1634184000000","false","642239","29.99","11398571","25.35049424598002","91","Indie","EXOR Studios,Surefire.Games","EXOR Studios","780310","https://store.steampowered.com/app/780310",""
"Old World","1652846400000","false","387121","39.99","11396566","18.503460626457695","81","AA","Hooded Horse","Mohawk Games","597180","https://store.steampowered.com/app/597180",""
"Atelier Ryza: Ever Darkness & the Secret Hideout","1572235200000","false","325746","59.99","11354341","19.36914814435901","87","AA","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.","1121560","https://store.steampowered.com/app/1121560",""
"Mafia II: Definitive Edition","1589860800000","false","876316","29.99","11324198","8.793013050621687","72","AAA","2K","Hangar 13,D3T","1030830","https://store.steampowered.com/app/1030830",""
"Mabinogi","1354770000000","false","337299","0","11304264.28823197","74.84023410700723","75","AA","Nexon America Inc.","NEXON Korea Corporation","212200","https://store.steampowered.com/app/212200",""
"Governor of Poker 3","1455858000000","false","3298372","0","11268702.342023198","20.638304841058208","70","Indie","Playtika Ltd.","Playtika Ltd.","436150","https://store.steampowered.com/app/436150",""
"F1® 24","1717128000000","false","192618","69.99","11259804","29.32769495584258","63","AAA","Electronic Arts","Codemasters","2488620","https://store.steampowered.com/app/2488620",""
"Lords Of The Fallen™ 2014","1414468800000","false","944136","29.99","11256927","8.394548664920933","60","AA","CI Games","CI Games,Deck 13","265300","https://store.steampowered.com/app/265300",""
"PAYDAY™ The Heist","1319083200000","false","2437314","14.99","11227231","12.013194643611353","93","Indie","Starbreeze Entertainment","OVERKILL Software","24240","https://store.steampowered.com/app/24240",""
"Richman10","1571889600000","false","1208550","13.99","11225384","16.47186528823414","52","Indie","SOFTSTAR ENTERTAINMENT","Softstar Technology (Beijing) Co.,Ltd","1162520","https://store.steampowered.com/app/1162520",""
"Dead Island 2","1713758400000","false","367492","49.99","11221423","13.80393032916316","74","AA","Deep Silver","Dambuster Studios","934700","https://store.steampowered.com/app/934700",""
"Chinese Parents","1538107200000","false","2064071","9.99","11203576","17.078162175116372","92","Indie","墨鱼玩游戏","墨鱼玩游戏","736190","https://store.steampowered.com/app/736190",""
"Ni no Kuni™ II: Revenant Kingdom","1521777600000","false","423122","59.99","11195221","26.492768759009525","84","AA","BANDAI NAMCO Entertainment","LEVEL5 Inc.","589360","https://store.steampowered.com/app/589360",""
"The Jackbox Party Pack 3","1476676800000","false","693151","24.99","11195148","10.312251660508403","97","Indie","Jackbox Games, Inc.","Jackbox Games, Inc.","434170","https://store.steampowered.com/app/434170",""
"Love Is All Around","1697515200000","false","1630371","9.99","11183427","6.51166984094973","94","Indie","intiny","intiny","2322560","https://store.steampowered.com/app/2322560",""
"WWE 2K23","1678939200000","false","284652","59.99","11122395","31.105600808699815","79","AAA","2K","Visual Concepts","1942660","https://store.steampowered.com/app/1942660",""
"Sunkenland","1692936000000","true","721696","19.99","11111206","30.491805143747104","83","Indie","Vector3 Studio","Vector3 Studio","2080690","https://store.steampowered.com/app/2080690",""
"Squad 44","1533787200000","false","546801","29.99","11108390","39.97130692191975","76","AA","Offworld","Offworld","736220","https://store.steampowered.com/app/736220",""
"Automation - The Car Company Tycoon Game","1426132800000","true","459176","29.99","11084608","42.850354960111325","93","Indie","Camshaft Software Ltd","Camshaft Software Ltd","293760","https://store.steampowered.com/app/293760",""
"The Wolf Among Us","1381464000000","false","1136789","14.99","11079336","9.94061247502852","98","Indie","Telltale","Telltale","250320","https://store.steampowered.com/app/250320",""
"Aimlabs","1517979600000","false","20242348","0","11052201.13370384","8.076685734738831","94","Indie","State Space Labs, Inc.","State Space Labs, Inc.","714010","https://store.steampowered.com/app/714010","1686888000000"
"Hardspace: Shipbreaker","1592280000000","false","573563","34.99","10992777","24.626190322303135","89","AA","Focus Entertainment","Blackbird Interactive","1161580","https://store.steampowered.com/app/1161580","1653364800000"
"Age of Wonders: Planetfall","1565064000000","false","387970","29.99","10977269","32.48180256454758","80","AAA","Paradox Interactive","Triumph Studios","718850","https://store.steampowered.com/app/718850",""
"Planetary Annihilation: TITANS","1439870400000","false","915789","29.99","10972548","19.363648293810723","85","Indie","Planetary Annihilation Inc","Planetary Annihilation Inc","386070","https://store.steampowered.com/app/386070",""
"DJMAX RESPECT V","1576645200000","false","664186","49.99","10967740","44.851923462632605","89","AA","NEOWIZ","NEOWIZ","960170","https://store.steampowered.com/app/960170","1583899200000"
"Gloomhaven","1563336000000","false","518062","34.99","10934393","35.60409420463806","84","Indie","Twin Sails Interactive","Flaming Fowl Studios,Saber Interactive","780290","https://store.steampowered.com/app/780290","1634702400000"
"VEGA Conflict","1450069200000","false","364886","0","10934146.864591723","102.03583572273942","59","Indie","KIXEYE","KIXEYE","339600","https://store.steampowered.com/app/339600",""
"Danganronpa: Trigger Happy Havoc","1455771600000","false","1053787","19.99","10933566","21.92251106988124","96","AA","Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.,Abstraction Games","413410","https://store.steampowered.com/app/413410",""
"Dungeon Defenders","1318910400000","false","1475536","14.99","10919241","47.47138322630316","93","Indie","Chromatic Games","Chromatic Games","65800","https://store.steampowered.com/app/65800",""
"The Texas Chain Saw Massacre","1692331200000","false","338337","19.99","10917952","80.31907065654816","74","Indie","Gun Interactive","Sumo Digital","1433140","https://store.steampowered.com/app/1433140",""
"Abiotic Factor","1714622400000","true","539089","24.99","10908984","19.09225749041095","96","Indie","Playstack","Deep Field Games","427410","https://store.steampowered.com/app/427410",""
"Nightingale","1708405200000","true","448186","29.99","10860475","29.23025717230848","65","Indie","Inflexion Games","Inflexion Games","1928980","https://store.steampowered.com/app/1928980",""
"Dawn of Man","1551416400000","false","668997","24.99","10812638","26.633687429856337","87","Indie","Madruga Works","Madruga Works","858810","https://store.steampowered.com/app/858810",""
"Library Of Ruina","1589515200000","false","717248","29.99","10796364","59.365054174405735","93","AA","ProjectMoon","ProjectMoon","1256670","https://store.steampowered.com/app/1256670","1628568000000"
"Dead Island Definitive Edition","1464667200000","false","2056247","19.99","10783707","9.43309149218015","82","AA","Deep Silver","Techland","383150","https://store.steampowered.com/app/383150",""
