"name","firstReleaseDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl","earlyAccessExitDate"
"Godsvivors","1707886800000","false","1149","4.99","4325","2.339449060135171","88","Hobbyist","Titan","Titan","2441080","https://store.steampowered.com/app/2441080",""
"18+ MEMORY","1580446800000","false","2914","0.99","4324","6.408912366282913","67","Indie","KazakovStudios","NL Studio","1222470","https://store.steampowered.com/app/1222470",""
"My Master's A Moron","1654142400000","false","720","14.99","4323","4.975268588627967","85","Indie","Potion Junkies","Potion Junkies","1677580","https://store.steampowered.com/app/1677580",""
"Shot in the Dark","1610427600000","false","575","9.99","4323","2.433994112651008","100","Hobbyist","Possum House Games","Possum House Games","1204940","https://store.steampowered.com/app/1204940",""
"Bang Bang Fruit","1487048400000","false","6004","0.99","4323","5.5592663737486845","57","Indie","Snkl Studio","Snkl Studio","587810","https://store.steampowered.com/app/587810",""
"Minigame Game","1675400400000","false","455","14.99","4323","2.726979662844718","89","Hobbyist","Downcast Games LLC","Downcast Games LLC","305900","https://store.steampowered.com/app/305900","1705035600000"
"Bahnsen Knights","1702530000000","false","561","9.99","4323","1.9676697951993334","100","Indie","Chorus Worldwide Games","LCB Game Studio","1933190","https://store.steampowered.com/app/1933190",""
"WIN THE GAME!","1522987200000","false","10992","0.99","4322","1.7651515681412338","69","Indie","AFBIK Studio","AFBIK Studio","828150","https://store.steampowered.com/app/828150",""
"Robber Sam","1654574400000","false","589","24.99","4321","0.3791851854635504","37","Indie","Louie Inc","Louie Inc","1998100","https://store.steampowered.com/app/1998100",""
"10mg :)","1602734400000","false","1624","2.99","4321","0.3528185353251342","99","Indie","10mg","torcado,Bibiki","1425380","https://store.steampowered.com/app/1425380",""
"House Sitter","1590552000000","false","1680","4.99","4319","2.8377559287534204","96","Indie","N/A","Eric Steinberg","1316200","https://store.steampowered.com/app/1316200",""
"Cogito","1476417600000","false","1050","5.99","4319","1.2846236213359585","71","Hobbyist","Evan Downing","Evan Downing","543710","https://store.steampowered.com/app/543710",""
"The Hero We Need","1676955600000","false","442","8.99","4319","1.5661640458390154","65","Hobbyist","VoDoo Studios","VoDoo Studios","1584820","https://store.steampowered.com/app/1584820","1708664400000"
"The Dreamlord","1481605200000","false","5110","1.99","4318","4.215377744190059","44","Indie","New Reality Games","mesetts","412290","https://store.steampowered.com/app/412290",""
"真空战姬","1657512000000","false","925","6.99","4317","7.589839478729827","94","Hobbyist","PEARFLOWER","PEARFLOWER","1954640","https://store.steampowered.com/app/1954640",""
"Beautiful Masseuse","1605157200000","false","1056","4.99","4317","0.7977979238704982","48","Indie","MAGame","MAGame","1457540","https://store.steampowered.com/app/1457540",""
"Heckpoint","1509494400000","false","528","9.99","4317","6.270516638257077","93","Hobbyist","Rooster Republic LLC","Nodacoy Games,Jadan Bliss","731600","https://store.steampowered.com/app/731600","1523246400000"
"CrazyCar","1501128000000","false","578","199.99","4317","2.8239127775886335","33","Hobbyist","Apillo","Apillo","652230","https://store.steampowered.com/app/652230",""
"Maria the Witch","1456808400000","false","4526","4.99","4317","2.8489206553368436","62","Indie","Naps Team","Naps Team","447860","https://store.steampowered.com/app/447860",""
"Aery - Last Day of Earth","1666497600000","false","740","9.99","4316","3.607067263218466","80","Indie","EpiXR Games UG","EpiXR Games UG","1977250","https://store.steampowered.com/app/1977250",""
"Zen Trails","1601179200000","false","2212","3.99","4316","9.655375014032645","100","Hobbyist","Universe Juice","Universe Juice","1418570","https://store.steampowered.com/app/1418570",""
"时间旅者(TimeWalker)","1559275200000","true","400","11.99","4316","1.7547293544732459","44","Hobbyist","前海驮骡","前海驮骡","1061250","https://store.steampowered.com/app/1061250",""
"Ankh 2: Heart of Osiris ","1362096000000","false","4365","4.99","4316","3.386414388471665","68","Indie","Strategy First","Deck 13","12440","https://store.steampowered.com/app/12440","1245124800000"
"Spellarium 9 Match 3 Puzzle","1676955600000","false","544","9.99","4316","10.449168545507368","100","Indie","LGT SIA","LGT SIA,https://www.facebook.com/lgtsia","2286960","https://store.steampowered.com/app/2286960",""
