"name","firstReleaseDate","earlyAccessExitDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl"
"Space Pirate Trainer","1459468800000","1507780800000","false","189969","14.99","2072851","4.428098661511791","94","Indie","I-Illusions","I-Illusions","418650","https://store.steampowered.com/app/418650"
"Necromunda: Underhive Wars","1599451200000","","false","118465","19.99","2072369","13.155456259154956","57","AA","Focus Entertainment","Rogue Factor","566440","https://store.steampowered.com/app/566440"
"Slender: The Arrival","1382932800000","","false","588678","19.99","2069439","2.626519876376556","88","Indie","Blue Isle Publishing","Blue Isle Studios","252330","https://store.steampowered.com/app/252330"
"Alpha Protocol™","1275364800000","","false","146694","19.99","2069200","9.525159828582307","81","AA","SEGA","Obsidian Entertainment","34010","https://store.steampowered.com/app/34010"
"Reassembly","1414800000000","1424322000000","false","211865","14.99","2065670","29.47329102826504","94","Indie","Indie Voyage","Anisoptera Games","329130","https://store.steampowered.com/app/329130"
"Serious Sam HD: The First Encounter","1259038800000","","false","402391","14.99","2063804","5.041040008240452","94","AA","Devolver Digital","Croteam","41000","https://store.steampowered.com/app/41000"
"RIDE 5","1692849600000","","false","57102","59.99","2061800","25.409932796211084","79","Indie","Milestone S.r.l.","Milestone S.r.l.","1650010","https://store.steampowered.com/app/1650010"
"Thea: The Awakening","1441065600000","1447995600000","false","188122","19.99","2060544","22.453362858090443","89","Indie","MuHa Games","MuHa Games","378720","https://store.steampowered.com/app/378720"
"Thunder Tier One","1638853200000","","false","179737","19.99","2060205","6.047622178883267","67","AAA","KRAFTON, Inc.","KRAFTON, Inc.","377300","https://store.steampowered.com/app/377300"
"Space Pirates And Zombies 2","1462060800000","1510030800000","false","159378","19.99","2059931","14.067002055332281","79","Indie","MinMax Games Ltd.","MinMax Games Ltd.","252470","https://store.steampowered.com/app/252470"
"Amazing Frog?","1416546000000","","true","148665","19.99","2058410","27.65450032734224","0","Indie","Fayju","Fayju","332570","https://store.steampowered.com/app/332570"
"Punch Club 2: Fast Forward","1689825600000","","false","137961","19.99","2055985","15.501037293658246","84","AA","tinyBuild","Lazy Bear Games","1161590","https://store.steampowered.com/app/1161590"
"The Legend of Heroes: Trails in the Sky SC","1446091200000","","false","107163","29.99","2051391","44.445373317206666","98","AA","XSEED Games,Marvelous USA, Inc.","Nihon Falcom","251290","https://store.steampowered.com/app/251290"
"Gordian Quest","1585281600000","1655956800000","false","155905","19.99","2049066","23.699715118767205","90","Indie","Mixed Realms Pte Ltd,Coconut Island Games","Mixed Realms Pte Ltd,Swag Soft Holdings Pte Ltd","981430","https://store.steampowered.com/app/981430"
"Wrench","1545195600000","","true","94878","29.99","2047822","14.091077182742001","90","Indie","Missing Digit","Missing Digit","936720","https://store.steampowered.com/app/936720"
"Turbo Dismount™","1388534400000","1400644800000","false","470132","9.99","2045618","7.054122274287063","93","Indie","Secret Exit Ltd.","Secret Exit Ltd.","263760","https://store.steampowered.com/app/263760"
"Human Resource Machine","1444881600000","","false","309796","14.99","2044822","5.1668724942514155","94","Indie","Tomorrow Corporation","Tomorrow Corporation","375820","https://store.steampowered.com/app/375820"
"Next Day: Survival","1498867200000","1526875200000","false","384956","9.99","2043859","11.2891658480771","63","Indie","Last Level","SOFF Games","519190","https://store.steampowered.com/app/519190"
"DATE A LIVE: Rio Reincarnation","1563854400000","","false","118039","39.99","2041981","25.878459251114293","95","Indie","Idea Factory International","Idea Factory,Compile Heart,Sting","1047440","https://store.steampowered.com/app/1047440"
"Living With Sister: Monochrome Fantasy","1711080000000","","false","255056","12.99","2041249","9.497708255780266","97","Indie","Kagura Games","Inusuku","2429860","https://store.steampowered.com/app/2429860"
"Moncage","1636952400000","","false","243764","14.99","2038557","2.70818003203414","93","Indie","XD","Optillusion","1195290","https://store.steampowered.com/app/1195290"
"Warpips","1619668800000","1650513600000","false","280877","16.99","2036702","4.825741374554322","88","AA","Daedalic Entertainment","Skirmish Mode Games","1291010","https://store.steampowered.com/app/1291010"
"Hitman: Blood Money","1173931200000","","false","510725","9.99","2036693","13.799361661176686","94","Indie","Io-Interactive A/S","Io-Interactive A/S","6860","https://store.steampowered.com/app/6860"
"魔女的夜宴","1689912000000","","false","98750","34.99","2035174","25.560282872466754","99","Indie","HIKARI FIELD","YUZUSOFT","2458530","https://store.steampowered.com/app/2458530"
"Melty Blood Actress Again Current Code","1461038400000","","false","213863","24.99","2034285","7.0808181436901965","93","AA","Arc System Works","FRENCH-BREAD","411370","https://store.steampowered.com/app/411370"
"Turnip Boy Commits Tax Evasion","1619064000000","","false","262965","14.99","2030927","3.1970273761079193","95","Indie","Graffiti Games","Snoozy Kazoo","1205450","https://store.steampowered.com/app/1205450"
"Meet Your Maker","1680580800000","","false","77813","19.99","2030341","20.863412956647704","71","AA","Behaviour Interactive Inc.","Behaviour Interactive Inc.","1194810","https://store.steampowered.com/app/1194810"
"Vampire: The Masquerade - Bloodhunt","1630987200000","1651032000000","false","5620632","0","2025190.6690599872","7.478466071872342","75","Indie","Sharkmob AB","Sharkmob AB","760160","https://store.steampowered.com/app/760160"
"To The Core","1691640000000","","false","275571","7.99","2020197","6.995243450871056","93","Indie","SomethingExtra","SomethingExtra","1988550","https://store.steampowered.com/app/1988550"
"Third Crisis","1587700800000","1716091200000","false","116921","24.99","2017720","10.575517263117787","95","Indie","Anduo Games,Lewdonymous","Anduo Games","1260820","https://store.steampowered.com/app/1260820"
"Ratropolis","1572580800000","1608613200000","false","187717","17.99","2014519","21.40246322109807","89","Indie","Cassel Games","Cassel Games","1108370","https://store.steampowered.com/app/1108370"
"Turmoil","1433116800000","1464840000000","false","448635","12.99","2014505","10.497636627310937","93","Indie","Gamious","Gamious","361280","https://store.steampowered.com/app/361280"
"Airships: Conquer the Skies","1422748800000","1534392000000","false","168661","24.99","2014175","20.352367116685606","96","Indie","David Stark","David Stark","342560","https://store.steampowered.com/app/342560"
"Rune Factory 4 Special","1638853200000","","false","105192","29.99","2013130","13.49952306810742","0","AA","XSEED Games,Marvelous USA, Inc.,Marvelous","Marvelous Inc.","1580240","https://store.steampowered.com/app/1580240"
"河洛群俠傳 (Ho Tu Lo Shu ： The Books of Dragon)","1542171600000","","false","210480","17.99","2012519","45.76524520903772","82","Indie","香港商河洛互動娛樂股份有限公司,方块游戏","香港商河洛互動娛樂股份有限公司","952860","https://store.steampowered.com/app/952860"
"Serious Sam VR: The Last Hope","1475280000000","1505880000000","false","84919","29.99","2012282","4.017368872960228","85","AA","Devolver Digital,Croteam","Croteam VR","465240","https://store.steampowered.com/app/465240"
"Total Conflict: Resistance","1682049600000","","true","89283","29.99","2012038","30.424478675451997","79","Indie","Thunder Devs.","Thunder Devs.","1860510","https://store.steampowered.com/app/1860510"
