"name","firstReleaseDate","earlyAccessExitDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl"
"Deadly Daycare VR","1616644800000","1619755200000","false","2565","0","0","0.7032193869321629","92","Hobbyist","Little Chair","Little Chair","1561560","https://store.steampowered.com/app/1561560"
"Sinking Inn","1619755200000","","false","4131","0","0","0.45814885735826577","88","Hobbyist","Open Alpha","Open Alpha","1552460","https://store.steampowered.com/app/1552460"
"myFloppy Online!","1619755200000","","false","13853","0","0","3.023163914392287","72","Hobbyist","Strangest.io","Strangest.io","1584300","https://store.steampowered.com/app/1584300"
"The Tales of Redbox: An Escape From Desire","1619755200000","","true","619","0","0","1.1421044115925696","82","Hobbyist","Hyver Works.","Kareem Hyver","1556540","https://store.steampowered.com/app/1556540"
"冒险时光机","1619755200000","","false","1","0.99","0","0","0","Hobbyist","花熊工作室","花熊工作室","1591660","https://store.steampowered.com/app/1591660"
"Zombie Survival online","1619668800000","","false","14609","0","0","2.127168826974405","85","Hobbyist","SexyM","SexyM","1605960","https://store.steampowered.com/app/1605960"
"Tail Trail","1619668800000","","false","660","0","0","1.1563077529054502","67","Indie","Bold Statement Games","Bold Statement Games","1507600","https://store.steampowered.com/app/1507600"
"Ahri and Bear","1619668800000","","false","2340","0","0","3.0968286097270417","65","Hobbyist","CatDog Productions","CatDog Productions","1575060","https://store.steampowered.com/app/1575060"
"Space Ape","1629504000000","1619668800000","false","877","0","0","1.082801230861853","69","Hobbyist","nonPareil Institute","nonPareil Institute","1561010","https://store.steampowered.com/app/1561010"
"Little Traveler","1619582400000","","false","4257","0","0","1.056072471164787","70","Hobbyist","Little Traveler LLC","Little Traveler LLC","1588460","https://store.steampowered.com/app/1588460"
"Praesidium","1616472000000","1619582400000","false","8303","0","0","2.9789959893487667","77","Hobbyist","ShieldWork Studios","ShieldWork Studios","1570720","https://store.steampowered.com/app/1570720"
"Dirty Blood","1619496000000","","false","1114","0","0","1.3168989922966772","67","AA","Lightning Games","Lightning Games","1595250","https://store.steampowered.com/app/1595250"
"Eddie Hill in the Curse of the Skull Medallion","1619668800000","","false","743","0","0","2.3472741132802994","93","Hobbyist","Gameinaframe","Gameinaframe","1600020","https://store.steampowered.com/app/1600020"
