"name","firstReleaseDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl"
"Gears Unchained: The rise of revolution","1721433600000","true","1","1.99","1","0","0","Hobbyist","AthomicStudios","AthomicStudios","3075760","https://store.steampowered.com/app/3075760"
"Solares","1722470400000","false","1","1.99","1","0","0","Hobbyist","Orbit Games Inc.","Orbit Games Inc.","2975110","https://store.steampowered.com/app/2975110"
"Brucie's Arcade","1721952000000","false","1","1.99","1","0","0","Hobbyist","Logan Head","Logan Head","2941490","https://store.steampowered.com/app/2941490"
"Mission Andromeda","1721952000000","false","1","1.99","1","0","0","Hobbyist","Acid Test Games","Acid Test Games","3059490","https://store.steampowered.com/app/3059490"
"Ultimate Snake","1721520000000","false","1","1.99","1","0","100","Hobbyist","Zhang Li","Zhang Li","3061330","https://store.steampowered.com/app/3061330"
"Footprints Combination","1722470400000","false","1","1.99","1","0","0","Hobbyist","2QFARM","2QFARM","3081520","https://store.steampowered.com/app/3081520"
"Elemental Dog Defense","1721692800000","false","1","1.99","1","0","0","Hobbyist","tw1ZTER","tw1ZTER","3087110","https://store.steampowered.com/app/3087110"
"Twizzle Puzzle: Mushrooms","1721692800000","false","1","1.99","1","0.9362578882724126","0","Hobbyist","Cute Hannah's Games","Cute Hannah's Games","3095660","https://store.steampowered.com/app/3095660"
"IsoCraft Story","1723766400000","true","1","1.99","1","0","0","Hobbyist","Warpzone Ent.","Warpzone Ent.","3097480","https://store.steampowered.com/app/3097480"
"Ghost Jumper : Red Hoodie","1722297600000","false","1","1.99","1","0","0","Hobbyist","LAYER LAB","LAYER LAB","3091270","https://store.steampowered.com/app/3091270"
"Prism Break","1722211200000","false","1","1.99","1","0","0","Hobbyist","Tomorrow Games","Tomorrow Games","2858190","https://store.steampowered.com/app/2858190"
"Project Stack","1722470400000","false","1","1.99","1","0","0","Hobbyist","BluePixel Games","BluePixel Games","3103650","https://store.steampowered.com/app/3103650"
"フラグ立てときました。","1722902400000","false","1","1.99","1","0","0","Hobbyist","EBA GAME","EBA GAME","2996800","https://store.steampowered.com/app/2996800"
"Learning The Maths","1722470400000","true","1","1.99","1","0","0","Hobbyist","Orca Virtual","Orca Virtual","3087340","https://store.steampowered.com/app/3087340"
"Pleasure Sweet Secret","1722470400000","false","1","1.99","1","0","100","Hobbyist","Raum Digital Studio","Raum Digital Studio","3079230","https://store.steampowered.com/app/3079230"
"きおく花火","1722988800000","false","1","1.99","1","0","0","Hobbyist","APOLLON COMPANY LIMITED","APOLLON COMPANY LIMITED","3101680","https://store.steampowered.com/app/3101680"
"Back To Back","1722556800000","false","1","1.99","1","0","100","Hobbyist","Rocketcat Studios","Rocketcat Studios","3113980","https://store.steampowered.com/app/3113980"
"Walking Steel","1723766400000","true","1","1.99","1","0","0","Hobbyist","Bright Way","Phantom Zero","3108380","https://store.steampowered.com/app/3108380"
"ダンジョンビーチ","1722556800000","false","1","1.99","1","0","0","Hobbyist","かべろくん","かべろくん","3114250","https://store.steampowered.com/app/3114250"
"League of Abyss","1722902400000","false","1","1.99","1","0","0","Hobbyist","那卜佬作坊","那卜佬作坊","3114090","https://store.steampowered.com/app/3114090"
"Ops","1723507200000","true","1","1.99","1","0.6163556402967928","100","Hobbyist","Pete DeSimone","Pete DeSimone,Erik Jacobson,Jesse Petrone","3101700","https://store.steampowered.com/app/3101700"
"Super MineSweeper","1722902400000","false","1","1.99","1","0","100","Hobbyist","听金宗骨","听金宗骨","3093310","https://store.steampowered.com/app/3093310"
"Unreal Void 3D","1724889600000","false","1","1.99","1","0","100","Hobbyist","NotMAtieGO","NotMAtieGO","2912480","https://store.steampowered.com/app/2912480"
"Cradle of Nightmares: Chapter 1","1722988800000","false","1","1.99","1","0","0","Hobbyist","Genius Mendaxxx","Genius Mendaxxx","3068060","https://store.steampowered.com/app/3068060"
"Medieval Marathon: A Quest for Gold","1723420800000","false","1","1.99","1","0","0","Hobbyist","Phoenix Pulse Games","Phoenix Pulse Games","3049320","https://store.steampowered.com/app/3049320"
"Robot Female Hero Remastered","1723161600000","false","1","1.99","1","0","0","Hobbyist","Rocket Tech","Rocket Tech","2965090","https://store.steampowered.com/app/2965090"
"Ninja: Shadow of the Dash","1723420800000","false","1","1.99","1","0","0","Hobbyist","Heilaender","Heilaender","3126050","https://store.steampowered.com/app/3126050"
"BathDad","1723593600000","false","1","1.99","1","0","0","Hobbyist","SmallRiverStudio","SmallRiverStudio,Abdullah Al Bajjali","3137300","https://store.steampowered.com/app/3137300"
"Sexy Memory Puzzle - Gamer Girl","1722729600000","false","1","1.99","1","0","0","Indie","EroticGamesClub","EroticGamesClub","3140170","https://store.steampowered.com/app/3140170"
"A Light Jog","1724716800000","false","1","1.99","1","0","0","Hobbyist","Parker Owen","Parker Owen","3111230","https://store.steampowered.com/app/3111230"
"Gridlock","1724284800000","false","1","1.99","1","0","0","Hobbyist","Dusa Softworks","Dusa Softworks","3135160","https://store.steampowered.com/app/3135160"
"喘息 Respite","1724112000000","false","1","1.99","1","0","0","Hobbyist","EHKSTD","EHKSTD","3140410","https://store.steampowered.com/app/3140410"
"Dark Ball","1724112000000","false","1","1.99","1","0","0","Hobbyist","destroywinner","destroywinner","3120750","https://store.steampowered.com/app/3120750"
"Twizzle Puzzle: Dragons","1724198400000","false","1","1.99","1","0","0","Hobbyist","Cute Hannah's Games","Cute Hannah's Games","3138800","https://store.steampowered.com/app/3138800"
"OrganGame-MergePuzzle-","1724198400000","false","1","1.94","1","0","0","Hobbyist","Loxarc Inc.","Loxarc Inc.","3081260","https://store.steampowered.com/app/3081260"
"Space Memory: Animals","1724371200000","false","1","1.99","1","0","0","Hobbyist","Quantum Quiver Games","Quantum Quiver Games","3154130","https://store.steampowered.com/app/3154130"
"Wandering Hunter","1724457600000","false","1","1.99","1","0","0","Hobbyist","Little Studio","Little Studio","3148170","https://store.steampowered.com/app/3148170"
"Wizard Blaster","1725667200000","false","1","1.99","1","0","50","Hobbyist","Goodline Games","Goodline Games","3031100","https://store.steampowered.com/app/3031100"
"Kudamono Drop","1725926400000","false","1","1.99","1","0","100","Hobbyist","ToranekoGames","ToranekoGames","3162550","https://store.steampowered.com/app/3162550"
"小小冒险","1724803200000","false","1","1.99","1","0","0","Hobbyist","lzj","lzj","3151300","https://store.steampowered.com/app/3151300"
"Tiir Request","1726099200000","false","1","1.99","1","0","0","Hobbyist","LionelKx","LionelKx","3147350","https://store.steampowered.com/app/3147350"
"XEYYEX 2: Colour Wars","1726444800000","false","1","1.99","1","1.2924774532699967","100","Hobbyist","Ferulox Studios","Ferulox Studios","3155610","https://store.steampowered.com/app/3155610"
"Ghost Clicker","1724976000000","false","1","1.99","1","0","0","Hobbyist","Software24601","Software24601","3167510","https://store.steampowered.com/app/3167510"
"Play a Match?: play a catch2","1725580800000","false","1","1.99","1","0","0","Hobbyist","STAPgames","STAPgames","3159810","https://store.steampowered.com/app/3159810"
"Sexy Memory Puzzle - Futanari Sauna","1723939200000","false","1","1.99","1","0","0","Indie","EroticGamesClub","EroticGamesClub","3159320","https://store.steampowered.com/app/3159320"
"Block Twist Challenge","1725840000000","false","1","1.99","1","0","0","Indie","Boogygames Studios","Boogygames Studios","3160980","https://store.steampowered.com/app/3160980"
"Lena","1726790400000","true","1","1.99","1","0","0","Hobbyist","PunchList Productions","PunchList Productions","3170980","https://store.steampowered.com/app/3170980"
"Abandoned City","1725408000000","false","1","1.99","1","0","0","Hobbyist","Lemontea415","Lemontea415","3132970","https://store.steampowered.com/app/3132970"
"Simply Snake","1725840000000","false","1","1.99","1","0","0","Hobbyist","Firesnake","Firesnake","2834820","https://store.steampowered.com/app/2834820"
