"name","firstReleaseDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl"
"垂钓日记 The Sailor’s Guide to Game Design","1686283200000","false","222","0","0","0.7544391157577497","88","Hobbyist","Marine Studio","Marine Studio","2427810","https://store.steampowered.com/app/2427810"
"Ethereal Rift","1686283200000","false","349","0","0","0.9989539115642773","75","Hobbyist","Jack Vanderkolk","Jack Vanderkolk","1909850","https://store.steampowered.com/app/1909850"
"Dr. Carlos' Personality Exam","1686196800000","false","1739","0","0","0.33670724229954657","92","Hobbyist","GZ Storm","GZ Storm,Lazrool","2423590","https://store.steampowered.com/app/2423590"
"Bung Ball","1686369600000","false","3061","0","0","1.105985908970305","98","Hobbyist","Slap Chicken Games","Slap Chicken Games","2436280","https://store.steampowered.com/app/2436280"
"Ashes to Ashes","1686456000000","false","2247","0","0","4.67466517071876","61","Hobbyist","Team Beans","Team Beans","2381010","https://store.steampowered.com/app/2381010"
"The Pulse of Evil","1686456000000","false","5866","0","0","0.8384568212960668","95","Hobbyist","Mads Games","Madnukin,Miroko,Yeramia,davebrown57","2437890","https://store.steampowered.com/app/2437890"
"Launch Director","1686456000000","false","196","0","0","1.9599342887301636","82","Hobbyist","TiJayFLY","TiJayFLY","2444890","https://store.steampowered.com/app/2444890"
"降妖师Demon Subduing Master","1686542400000","false","1","0.99","0","0","0","Hobbyist","Liu Zuchao","Liu Zuchao","2443870","https://store.steampowered.com/app/2443870"
"Debug Quest","1686542400000","true","763","0","0","1.3033325496241284","93","Hobbyist","AveoGames","AveoGames","2441610","https://store.steampowered.com/app/2441610"
"DHL Box Stacker Pro","1686542400000","false","1001","0","0","0.891163397323724","96","Hobbyist","Playerthree Limited","Playerthree Limited","2339570","https://store.steampowered.com/app/2339570"
"Augma II - Arc I","1686456000000","false","449","0","0","2.7942556557701397","89","Hobbyist","ST2 Studios","Azalin","1892400","https://store.steampowered.com/app/1892400"
"Kessler Syndrome","1686628800000","false","1307","0","0","0.7475172964743819","46","Hobbyist","Sorry Chair Productions","Sorry Chair Productions","2388520","https://store.steampowered.com/app/2388520"
"Solar Showdown","1686715200000","false","280","0","0","1.011545864801694","56","Hobbyist","BYU Center for Animation","BYU Animation - Class of 2023","2408120","https://store.steampowered.com/app/2408120"
"Edemn","1686715200000","true","4128","0","0","2.9802568513313177","73","Hobbyist","Joulion Studio","Joulion Studio","2219660","https://store.steampowered.com/app/2219660"
"Rusty Lines Remastered","1686715200000","true","49","0","0","3.140538230060225","100","Indie","Quad-Games","Quad-Games","508720","https://store.steampowered.com/app/508720"
"The Cursed Amulet","1686715200000","false","9219","0","0","0.8617115964432018","87","Hobbyist","CrystalCreativeGames","CrystalCreativeGames","2410690","https://store.steampowered.com/app/2410690"
"Sparky Marky: Episode 2","1686801600000","false","11481","0","0","1.4525174586577714","76","Hobbyist","Clapperheads","Clapperheads","2418290","https://store.steampowered.com/app/2418290"
"Snoody: One of the Ayrie","1686801600000","false","1967","0","0","1.353180480002965","80","Hobbyist","Game Stables","Game Stables","2440730","https://store.steampowered.com/app/2440730"
"Genting Party","1686801600000","false","590","0","0","7.888431182505504","78","Hobbyist","PolarOwl Studio","PolarOwl Studio","2379680","https://store.steampowered.com/app/2379680"
"Taxi Copter","1686715200000","true","791","0","0","0.7853990771505074","67","Hobbyist","JJ Studio","JJ Studio","2255550","https://store.steampowered.com/app/2255550"
"Defiled Survivors: Prologue","1686715200000","false","604","0","0","4.641349089990383","68","Hobbyist","GHBE Studios","GHBE Studios","2417400","https://store.steampowered.com/app/2417400"
"Slippery Sammy","1686888000000","false","1","0.99","0","0","0","Hobbyist","LGV","LGV","2451500","https://store.steampowered.com/app/2451500"
"Grapplania","1686888000000","false","1202","0","0","1.7027297589962722","74","Hobbyist","DigiPen Institute of Technology","Single Play","2459460","https://store.steampowered.com/app/2459460"
"ANYU","1686888000000","false","8905","0","0","0.8803589455041888","67","Hobbyist","DigiPen Institute of Technology","DigiPen Europe-Bilbao","2431310","https://store.steampowered.com/app/2431310"
"Kenny 7","1686888000000","false","136","0","0","10.690473888814015","100","Hobbyist","Tryph studio","Tryph studio","2435800","https://store.steampowered.com/app/2435800"
"The Stranded Traveler","1686888000000","false","2164","0","0","3.3853884559493883","70","Hobbyist","Spitfire-Games","DeadEagle","2432010","https://store.steampowered.com/app/2432010"
"Amicade","1686888000000","false","599","0","0","2.028794134292755","97","Hobbyist","Gaterooze, Ink","Gaterooze, Ink","2457970","https://store.steampowered.com/app/2457970"
"Fear of Neighbours","1686888000000","false","1350","0","0","0.44464258310498167","83","Hobbyist","Shiberrr","Hullu Metso Productions","2333040","https://store.steampowered.com/app/2333040"
"69 Balls","1686888000000","false","3171","0","0","11.61318379990415","92","Hobbyist","GKStudio","Matthew Choi,Plum Point 2","2335720","https://store.steampowered.com/app/2335720"
"Moose Lost in the Woods","1686888000000","false","78965","0","0","0.79812527576003","95","Hobbyist","Spång Studios","Spång Studios","2455180","https://store.steampowered.com/app/2455180"
"Mushroom Heroes","1525233600000","false","14706","0","0","2.734649985867225","85","Indie","Serkan Bakar","Serkan Bakar","840410","https://store.steampowered.com/app/840410"
"LabyrInk","1686974400000","false","137","0","0","0.8694956135125859","90","Indie","Double Dash Studios","Double Dash Studios","2450030","https://store.steampowered.com/app/2450030"
"Vroom Vroom Valley","1686974400000","false","195","0","0","1.1113890261873207","89","Hobbyist","Ahlman Games","Student loan studios","2421830","https://store.steampowered.com/app/2421830"
"Bucket Brawl: Ahlman Edition","1686974400000","false","18179","0","0","1.252038752176599","82","Hobbyist","Ahlman Games","Bucket Brawl","2413660","https://store.steampowered.com/app/2413660"
"Rags to Liches","1686974400000","false","449","0","0","1.750293525770529","95","Hobbyist","Neumont College of Computer Science","Louis Bui,Drayven Bowton,David Brockmeyer,Carlos Barajas,Riley Bazan","2429250","https://store.steampowered.com/app/2429250"
"Burger Zombies","1686974400000","false","1606","0","0","0.809885733825163","91","Hobbyist","Danger Rat","7 Spoons","2447720","https://store.steampowered.com/app/2447720"
"KoreanPoliticalFighters : 2ND","1686974400000","false","438","0","0","0.8042982096195087","100","Hobbyist","FillGoodGames","FillGoodGames","2067610","https://store.steampowered.com/app/2067610"
"词影","1687060800000","false","799","0","0","0.4496140168620655","90","Indie","Surprising Studio","Surprising Studio","2331660","https://store.steampowered.com/app/2331660"
"When Night Comes","1686974400000","false","1837","0","0","0.5618250125725457","47","Hobbyist","Nathan Workman","Nathan Workman","2405450","https://store.steampowered.com/app/2405450"
"Symphony of Souls","1687147200000","false","2292","0","0","0.9255089128202314","95","Hobbyist","Team Eonian","Team Eonian","2413160","https://store.steampowered.com/app/2413160"
"Hungry Dogs","1687147200000","false","1","0.99","0","0","0","Hobbyist","AXR-STUDIOS","AXR-STUDIOS","2459290","https://store.steampowered.com/app/2459290"
"Tank And Roll","1687147200000","false","1","0.99","0","0","100","Hobbyist","EdnakNP","EdnakNP","2434710","https://store.steampowered.com/app/2434710"
"迷宫坦克大战","1687147200000","false","193","0","0","0.3113901683135439","56","Hobbyist","Green Flame Studio","Green Flame Studio","2411950","https://store.steampowered.com/app/2411950"
"Cannon Target","1687147200000","false","1","0.99","0","0","0","Hobbyist","King Kong Gaming","King Kong","2436470","https://store.steampowered.com/app/2436470"
"郡主别怕","1687147200000","true","1453","0","0","0.7466319632984411","60","Hobbyist","久游网","久游网","1209790","https://store.steampowered.com/app/1209790"
"Grand Escape","1687233600000","false","65","0","0","2.5151779096469817","100","Hobbyist","KIMJUIM","KIMJUIM","2437680","https://store.steampowered.com/app/2437680"
"Wayward Rose","1687233600000","false","131","0","0","1.4287449573562734","88","Hobbyist","John Paul the Great Catholic University","Wayward Development","2137840","https://store.steampowered.com/app/2137840"
