"name","firstReleaseDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl","earlyAccessExitDate"
"Death and Taxes","1582174800000","false","365753","12.99","1639203","3.811523957968387","88","Indie","Placeholder Gameworks,Hawthorn Games","Placeholder Gameworks","1166290","https://store.steampowered.com/app/1166290",""
"Sunless Skies: Sovereign Edition","1501545600000","false","113168","24.99","1638397","12.607841218354285","85","Indie","Failbetter Games","Failbetter Games","596970","https://store.steampowered.com/app/596970","1548910800000"
"LEGO® Indiana Jones™: The Original Adventures","1247025600000","false","197455","19.99","1637758","8.404009140739662","88","AA","LucasArts,Lucasfilm,Disney","Traveller's Tales","32330","https://store.steampowered.com/app/32330",""
"METAL GEAR SOLID 3: Snake Eater - Master Collection Version","1698120000000","false","94517","19.99","1637280","10.618476721611904","78","AA","KONAMI","KONAMI","2131650","https://store.steampowered.com/app/2131650",""
"SAMURAI WARRIORS 4-II","1443499200000","false","56048","49.99","1637049","18.14024689028394","75","AA","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.","348470","https://store.steampowered.com/app/348470",""
"Shieldwall","1584936000000","false","160841","17.99","1636980","8.076198226112183","88","Indie","Nezon Production","Nezon Production","1216320","https://store.steampowered.com/app/1216320","1681790400000"
"Budget Cuts","1528948800000","false","91080","29.99","1635327","2.88975799262134","80","Indie","Neat Corporation","Neat Corporation","400940","https://store.steampowered.com/app/400940",""
"Lost in Play","1660104000000","false","176978","19.99","1634084","4.235832529368173","98","Indie","Joystick Ventures","Happy Juice Games","1328840","https://store.steampowered.com/app/1328840",""
"The Long Journey Home","1496116800000","false","71677","9.99","1633682","7.4619856610961435","60","AA","Daedalic Entertainment","Daedalic Studio West","366910","https://store.steampowered.com/app/366910",""
"Seed of the Dead: Sweet Home","1630036800000","false","94121","29.99","1631782","11.336739319340325","83","Indie","Eroge Japan","TeamKRAMA","1566390","https://store.steampowered.com/app/1566390",""
"Into the Radius 2","1721779200000","true","50683","39.99","1630835","6.814062052230438","76","Indie","CM Games","CM Games","2307350","https://store.steampowered.com/app/2307350",""
"iRacing","1421038800000","false","196360","9.99","1629806","30.071697734873986","86","Indie","iRacing.com Motorsport Simulations,iRacing","iRacing.com Motorsport Simulations,iRacing","266410","https://store.steampowered.com/app/266410",""
"Crashlands","1453352400000","false","310834","14.99","1628423","17.491999879258373","89","Indie","Butterscotch Shenanigans","Butterscotch Shenanigans","391730","https://store.steampowered.com/app/391730",""
"BOOK OF HOURS","1692244800000","false","75307","24.99","1627343","44.44792494481536","93","Indie","Weather Factory","Weather Factory","1028310","https://store.steampowered.com/app/1028310",""
"Zenith: Nexus","1643259600000","true","204246","0","1624192.4037757975","8.703612727773352","73","Indie","Ramen VR","Ramen VR","1403370","https://store.steampowered.com/app/1403370",""
"Creeper World 3: Arc Eternal","1395892800000","false","247615","14.99","1620645","59.983851436250134","97","Indie","Knuckle Cracker","Knuckle Cracker","280220","https://store.steampowered.com/app/280220",""
"My Friendly Neighborhood","1689652800000","false","59982","29.99","1619670","7.054229753396949","96","Indie","DreadXP","John Szymanski,Evan Szymanski","1574260","https://store.steampowered.com/app/1574260",""
"Idle Slayer","1595822400000","false","423892","0","1619269.6131723518","83.41682180890729","86","Indie","Pablo Leban","Pablo Leban","1353300","https://store.steampowered.com/app/1353300","1608526800000"
"STRAFE: Gold Edition","1494302400000","false","124033","14.99","1618312","5.400363191153419","73","AA","Devolver Digital","Pixel Titans","442780","https://store.steampowered.com/app/442780",""
"Wurm Online","1595563200000","false","146640","0","1617702.7544626517","26.589086474529665","60","Indie","Code Club AB","Code Club AB","1179680","https://store.steampowered.com/app/1179680",""
"Nova Lands","1687406400000","false","105025","19.99","1617445","15.427046283705351","92","Indie","HypeTrain Digital","BEHEMUTT","1501610","https://store.steampowered.com/app/1501610",""
"The Oregon Trail","1668402000000","false","77504","29.99","1616823","15.681465024248372","80","AA","Gameloft","Gameloft","2013360","https://store.steampowered.com/app/2013360",""
"Warhammer 40,000: Sanctus Reach","1484802000000","false","90009","29.99","1615751","47.30753319156802","85","AA","Slitherine Ltd.","Straylight Entertainment","502370","https://store.steampowered.com/app/502370",""
"Yuppie Psycho: Executive Edition","1556164800000","false","182157","16.99","1614687","6.988079094088572","95","Indie","Neon Doctrine","Baroque Decay","597760","https://store.steampowered.com/app/597760",""
"Tom Clancy's Splinter Cell®","1207022400000","false","331584","9.99","1614385","6.8081731589488275","88","AAA","Ubisoft","Ubisoft","13560","https://store.steampowered.com/app/13560",""
"Drake Hollow","1601524800000","false","74119","29.99","1614270","6.781199318357551","78","AAA","CD PROJEKT RED","The Molasses Flood","739650","https://store.steampowered.com/app/739650",""
"Genital Jousting","1479358800000","false","723361","6.99","1614097","3.285834540533056","92","AA","Devolver Digital","Free Lives","469820","https://store.steampowered.com/app/469820","1516251600000"
"Mother Russia Bleeds","1473048000000","false","264488","14.99","1612029","4.6844622796777085","87","AA","Devolver Digital","Le Cartel Studio","361300","https://store.steampowered.com/app/361300",""
"AEW: Fight Forever","1688011200000","false","33290","39.99","1611881","8.208428154477046","60","AA","THQ Nordic,All Elite Wrestling, LLC","YUKE'S","1913210","https://store.steampowered.com/app/1913210",""
"The Imperial Gatekeeper","1662091200000","false","192384","12.99","1611864","4.804044337861579","81","Indie","Kagura Games","Tengsten","1933650","https://store.steampowered.com/app/1933650",""
"Zoo 2: Animal Park","1598241600000","false","131666","0","1610274.583158977","14.150546784709768","78","Indie","upjers","KING Art","1352330","https://store.steampowered.com/app/1352330",""
"Infinite Lagrange","1633579200000","false","85644","0","1610065.128100888","43.65723412861817","53","Indie","NetEase Games","NetEase Games","1755920","https://store.steampowered.com/app/1755920",""
"The Last Faith","1700024400000","false","77254","27.99","1609027","13.261265256827143","83","Indie","Playstack","Kumi Souls Games","1274600","https://store.steampowered.com/app/1274600",""
"The Banner Saga 3","1532577600000","false","127239","24.99","1606265","11.099897574680046","81","Indie","Stoic Studio","Stoic","485460","https://store.steampowered.com/app/485460",""
"Guns, Gore and Cannoli 2","1519966800000","false","225901","12.99","1604579","5.894763484806305","94","Indie","Rogueside","Rogueside,Claeysbrothers","525510","https://store.steampowered.com/app/525510",""
"Avatar: Frontiers of Pandora™","1718596800000","false","40866","69.99","1604122","23.375455740968174","63","AAA","Ubisoft","Massive Entertainment – A Ubisoft Studio","2840770","https://store.steampowered.com/app/2840770",""
"Mega Man Legacy Collection","1440388800000","false","207583","14.99","1603719","6.938068417046086","85","AA","Capcom","Capcom","363440","https://store.steampowered.com/app/363440",""
"Aeons Echo","1724284800000","false","87718","0","1602892","10.517051325745982","81","Indie","Nutaku Publishing","Aeons Studio","2832330","https://store.steampowered.com/app/2832330",""
"Layers of Fear 2 (2019)","1559016000000","false","98003","19.99","1602835","10.607471204919152","72","Indie","Bloober Team SA,NA Publishing","Bloober Team SA","1029890","https://store.steampowered.com/app/1029890",""
"Risen 2: Dark Waters","1335412800000","false","225584","9.99","1602424","13.65077240166939","80","AA","THQ Nordic","Piranha Bytes","40390","https://store.steampowered.com/app/40390",""
"A Short Hike","1564459200000","false","293753","7.99","1601875","2.7223911235474385","99","Indie","adamgryu","adamgryu","1055540","https://store.steampowered.com/app/1055540",""
"Curious Expedition 2","1592366400000","false","188569","19.99","1601686","19.989144453729562","89","Indie","Maschinen-Mensch","Maschinen-Mensch","1040230","https://store.steampowered.com/app/1040230","1611810000000"
"LEGO® DC Super-Villains","1539662400000","false","172692","39.99","1598778","17.602610541935096","91","AA","Warner Bros. Interactive Entertainment,Feral Interactive (Mac)","TT Games,Feral Interactive (Mac)","829110","https://store.steampowered.com/app/829110",""
"Lust for Darkness","1528776000000","false","124130","14.99","1598600","2.726786458871701","68","Indie","Movie Games S.A.","Movie Games Lunarium","523650","https://store.steampowered.com/app/523650",""
"Shadow Tactics: Aiko's Choice","1638766800000","false","185214","19.99","1597832","6.127617070252933","93","AA","Daedalic Entertainment","Mimimi Games","1579380","https://store.steampowered.com/app/1579380",""
"Before We Leave","1620878400000","false","172651","19.99","1594395","5.803762860375883","79","AA","Team17","Balancing Monkey Games","1073910","https://store.steampowered.com/app/1073910",""
