"name","firstReleaseDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl"
"Draw Physics Line","1711339200000","false","15","1.99","26","0","0","Hobbyist","tinygame","tinygame","2101740","https://store.steampowered.com/app/2101740"
"Crystal Guard TD","1711425600000","false","30","0.99","26","1.3938984570321673","0","Hobbyist","Shouji's Realm","Shouji's Realm","2846100","https://store.steampowered.com/app/2846100"
"Fission","1711512000000","false","37","0.99","26","0.5664869499507352","75","Hobbyist","JinCycle","JinCycle","2884640","https://store.steampowered.com/app/2884640"
"Podnabu","1722211200000","false","1","29.99","26","1.5921485531716772","100","Hobbyist","GameSleep","GameSleep","2881770","https://store.steampowered.com/app/2881770"
"Stickman Killing Zombie","1712894400000","false","25","2.99","26","1.3214352621330185","67","Hobbyist","Angels Vs Demons","Yurii Nikshych","2792610","https://store.steampowered.com/app/2792610"
"Swordsman","1713240000000","false","1","29.99","26","0","100","Hobbyist","Swordsman","Swordsman","2914060","https://store.steampowered.com/app/2914060"
"Unreal Island","1712980800000","false","1","29.99","26","0","25","Hobbyist","Underground","Underground","2915080","https://store.steampowered.com/app/2915080"
"Brave Hero","1713326400000","false","1","29.99","26","0.3105555555555556","33","Hobbyist","Brave Hero","Brave Hero","2912010","https://store.steampowered.com/app/2912010"
"小石冒险 Koishi Adventure⁓","1713499200000","true","15","1.99","26","0","100","Hobbyist","EHKSTD","EHKSTD","2906930","https://store.steampowered.com/app/2906930"
"Fujisan Nobori","1714536000000","true","15","1.99","26","1.000550452360112","100","Hobbyist","JIYUTORISEI","JIYUTORISEI","2912900","https://store.steampowered.com/app/2912900"
"Dreams and bubbles","1714017600000","false","1","29.99","26","1.1215810112738156","0","Hobbyist","Dreams and bubbles","Dreams and bubbles","2929840","https://store.steampowered.com/app/2929840"
"follow dream","1714017600000","false","1","29.99","26","20.069564470746744","100","Hobbyist","follow dream","follow dream","2927080","https://store.steampowered.com/app/2927080"
"Lord Of Tower","1714622400000","false","6","6.99","26","3.040240350634401","100","Hobbyist","TrueSoft","TrueSoft","2909200","https://store.steampowered.com/app/2909200"
"Money Farm","1714622400000","false","30","0.99","26","0","0","Hobbyist","Kerlys Games","Kerlys Games","2936790","https://store.steampowered.com/app/2936790"
"Will I Survive Tonight?","1714622400000","false","6","4.99","26","1.019267059367922","33","Hobbyist","MindQuota.com","Florin-Marian Hera","2940420","https://store.steampowered.com/app/2940420"
"Breaking Bricks","1720569600000","false","30","0.99","26","0.7303555352358624","100","Hobbyist","PProgrammer","PProgrammer","2921020","https://store.steampowered.com/app/2921020"
"Dream Hotel Master","1715140800000","false","15","1.99","26","0.6397603777120914","0","Hobbyist","66games","lc86","2951740","https://store.steampowered.com/app/2951740"
"Death Sword Spirit","1715400000000","false","1","29.99","26","0","0","Hobbyist","Death Sword Spirit","Death Sword Spirit","2919200","https://store.steampowered.com/app/2919200"
"Knight Runner: Blade and Bolt","1716177600000","false","30","0.99","26","0.6948793792469691","100","Hobbyist","Barkitect","Barkitect","2942430","https://store.steampowered.com/app/2942430"
"Rogue Bot Adventure","1719964800000","false","30","0.99","26","0.8758070565830849","100","Hobbyist","Glitchy Games","Glitchy Games","2924920","https://store.steampowered.com/app/2924920"
"轉生打怪學英文(六) (Adventure and study English in a fantasy world VI)","1718251200000","false","1","29.99","26","0","0","Hobbyist","愛上補習班","愛上補習班","2884740","https://store.steampowered.com/app/2884740"
"ONIKO KORORIN GAME","1715745600000","false","15","1.99","26","0","0","Hobbyist","Clappers, Inc.","Clappers, Inc.","2860370","https://store.steampowered.com/app/2860370"
"Box Wrangler","1718078400000","false","30","0.99","26","0.42393396633413183","100","Hobbyist","Wyatt Schwanbeck","Wyatt Schwanbeck","2903210","https://store.steampowered.com/app/2903210"
"Crystal's Castle","1714881600000","false","15","1.99","26","0","0","Hobbyist","FLD Games","David Fernandez","2887240","https://store.steampowered.com/app/2887240"
"Path To Dragon","1716436800000","false","30","0.99","26","0.6609417839405743","100","Hobbyist","VH","VH","2972930","https://store.steampowered.com/app/2972930"
"Flavors of Fortune","1716177600000","false","15","1.99","26","0","0","Hobbyist","Cozy Script Productions","Cozy Script Productions","2927890","https://store.steampowered.com/app/2927890"
"Real Kart","1716350400000","false","1","29.99","26","0","0","Hobbyist","Aglobex","Aglobex","1331870","https://store.steampowered.com/app/1331870"
"Anders: The Dark Coast","1721779200000","false","30","0.99","26","0.8431277980791473","100","Hobbyist","Andrew Simon","Andrew Simon","2963560","https://store.steampowered.com/app/2963560"
"Assassin's Alliance","1722643200000","false","1","29.99","26","0","100","Hobbyist","Assassin's Alliance","Assassin's Alliance","2979830","https://store.steampowered.com/app/2979830"
"Chaser of Light","1722643200000","false","1","29.99","26","0","0","Hobbyist","Chaser of Light","Chaser of Light","2979820","https://store.steampowered.com/app/2979820"
"My Last First Kiss","1716868800000","false","1","29.99","26","0","0","Indie","Voltage Inc.","UNICO INC.","2923860","https://store.steampowered.com/app/2923860"
"Project Kinesis","1717041600000","false","15","1.99","26","2.474563016135929","100","Hobbyist","Cavelion","Cavelion","2991150","https://store.steampowered.com/app/2991150"
"Last Box Standing May Go On","1720915200000","false","15","1.99","26","7.8299834097644485","100","Hobbyist","Zyl","Zyl","2968690","https://store.steampowered.com/app/2968690"
