"name","firstReleaseDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl","earlyAccessExitDate"
"Port Royale 3","1336104000000","false","88298","14.99","713406","13.475350133213265","73","Indie","Kalypso Media Digital","Gaming Minds Studios","205610","https://store.steampowered.com/app/205610",""
"YEAH! YOU WANT ""THOSE GAMES,"" RIGHT? SO HERE YOU GO! NOW, LET'S SEE YOU CLEAR THEM!","1689739200000","false","77393","9.99","712678","3.476342570795866","77","Indie","D3PUBLISHER","MONKEYCRAFT Co. Ltd.","2348100","https://store.steampowered.com/app/2348100",""
"Detective Girl of the Steam City","1563422400000","false","92918","14.99","712232","4.530618593764416","92","Indie","Kagura Games","Clymenia","1012030","https://store.steampowered.com/app/1012030",""
"Scars of Summer","1617940800000","false","58943","19.99","712210","5.581039900106633","75","Indie","Kagura Games","Shinachiku-castella","1405470","https://store.steampowered.com/app/1405470",""
"Life Goes On: Done to Death","1393632000000","false","200340","12.99","711230","3.8966432667679616","96","Indie","Infinite Monkeys Entertainment Ltd.","Infinite Monkeys Entertainment Ltd.","250050","https://store.steampowered.com/app/250050","1397707200000"
"Sign of Silence","1601524800000","false","135154","4.99","711210","8.645613894843903","53","Indie","Renderise","Renderise","1346070","https://store.steampowered.com/app/1346070",""
"Tales & Tactics","1691640000000","false","52836","17.99","711151","21.74126021875325","82","Indie","Yogscast Games,Gamersky Games","Table 9 Studio","1652250","https://store.steampowered.com/app/1652250","1723680000000"
"The Painscreek Killings","1506484800000","false","119806","19.99","711000","6.005169785871218","91","Indie","EQ Studios","EQ Studios","624270","https://store.steampowered.com/app/624270",""
"Romance of the Three Kingdoms IX with Power Up Kit","1508212800000","false","40874","29.99","710903","67.43475631267387","85","AA","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.","628050","https://store.steampowered.com/app/628050",""
"OUTBRK","1719547200000","true","22546","34.99","709996","16.004508643927455","80","Indie","Sublime","Sublime","1107320","https://store.steampowered.com/app/1107320",""
"Fraymakers","1674018000000","true","37617","19.99","709319","5.3842066117023","78","Indie","Team Fray,McLeodGaming","Team Fray,McLeodGaming","1420350","https://store.steampowered.com/app/1420350",""
"Machinika: Museum","1616472000000","false","126751","7.99","709070","3.1655458019864047","92","Indie","Dear Villagers","Littlefield Studio","1507190","https://store.steampowered.com/app/1507190",""
"Kart Racing Pro","1500004800000","false","21041","39.99","708778","67.30199846403482","86","Indie","PiBoSo","PiBoSo","415600","https://store.steampowered.com/app/415600",""
"The First Tree","1505361600000","false","189875","9.99","707444","2.308934834978526","76","Indie","David Wehle","David Wehle","555150","https://store.steampowered.com/app/555150",""
"MotoGP™17","1497499200000","false","31517","14.99","707389","23.18493267101619","79","Indie","Milestone S.r.l.","Milestone S.r.l.","561610","https://store.steampowered.com/app/561610",""
