"name","firstReleaseDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl"
"Forest Ranger Simulator - Apprenticeship","1710993600000","false","1081","0","0","1.9844160275593847","52","Indie","FreeMind S.A.","HOT CODE COMPANY,FreeMind S.A.,VIRTUAL MAGIC","2802660","https://store.steampowered.com/app/2802660"
"Going Upstream","1709874000000","false","1","0","0","0","0","Hobbyist","SQOOL","Matsusoft","2745530","https://store.steampowered.com/app/2745530"
"Hack.ing","1709874000000","false","290","0","0","0.9648558251647936","71","Hobbyist","NBOXGAMES.INC","RAMIC STUDIO","2811360","https://store.steampowered.com/app/2811360"
"Merk Mayhem","1711080000000","true","206","0","0","1.9117741719789398","89","Hobbyist","Tirgan Records","Merk Mayhem Collective","2370990","https://store.steampowered.com/app/2370990"
"Wizard Combat","1712116800000","false","2629","0","0","1.36502654002187","75","Hobbyist","ZenOh's Unreal","ZenOh's Unreal","2832490","https://store.steampowered.com/app/2832490"
"Wyvern Studios Solitaire: 30th Aniversary Edition","1709960400000","false","3023","0","0","2.6463690149482146","95","Hobbyist","Denki Gaka","Denki Gaka","2853790","https://store.steampowered.com/app/2853790"
"The Bright Star Of Seraph-Katis-","1711684800000","false","1279","0","0","1.4223289014635172","83","Hobbyist","STARxSTAR","STARxSTAR","2841200","https://store.steampowered.com/app/2841200"
"Crowd Diver","1713931200000","false","330","0","0","1.8583979030106856","94","Hobbyist","Mesh to Crash","Mesh to Crash","2837640","https://store.steampowered.com/app/2837640"
"Childhood's RUSH","1710993600000","false","1","0.99","0","0","0","Hobbyist","YOSHIDA Game Studios","YOSHIDA Game Studios","2631330","https://store.steampowered.com/app/2631330"
"WHERE SAFETY ENDS *R*","1710216000000","false","692","0","0","1.3367042919542695","94","Hobbyist","CHRONOPHOBIA","CHRONOPHOBIA","2823140","https://store.steampowered.com/app/2823140"
"Against Great Darkness Prologue","1710216000000","false","1276","0","0","1.1224147012959425","87","Indie","Hitreg Studios","Hitreg Studios","2464480","https://store.steampowered.com/app/2464480"
"Chadgeon: Enjoyers Edition+","1718942400000","false","133","0","0","1.47019334332494","100","Hobbyist","Glassy Turtle","Glassy Turtle","2850650","https://store.steampowered.com/app/2850650"
"Cyber Rush","1713844800000","false","146","0","0","1.3182934782249713","56","Hobbyist","Infinite Realms Studios","Infinite Realms Studios","2735020","https://store.steampowered.com/app/2735020"
"Evader","1710129600000","false","1","0.99","0","0","0","Hobbyist","Chaos Mysterious","Chaos Mysterious","2839310","https://store.steampowered.com/app/2839310"
"Helenenkapelle VR","1710907200000","false","53","0","0","2.614784368322568","40","Hobbyist","Frozy Games","Frozy Games","2840730","https://store.steampowered.com/app/2840730"
"Your Turn to Disembark","1713585600000","false","789","0","0","1.3227535442602196","100","Hobbyist","SquidoodleDev","SquidoodleDev","2852390","https://store.steampowered.com/app/2852390"
"A Living Room","1714017600000","false","3030","0","0","0.6970454936309478","89","Hobbyist","Instant Million","Valtteri Tavast","2847640","https://store.steampowered.com/app/2847640"
"Kindred","1720828800000","false","155","0","0","1.2432288759426735","78","Hobbyist","Liam Davidson","Liam Davidson","2818730","https://store.steampowered.com/app/2818730"
"Paintball Playground","1712289600000","true","3600","0","0","1.029514664805848","59","Hobbyist","Triangle's Workshop","Triangle's Workshop","2808630","https://store.steampowered.com/app/2808630"
"S3X Scenario - Interactive Couple Audio-Stories Game","1710046800000","false","1","0","0","0","0","Hobbyist","L3V Studio","L3V Studio","2838010","https://store.steampowered.com/app/2838010"
"spirit of death","1712030400000","false","1","0.99","0","0","0","Hobbyist","挥挥手","挥挥手","2857850","https://store.steampowered.com/app/2857850"
"Unreal Physics","1711252800000","false","21836","0","0","0.5381209041618932","75","Hobbyist","Jilted Generation Productions","Jilted Generation Productions","2837320","https://store.steampowered.com/app/2837320"
"Battle Room Beta","1711080000000","true","2387","0","0","1.1161643260035268","66","Hobbyist","Axhorn Games, Inc.","Axhorn Games, Inc.","2838380","https://store.steampowered.com/app/2838380"
"field of vision","1714536000000","false","1","0.99","0","0","0","Hobbyist","挥挥手","挥挥手","2857860","https://store.steampowered.com/app/2857860"
"OG Memory: Synthwave Boats","1710302400000","false","1","0.99","0","0","0","Hobbyist","Schwan OG","Schwan OG","2855450","https://store.steampowered.com/app/2855450"
"OG Memory: Synthwave Cars","1710302400000","false","1","0.99","0","0","0","Hobbyist","Schwan OG","Schwan OG","2733740","https://store.steampowered.com/app/2733740"
"贪吃龙","1710302400000","false","1","0.99","0","0","0","Hobbyist","YvelRevo","YvelRevo","2838370","https://store.steampowered.com/app/2838370"
"Acorn Cop","1710388800000","false","1132","0","0","1.5457668279191414","85","Indie","Mini Fun Games","Mini Fun Games","2857940","https://store.steampowered.com/app/2857940"
"Cyan's Snow House","1710388800000","false","1651","0","0","0.6084989530698748","95","Hobbyist","Lysehvit","Lysehvit","2856090","https://store.steampowered.com/app/2856090"
"Escape From Zombietown","1716177600000","false","2423","0","0","1.9724371572559918","95","Hobbyist","Richard R.","Richard R.","2836810","https://store.steampowered.com/app/2836810"
"Project Circle","1711944000000","false","74","0","0","2.557288106212382","100","Hobbyist","gg game","gg game","2797660","https://store.steampowered.com/app/2797660"
"Soul Shifters: MMORPG","1710388800000","false","598","0","0","25.624681066342383","59","Hobbyist","Xtreaming","Xtreaming","2858130","https://store.steampowered.com/app/2858130"
"灵师","1722643200000","false","694","0","0","4.8241377121548075","95","Hobbyist","Var影竹","Var影竹","2660610","https://store.steampowered.com/app/2660610"
"Command & Conquer™ 4 Tiberian Twilight","1268712000000","false","312822","0","0","6.6782991502910045","18","AAA","Electronic Arts","EA Los Angeles","47700","https://store.steampowered.com/app/47700"
"Frayed","1712289600000","false","814","0","0","1.2626838590904688","60","Hobbyist","Dream Jam Games","Dream Jam Games","2860510","https://store.steampowered.com/app/2860510"
"Lemonade Apocalypse","1712289600000","false","53840","0","0","0.4031535666809467","94","Hobbyist","Juggler Interactive","Juggler Interactive","2861560","https://store.steampowered.com/app/2861560"
"OG Puzzlers: Synthwave Boats","1710561600000","false","1","0.99","0","0","0","Hobbyist","OG Games","Schwan OG","2673380","https://store.steampowered.com/app/2673380"
"Otto's Escape","1712808000000","false","164","0","0","1.9609037763670287","88","Hobbyist","Axylaric Games","Axylaric Games","2860580","https://store.steampowered.com/app/2860580"
"Real Life","1710475200000","true","58","0","0","2.9397574517284197","100","Hobbyist","Gladiy Denis","Gladiy Denis","2839050","https://store.steampowered.com/app/2839050"
"Resttolandia","1710475200000","false","190","0","0","1.7173702565825548","91","Hobbyist","donnlaa","donnlaa","2793860","https://store.steampowered.com/app/2793860"
"Snip It!","1711080000000","false","479","0","0","1.1100799934594494","95","Hobbyist","ryshaw","ryshaw","2849870","https://store.steampowered.com/app/2849870"
"Soulbind: Prologue","1714017600000","false","5884","0","0","1.294297793464093","95","Hobbyist","Rubedo Games","Rubedo Games","2850630","https://store.steampowered.com/app/2850630"
"The Circle Tales: Elvenwoods","1710475200000","false","151","0","0","3.1134431684093884","75","Hobbyist","Studio Castor","Studio Castor","2805910","https://store.steampowered.com/app/2805910"
"过劳的爱丽丝Overworked Alice","1710993600000","false","1","0.99","0","0","0","Hobbyist","这作者有毒","这作者有毒","2829330","https://store.steampowered.com/app/2829330"
"Essence Bloom","1711080000000","false","386","0","0","4.6374872776486455","75","Hobbyist","Proxy Vision Projects","Proxy Vision Projects","2846200","https://store.steampowered.com/app/2846200"
"GRR BOO I","1710734400000","false","100","0","0","2.0186114804489796","83","Hobbyist","Condiment Games Industries","Mayonnaise,Moutarde","2801230","https://store.steampowered.com/app/2801230"
"Holo X Break","1711684800000","false","148132","0","0","4.121786026870564","85","Indie","holo Indie","KayAnimate","2719150","https://store.steampowered.com/app/2719150"
"Hues","1710820800000","false","140","0","0","1.4807501928838933","75","Hobbyist","funball studios","funball studios","2824340","https://store.steampowered.com/app/2824340"
"ReCoil","1722988800000","false","91","0","0","1.2751217425854509","83","Indie","Sisyphean Games","Sisyphean Games","2842580","https://store.steampowered.com/app/2842580"
"Satellite engineer","1710734400000","false","169","0","0","2.2925981465574057","100","Hobbyist","Home Works","Home Works","2767570","https://store.steampowered.com/app/2767570"
