"name","firstReleaseDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl","earlyAccessExitDate"
"DoDonPachi Resurrection","1476331200000","false","49228","29.99","831614","8.805439120667216","96","Indie","KOMODO","CAVE Interactive CO.,LTD.","464450","https://store.steampowered.com/app/464450",""
"Airline Manager","1624420800000","false","569967","0","831417.6023422434","11.179291737303032","70","Indie","Trophy Games","Trophy Games","1641650","https://store.steampowered.com/app/1641650",""
"Monochrome Mobius: Rights and Wrongs Forgotten","1668574800000","false","18848","59.99","831174","22.138866061229066","82","Indie","DMM GAMES,Shiravune","AQUAPLUS","1962430","https://store.steampowered.com/app/1962430",""
"MXGP3 - The Official Motocross Videogame","1496030400000","false","50505","19.99","831128","15.937960329062633","86","Indie","Milestone S.r.l.","Milestone S.r.l.","561600","https://store.steampowered.com/app/561600",""
"Ys: Memories of Celceta","1532491200000","false","50053","24.99","830512","28.293962487170507","93","AA","XSEED Games,Marvelous USA, Inc.","Nihon Falcom","587110","https://store.steampowered.com/app/587110",""
"Labyrinth of Galleria: The Moon Society","1676350800000","false","18712","49.99","830085","46.85824721710244","88","Indie","NIS America, Inc.","Nippon Ichi Software, Inc.","1998340","https://store.steampowered.com/app/1998340",""
"Windlands","1451606400000","false","66151","19.99","829487","2.363150101282122","78","Indie","Psytec Games Ltd","Psytec Games Ltd","428370","https://store.steampowered.com/app/428370","1459828800000"
"Minoria","1566878400000","false","66055","19.99","829379","3.9644678826537634","82","Indie","DANGEN Entertainment","Bombservice","940910","https://store.steampowered.com/app/940910",""
"Prince of Persia The Lost Crown","1723075200000","false","36053","39.99","829367","13.916732766306213","82","AAA","Ubisoft","Ubisoft Montpellier","2751000","https://store.steampowered.com/app/2751000",""
"Fade to Silence","1512086400000","false","40359","29.99","829274","6.754234383887463","63","AA","THQ Nordic","Black Forest Games","706020","https://store.steampowered.com/app/706020","1556596800000"
"Ships At Sea","1716436800000","true","38245","24.99","829233","15.1081911489771","0","Indie","Misc Games","Misc Games","1266540","https://store.steampowered.com/app/1266540",""
"Combat Mission Shock Force 2","1598846400000","false","21272","59.99","829181","50.99178905900444","83","AA","Slitherine Ltd.","Battlefront","1369370","https://store.steampowered.com/app/1369370",""
"Force of Nature","1481605200000","false","226599","7.99","828571","14.642776593433185","76","Indie","A.Y.std","A.Y.std","568570","https://store.steampowered.com/app/568570",""
"Fruit Ninja VR","1467331200000","false","85697","14.99","828328","4.744312273948123","80","Indie","Halfbrick Studios Pty Ltd","Halfbrick Studios Pty Ltd","486780","https://store.steampowered.com/app/486780","1481778000000"
"R-Type Final 2","1619755200000","false","33584","39.99","828267","15.626326644462594","76","Indie","NIS America, Inc.","Granzella Inc.","1442820","https://store.steampowered.com/app/1442820",""
"Stephen's Sausage Roll","1460865600000","false","67500","29.99","827706","5.276562663585195","95","Indie","increpare games","increpare games","353540","https://store.steampowered.com/app/353540",""
"Overload","1488326400000","false","45942","29.99","827305","7.727932066247609","94","Indie","Revival Productions, LLC","Revival Productions, LLC","448850","https://store.steampowered.com/app/448850","1527739200000"
"Assault Android Cactus+","1375315200000","false","86684","19.99","827041","7.492240215343557","94","Indie","Witch Beam","Witch Beam","250110","https://store.steampowered.com/app/250110","1442980800000"
"Tower and Sword of Succubus","1604030400000","false","74815","12.99","826713","6.46560116306256","87","Indie","Critical Bliss","Libra Heart","1327080","https://store.steampowered.com/app/1327080",""
"HYPER DEMON","1663560000000","false","90692","14.99","826379","3.70454692596039","95","Indie","Sorath","Sorath","1743850","https://store.steampowered.com/app/1743850",""
"Sword Art Online: Lost Song","1541998800000","false","110702","19.99","825995","11.929080331552383","80","AA","BANDAI NAMCO Entertainment","Artdink","840720","https://store.steampowered.com/app/840720",""
"Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings DX","1618977600000","false","31876","39.99","825965","30.25312268977371","93","AA","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.","1502990","https://store.steampowered.com/app/1502990",""
"Perfect World M","1708578000000","false","3641","0","825897","51.498215656432805","34","Indie","PERFECT WORLD GAMES","PERFECT WORLD GAMES","2715240","https://store.steampowered.com/app/2715240",""
"Caveblazers","1459468800000","false","252730","9.99","824060","14.016371596240527","87","Indie","Yogscast Games","Deadpan Games","452060","https://store.steampowered.com/app/452060","1495598400000"
"Soundfall","1652241600000","false","73948","29.99","823012","4.3419560843247735","77","Indie","Noodlecake","Drastic Games","1608700","https://store.steampowered.com/app/1608700",""
"Warlock 2: The Exiled","1393632000000","false","106568","19.99","821647","25.729586874375443","0","AAA","Paradox Interactive","Ino-Co Plus","205990","https://store.steampowered.com/app/205990","1397102400000"
"BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien","1361854800000","false","239851","14.99","821001","4.126793612266106","92","Indie","Gaijin Games,Choice Provisions","Gaijin Games","218060","https://store.steampowered.com/app/218060",""
"Gedonia","1590984000000","false","122841","14.99","820208","8.365555921497696","89","Indie","Kazakov Oleg","Kazakov Oleg","1114220","https://store.steampowered.com/app/1114220","1665720000000"
"Battlerite","1472688000000","false","5733133","0","819966.5946119247","21.1341047490244","84","AA","Stunlock Studios","Stunlock Studios","504370","https://store.steampowered.com/app/504370","1510117200000"
"60 Parsecs!","1537243200000","false","123200","9.99","818726","9.6131354055316","88","Indie","Robot Gentleman","Robot Gentleman","646270","https://store.steampowered.com/app/646270",""
