"name","firstReleaseDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl"
"STARBOY","1543554000000","false","1","9.99","8","0","0","Hobbyist","BoominShit,Banjo","BoominShit,Banjo","963980","https://store.steampowered.com/app/963980"
"Glory & Honor","1542344400000","true","1","9.99","8","0.45987096211137757","50","Hobbyist","SugGames","SugGames","736480","https://store.steampowered.com/app/736480"
"People Cu3ed","1541566800000","false","1","9.99","8","0.627790652096459","100","Hobbyist","Whitway Studios","Whitway Studios","915770","https://store.steampowered.com/app/915770"
"Relic Raiders","1540526400000","true","1","8.99","8","4.557944886782001","69","Hobbyist","Crystallized Games","Crystallized Games","824170","https://store.steampowered.com/app/824170"
"Tale of Legends -伝創記-","1539144000000","false","1","9.99","8","0","0","Hobbyist","As-key","As-key","936870","https://store.steampowered.com/app/936870"
"Ace Meerkats","1538625600000","false","1","9.99","8","0","0","Hobbyist","Catmoon Productions","Catmoon Productions","859510","https://store.steampowered.com/app/859510"
"Tactics Rogue","1538107200000","true","1","9.99","8","1.2822087834759563","50","Hobbyist","Joseph Griggs","Joseph Griggs","934250","https://store.steampowered.com/app/934250"
"Crystal War","1537848000000","false","1","9.99","8","0","0","Hobbyist","TongFang HongKong LTD","MECHREVO VR","931590","https://store.steampowered.com/app/931590"
"SpaceBall in Cube","1535256000000","false","1","9.99","8","0","0","Hobbyist","Enum","Enum","912140","https://store.steampowered.com/app/912140"
"Cubicus Arcanum","1534737600000","false","1","9.99","8","0","0","Hobbyist","Veronica Cavalieri,Cataldo Romaniello","Veronica Cavalieri,Cataldo Romaniello","898660","https://store.steampowered.com/app/898660"
"Immortal Quest","1534478400000","false","1","9.99","8","0","0","Hobbyist","Kc games","Kc games","885890","https://store.steampowered.com/app/885890"
"Journey of the Fox","1534392000000","true","1","9.99","8","0","0","Hobbyist","Ape Like Games","Ape Like Games","849880","https://store.steampowered.com/app/849880"
