"name","firstReleaseDate","earlyAccessExitDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl"
"Trouble In The Manor","1435708800000","1447736400000","false","9213","0.99","8824","4.452913732494165","56","Indie","Charyb Games","Charyb Games","338530","https://store.steampowered.com/app/338530"
"Welcome to Moreytown","1493956800000","","false","2911","4.99","8822","3.9156823207655584","81","Indie","Choice of Games","Choice of Games","625990","https://store.steampowered.com/app/625990"
"Hentai beautiful girls","1548219600000","","false","3312","2.99","8820","6.606194172304467","76","Indie","Laush Studio","Laush Dmitriy Sergeevich","1002030","https://store.steampowered.com/app/1002030"
"Operation Lone Wolf","1538366400000","","true","1628","5.99","8818","2.297758985238583","59","Hobbyist","Operation Games","Operation Games","926010","https://store.steampowered.com/app/926010"
"Everblade","1651809600000","","false","943","9.99","8815","7.100471865459483","73","Hobbyist","Elion Games","Elion Games","1873570","https://store.steampowered.com/app/1873570"
"Childhood Friends","1618545600000","","false","1040","19.99","8815","4.805613759228951","77","Indie","Sekai Project","Orcsoft","1549160","https://store.steampowered.com/app/1549160"
"Eradicator","1415250000000","","false","4704","6.99","8815","3.4118074454239444","84","Indie","Atari,Nightdive Studios","Accolade, Inc","329640","https://store.steampowered.com/app/329640"
"Howl","1699938000000","","false","909","9.99","8814","5.076060778496844","100","AA","astragon Entertainment","Mi'pu'mi Games GmbH","2172180","https://store.steampowered.com/app/2172180"
"旅者 Travelers","1631332800000","1639976400000","false","3655","2.99","8812","5.863246552968375","88","Hobbyist","阅尘Atlas","阅尘Atlas","1720160","https://store.steampowered.com/app/1720160"
"LEMURIA","1652155200000","","false","2070","6.99","8810","4.131866154526196","72","Hobbyist","QTS","QTS","917940","https://store.steampowered.com/app/917940"
"Hotel Transylvania: Scary-Tale Adventures","1646974800000","","false","490","39.99","8809","4.821241550838049","83","Indie","Outright Games Ltd.","Drakhar Studios","1433500","https://store.steampowered.com/app/1433500"
"Magical Miri","1587182400000","","false","576","16.99","8807","4.856394799502155","75","Hobbyist","Estudio Roxis","Estudio Roxis","1235090","https://store.steampowered.com/app/1235090"
"Customer Cums First!","1579237200000","","false","1053","9.99","8806","2.615412145681966","63","Indie","Cherry Kiss Games","Miel","1198630","https://store.steampowered.com/app/1198630"
"SHINORUBI","1642568400000","1705640400000","false","432","24.99","8803","2.1984133392668035","56","Hobbyist","Last Boss 88","Last Boss 88","1665900","https://store.steampowered.com/app/1665900"
"Atlantis 2: Beyond Atlantis","1429243200000","","false","3902","3.99","8802","3.1086516219808344","35","Indie","Microids","Cryo Interactive,Koalabs","362920","https://store.steampowered.com/app/362920"
"The Undying Plague","1428638400000","","false","7035","4.99","8802","4.912221534564168","45","Indie","SA Industry","Pixel Theory Games","349440","https://store.steampowered.com/app/349440"
"Sakura Hime 4","1717041600000","","false","3433","3.99","8802","8.04123583534216","92","Indie","GirlGames","GirlGames","2070850","https://store.steampowered.com/app/2070850"
"Whack the Serial Killer 20 Ways plus Neighbour, Burglars...","1522987200000","","false","1960","4.99","8802","2.356943145603304","84","Hobbyist","Whack It","Whack It","764990","https://store.steampowered.com/app/764990"
"Assault Suit Leynos 2 Saturn Tribute","1713931200000","","false","432","24.99","8802","2.194322948499393","88","Indie","CITY CONNECTION","CITY CONNECTION","2488300","https://store.steampowered.com/app/2488300"
"Arden's Wake","1614315600000","","false","1400","7.99","8798","0.5297718319588216","88","Hobbyist","Penrose Studios","Penrose","1550230","https://store.steampowered.com/app/1550230"
"My Little Sister's Special Place","1687752000000","","false","768","14.99","8793","27.05500354451297","97","Indie","Sekai Project","feng,Sekai Project","1977740","https://store.steampowered.com/app/1977740"
"Democratic Socialism Simulator","1584590400000","","false","3267","2.99","8791","2.347563681845625","92","Hobbyist","Molleindustria","Molleindustria","1261760","https://store.steampowered.com/app/1261760"
"The Curse Of Yendor","1487307600000","","false","2489","4.99","8789","5.706208759383257","93","Indie","IBOLOGY LLC","IBOLOGY LLC","576420","https://store.steampowered.com/app/576420"
"Rain City","1611205200000","","false","3864","3.99","8787","3.9678751712124543","61","Indie","Cotton Game","big pineapple","1307370","https://store.steampowered.com/app/1307370"
"Mighty Monster Mayhem","1492660800000","","false","1229","2.99","8787","1.4008779873198591","69","Indie","Rank17","Rank17","586830","https://store.steampowered.com/app/586830"
"Artifact Adventure Gaiden DX","1564545600000","","false","1289","9.99","8786","9.025177422643699","84","AA","PLAYISM,Gamera Games","bluffman","1100900","https://store.steampowered.com/app/1100900"
"Summer times Afternoon","1482469200000","","false","1259","7.99","8786","1.2355910280422082","75","Hobbyist","Accenthd","Accenthd","568800","https://store.steampowered.com/app/568800"
"Monster Girl Fantasy","1555992000000","","false","1507","7.99","8784","4.4679410187614605","78","Indie","Perky Peach Games","Perky Peach Games","1048000","https://store.steampowered.com/app/1048000"
"My waifu guild","1633406400000","","false","7105","1.99","8781","1.9110403120647808","96","Indie","Elementarium games","Elementarium games","1581180","https://store.steampowered.com/app/1581180"
"Fantastic Contraption Classic 1 & 2","1597032000000","","false","1619","9.99","8780","46.637025903665624","99","Indie","Northway Games","Northway Games","1363690","https://store.steampowered.com/app/1363690"
"SATUS","1676005200000","","false","1221","3.99","8780","2.4437388519555836","90","Indie","Strudio Company","Strudio Company","2077060","https://store.steampowered.com/app/2077060"
"Girls Dance","1532750400000","","false","5875","1.99","8778","0.5129067251814725","65","Hobbyist","Gilrs Dance studio","Girls Dance studio","899480","https://store.steampowered.com/app/899480"
"Spoxel","1553745600000","","false","777","14.99","8775","4.546724094568827","62","Hobbyist","Epaga Games,Riveted Games","Epaga Games","746880","https://store.steampowered.com/app/746880"
"长路江湖 - 九州群芳","1704344400000","","true","2269","4.99","8774","42.77215235501925","58","Indie","SourceIn Games","SourceIn Games","2543650","https://store.steampowered.com/app/2543650"
"Vampire & Monsters: Mystery Hidden Object Games - Puzzle","1558670400000","","false","2947","3.99","8773","2.8280801524902173","73","Indie","Crisp App Studio","Crisp App Studio","1015080","https://store.steampowered.com/app/1015080"
"1917 : The Prologue","1604552400000","","false","960","9.99","8772","1.6532841113870103","56","Hobbyist","Payara Games","Payara Games","1352230","https://store.steampowered.com/app/1352230"
"KungFu Town VR","1511845200000","","false","1170","12.99","8772","1.0414442014212058","41","Indie","Bellcat Game","Bellcat Game","747260","https://store.steampowered.com/app/747260"
"BusinessMan","1501214400000","","false","1026","8.99","8772","13.339917723541237","45","Hobbyist","SugGames","SugGames","677820","https://store.steampowered.com/app/677820"
"Escape Bloody Mary","1477368000000","","false","3539","3.99","8772","2.230636817260936","75","Hobbyist","Well Told Entertainment","Well Told Entertainment","544530","https://store.steampowered.com/app/544530"
"Lethis - Daring Discoverers","1496894400000","","false","990","12.99","8771","1.7754556159409742","53","Indie","Triskell Interactive","Triskell Interactive","580570","https://store.steampowered.com/app/580570"
"Dreamcage Escape","1479272400000","","false","5336","1.99","8769","2.615015318790515","73","Hobbyist","Big Loop Studios","Big Loop Studios","556890","https://store.steampowered.com/app/556890"
"Idle Fairy Fantasy","1711080000000","","false","3224","3.99","8769","34.843483273412375","73","Indie","okyakusama","okyakusama","2875090","https://store.steampowered.com/app/2875090"
"7-in-1 Brain Sharpness Bundle","1526529600000","","false","1944","12.99","8768","2.471285315229924","58","Indie","ALEKSANDER CHEPAIKIN","ALEKSANDER CHEPAIKIN","856980","https://store.steampowered.com/app/856980"
"False Skies","1669784400000","","false","1169","8.99","8767","28.356069259451594","95","Hobbyist","Feenicks","Feenicks","1830040","https://store.steampowered.com/app/1830040"
"SantaCraft","1608008400000","","false","2380","9.99","8766","2.33424155440156","98","Indie","Milkbag Games","Milkbag Games","1486840","https://store.steampowered.com/app/1486840"
"It's You: A Breakup Story","1533096000000","","false","2356","4.99","8766","0.881084670552818","86","Hobbyist","Brwarner Studios","Brwarner Studios","878020","https://store.steampowered.com/app/878020"
"Road Scars: Origins","1522728000000","","false","22151","4.99","8766","8.49094165659134","75","Indie","NukGames","NukGames","346500","https://store.steampowered.com/app/346500"
"Ultreïa","1622433600000","","false","1711","13.99","8762","2.5654915823565667","94","Hobbyist","Greewook Studio","Greewook Studio","1284870","https://store.steampowered.com/app/1284870"
"Clinically Dead","1544072400000","","false","1596","14.99","8761","19.178342446160958","83","Indie","Ultimate Games S.A.","Mogila Games","927840","https://store.steampowered.com/app/927840"
"Trash TV","1424667600000","","false","3798","6.99","8761","1.2897517268643421","87","Indie","Reverb Triple XP","Lawrence Russell","343840","https://store.steampowered.com/app/343840"
