"name","firstReleaseDate","earlyAccessExitDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl"
"WORLD OF HORROR","1582174800000","1697688000000","false","292729","19.99","4040560","8.976909351858797","93","Indie","Ysbryd Games,PLAYISM","panstasz","913740","https://store.steampowered.com/app/913740"
"EA SPORTS™ Madden NFL 25","1723680000000","","false","64073","69.99","4036022","23.550063474228935","52","AAA","Electronic Arts","Tiburon","2582560","https://store.steampowered.com/app/2582560"
"UnderMine","1566273600000","1596686400000","false","386707","19.99","4031278","23.302543563979615","92","Indie","Thorium","Thorium","656350","https://store.steampowered.com/app/656350"
"Dead Space™ 3","1592452800000","","false","596528","19.99","4030846","10.774230916492993","75","AAA","Electronic Arts","Visceral Games","1238060","https://store.steampowered.com/app/1238060"
"DIRT 5","1604552400000","","false","121075","59.99","4029895","13.086337642954113","53","Indie","Codemasters,Electronic Arts","Codemasters","1038250","https://store.steampowered.com/app/1038250"
"The Sinking City","1614315600000","","false","275189","39.99","4025028","8.708620337683925","74","Indie","Frogwares","Frogwares","750130","https://store.steampowered.com/app/750130"
"Half-Life 2: Episode Two","1191988800000","","false","1324500","7.99","4012963","13.142885582478215","97","AAA","Valve","Valve","420","https://store.steampowered.com/app/420"
"Bulletstorm: Full Clip Edition","1491537600000","","false","387635","39.99","4003250","5.907669113828531","89","AA","Gearbox Publishing","People Can Fly","501590","https://store.steampowered.com/app/501590"
"DEAD RISING®","1473652800000","","false","433833","9.99","4001938","10.4955417730482","88","AA","Capcom","Capcom","427190","https://store.steampowered.com/app/427190"
"Omega Strikers","1682568000000","","false","3046303","0","4000625.264105157","12.7397943786249","85","Indie","Odyssey Interactive","Odyssey Interactive","1869590","https://store.steampowered.com/app/1869590"
"Yes, Your Grace","1583470800000","","false","352127","19.99","3999906","4.911743660813705","86","Indie","No More Robots","Brave At Night","1115690","https://store.steampowered.com/app/1115690"
"Warhammer 40,000: Gladius - Relics of War","1531368000000","","false","427772","39.99","3999750","30.608678149076173","81","AA","Slitherine Ltd.","Proxy Studios","489630","https://store.steampowered.com/app/489630"
