"name","firstReleaseDate","earlyAccessExitDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl"
"SiN: Gold","1288569600000","1584504000000","false","7333","9.99","23481","3.046272684494503","83","Indie","Nightdive Studios","Ritual Entertainment,Nightdive Studios","1313","https://store.steampowered.com/app/1313"
"Pizza Master VR","1583470800000","","true","2902","8.99","23480","2.2113699425891324","80","Indie","Plectrum XR","Plectrum XR","1247720","https://store.steampowered.com/app/1247720"
"Grand Pigeon's Duty","1470369600000","","false","36707","3.99","23479","4.540891266111105","77","Indie","WolfgangIs","WolfgangIs","449530","https://store.steampowered.com/app/449530"
"2MD: VR Football Evolution","1585713600000","","false","2584","12.99","23469","5.526819738166933","87","Indie","Truant Pixel, LLC","Truant Pixel, LLC","1230860","https://store.steampowered.com/app/1230860"
"Meridian 157: Chapter 3","1627531200000","","false","7337","3.99","23459","5.623083325928563","98","Indie","NovaSoft Interactive Ltd.","NovaSoft Interactive Ltd.","1689870","https://store.steampowered.com/app/1689870"
"Tank Mechanic Simulator VR","1662004800000","","false","1796","19.99","23451","6.004907934643394","71","AA","PlayWay S.A.","GameFormatic S.A.","1463010","https://store.steampowered.com/app/1463010"
"NIGHTSTAR","1470009600000","1488862800000","false","3317","9.99","23442","2.869976323052375","92","Indie","SOLIDMESH","SOLIDMESH","511570","https://store.steampowered.com/app/511570"
"Ankora: Lost Days","1663300800000","","false","2825","14.99","23438","6.192000802609053","77","Indie","Chibig","Chibig","1647770","https://store.steampowered.com/app/1647770"
"Polandball: Can into Space!","1465963200000","","false","20390","2.99","23434","4.396420401659302","95","Indie","Alien Pixel Studios","Alien Pixel Studios","441050","https://store.steampowered.com/app/441050"
"Mystery Case Files®: 13th Skull™ Collector's Edition","1483228800000","1471492800000","false","5429","9.99","23419","12.668909884580827","86","Indie","Big Fish Games","Big Fish Games","514700","https://store.steampowered.com/app/514700"
