"name","firstReleaseDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl","earlyAccessExitDate"
"Chef RPG","1726099200000","true","29096","19.99","523466","11.143483183419608","0","Indie","World 2 Studio","World 2 Studio","1796790","https://store.steampowered.com/app/1796790",""
"Narcosis","1490673600000","false","54938","14.99","523358","2.30001586567373","0","Indie","Honor Code, Inc.","Honor Code, Inc.","366870","https://store.steampowered.com/app/366870",""
"Azure Striker Gunvolt","1440734400000","false","82333","14.99","523018","4.801386836217807","86","Indie","INTI CREATES CO., LTD.","INTI CREATES CO., LTD.","388800","https://store.steampowered.com/app/388800",""
"Penny’s Big Breakaway","1708491600000","false","23301","29.99","522998","5.390294994536073","82","AA","Private Division","Evening Star","1955230","https://store.steampowered.com/app/1955230",""
"NavalArt","1529467200000","true","51058","14.99","522943","36.71185299795129","91","Indie","Rig&Zig Entertainment","Rigidbody","842780","https://store.steampowered.com/app/842780",""
"OPPAI Academy Big, Bouncy, Booby Babes!","1620792000000","false","15904","39.99","522929","16.675769654220133","93","Indie","Frontwing USA","Milkfactory","1590600","https://store.steampowered.com/app/1590600",""
"Construction Simulator 2 US - Pocket Edition","1536724800000","false","55413","9.99","522692","11.270222890368714","75","AA","astragon Entertainment","weltenbauer. Software Entwicklung GmbH","787740","https://store.steampowered.com/app/787740",""
"The Void","1260853200000","false","109028","9.99","522674","4.5253447694305535","81","Indie","Ice-Pick Lodge","Ice-Pick Lodge","37000","https://store.steampowered.com/app/37000",""
"Soda Crisis","1653278400000","false","82083","10.99","522242","4.520805807550582","93","Indie","bilibili","Team Soda","1592670","https://store.steampowered.com/app/1592670",""
"Garden Galaxy","1670994000000","false","68489","9.99","521991","17.476961780939728","98","Indie","Anneka Tran","Anneka Tran","1970460","https://store.steampowered.com/app/1970460",""
"SpaceChem","1299042000000","false","178092","9.99","521605","6.606260865839152","92","Indie","Zachtronics","Zachtronics","92800","https://store.steampowered.com/app/92800",""
"UNSIGHTED","1632974400000","false","49142","19.99","521419","9.268999019946333","94","AA","Humble Games","Studio Pixel Punk","1062110","https://store.steampowered.com/app/1062110",""
"Evil Bank Manager","1541739600000","false","76334","11.99","521356","9.24394144402602","77","Indie","Hamsters Gaming","Hamsters Gaming","896160","https://store.steampowered.com/app/896160","1544158800000"
"Monument Valley 2: Panoramic Edition","1657598400000","false","121686","7.99","521244","1.7934760633532991","94","Indie","ustwo games","ustwo games","1927740","https://store.steampowered.com/app/1927740",""
"Hunted: The Demon’s Forge™","1301616000000","false","104083","4.99","521142","4.797361443802561","74","AAA","Bethesda Softworks","inXile Entertainment","22450","https://store.steampowered.com/app/22450","1306728000000"
"Parking Tycoon: Business Simulator","1698984000000","false","48069","12.99","519715","6.645289357742194","76","Indie","Midnight Games","Geekon","2475420","https://store.steampowered.com/app/2475420",""
"MXGP PRO","1530244800000","false","33580","19.99","519202","28.14508008692509","85","Indie","Milestone S.r.l.","Milestone S.r.l.","798290","https://store.steampowered.com/app/798290",""
"The Settlers: New Allies","1711425600000","false","25864","59.99","519010","30.59443496919371","51","AAA","Ubisoft","Ubisoft Düsseldorf","2750080","https://store.steampowered.com/app/2750080",""
"Gary Grigsby's War in the East","1436414400000","false","15874","79.99","518710","139.28231482497438","90","AA","Slitherine Ltd.","2by3 Games","370540","https://store.steampowered.com/app/370540",""
"Battle of Empires : 1914-1918","1417392000000","false","78481","8.99","518194","19.97287661165741","69","Indie","Best Way Soft","Great War Team","316430","https://store.steampowered.com/app/316430","1437537600000"
"Somerville","1668402000000","false","42546","19.99","518184","3.014924998482988","70","Indie","Jumpship","Jumpship","1671410","https://store.steampowered.com/app/1671410",""
"Fears to Fathom - Norwood Hitchhike","1641445200000","false","188223","4.99","517872","1.4649266414040203","88","Indie","Rayll","Rayll","1763050","https://store.steampowered.com/app/1763050",""
"Fractured Online","1663214400000","false","31751","14.99","517552","43.83726405786479","54","Indie","Dynamight Studios","Dynamight Studios","1426050","https://store.steampowered.com/app/1426050","1721779200000"
"RIPOUT","1698120000000","false","25468","24.99","517182","6.974958934347466","64","Indie","3D Realms","Pet Project Games","1558830","https://store.steampowered.com/app/1558830","1716868800000"
"A Bird Story","1415336400000","false","285935","3.99","516764","3.364237236561456","84","Indie","Freebird Games","Freebird Games","327410","https://store.steampowered.com/app/327410",""
"Peekaboo","1553832000000","false","367867","3.99","516700","7.92944611216481","79","Indie","Redaster Studio","Redaster Studio,Ember Light Games","1048100","https://store.steampowered.com/app/1048100","1565150400000"
"GetsuFumaDen: Undying Moon","1620878400000","false","33460","24.99","516329","11.40904339211873","78","AA","KONAMI","KONAMI,GuruGuru","1323470","https://store.steampowered.com/app/1323470","1644987600000"
"Void Stranger","1693587272000","false","45371","11.99","516151","18.913896860011075","91","Indie","System Erasure","System Erasure","2121980","https://store.steampowered.com/app/2121980",""
"Zombie Night Terror","1468987200000","false","119257","12.99","516102","4.514826874362451","93","AA","Good Shepherd Entertainment","NoClip","416680","https://store.steampowered.com/app/416680",""
